injected_duration_hours,injection_count,kalman_convergence_rate,kalman_bls_period_match_rate,kalman_bls_exact_period_match_rate,kalman_bls_detection_rate_fap_1_percent,kalman_bls_recovery_rate_fap_1_percent,kalman_bls_exact_recovery_rate_fap_1_percent,kalman_tcf_period_match_rate,kalman_tcf_exact_period_match_rate,kalman_tcf_detection_rate_fap_1_percent,kalman_tcf_recovery_rate_fap_1_percent,kalman_tcf_exact_recovery_rate_fap_1_percent,median_depth_retention_fraction,median_snr_retention_fraction
2.0,27,1.0,0.7777777777777778,0.2222222222222222,1.0,0.7777777777777778,0.2222222222222222,0.7407407407407407,0.6666666666666666,1.0,0.7407407407407407,0.6666666666666666,0.2565133388355981,0.4916755731743646
4.0,27,1.0,0.7777777777777778,0.3333333333333333,1.0,0.7777777777777778,0.3333333333333333,0.8888888888888888,0.7037037037037037,1.0,0.8888888888888888,0.7037037037037037,0.0687534432349859,0.13455511656306485
8.0,27,1.0,0.8148148148148148,0.25925925925925924,1.0,0.8148148148148148,0.25925925925925924,0.8518518518518519,0.7407407407407407,1.0,0.8518518518518519,0.7407407407407407,0.03524332474979324,0.06836564419594145
