injected_depth,injection_count,kalman_convergence_rate,kalman_bls_period_match_rate,kalman_bls_exact_period_match_rate,kalman_bls_detection_rate_fap_1_percent,kalman_bls_recovery_rate_fap_1_percent,kalman_bls_exact_recovery_rate_fap_1_percent,kalman_tcf_period_match_rate,kalman_tcf_exact_period_match_rate,kalman_tcf_detection_rate_fap_1_percent,kalman_tcf_recovery_rate_fap_1_percent,kalman_tcf_exact_recovery_rate_fap_1_percent,median_depth_retention_fraction,median_snr_retention_fraction
0.0002,27,1.0,0.37037037037037035,0.0,1.0,0.37037037037037035,0.0,0.48148148148148145,0.18518518518518517,1.0,0.48148148148148145,0.18518518518518517,0.14519221035777924,0.28134430107627817
0.0005,27,1.0,1.0,0.4444444444444444,1.0,1.0,0.4444444444444444,1.0,0.9629629629629629,1.0,1.0,0.9629629629629629,0.0687534432349859,0.13455511656306485
0.001,27,1.0,1.0,0.37037037037037035,1.0,1.0,0.37037037037037035,1.0,0.9629629629629629,1.0,1.0,0.9629629629629629,0.03214035594850666,0.06073747372484533
