injected_period_days,injected_epoch_days,epoch_phase_fraction,injected_duration_hours,injected_depth,kalman_converged,kalman_log_likelihood,kalman_process_variance,kalman_measurement_variance,observed_depth_before_kalman,kalman_residual_depth,depth_retention_fraction,local_snr_before_kalman,local_snr_after_kalman,snr_retention_fraction,kalman_bls_recovered_period_days,kalman_bls_recovered_power,kalman_bls_period_error_fraction,kalman_bls_exact_period_error_fraction,kalman_bls_period_matched,kalman_bls_exact_period_matched,kalman_bls_exact_period_rank_top5,kalman_bls_fap_1_percent_threshold,kalman_bls_passes_fap_1_percent,kalman_bls_recovered_at_fap_1_percent,kalman_bls_exact_recovered_at_fap_1_percent,kalman_tcf_recovered_period_days,kalman_tcf_recovered_score,kalman_tcf_recovered_raw_pooled_score,kalman_tcf_valid_transit_events,kalman_tcf_positive_event_fraction,kalman_tcf_period_error_fraction,kalman_tcf_exact_period_error_fraction,kalman_tcf_period_matched,kalman_tcf_exact_period_matched,kalman_tcf_exact_period_rank_top10,kalman_tcf_half_period_rank_top10,kalman_tcf_double_period_rank_top10,kalman_tcf_top_periods_json,kalman_tcf_top_scores_json,kalman_tcf_fap_1_percent_threshold,kalman_tcf_passes_fap_1_percent,kalman_tcf_recovered_at_fap_1_percent,kalman_tcf_exact_recovered_at_fap_1_percent
2.0,444.4112269027813,0.45,4.0,0.0002,True,35742.76394015755,2.4822045281463967e-09,2.8232557946992868e-09,0.0001958079000802469,2.9481907077340958e-05,0.15056546270737056,30.585477700898355,8.84172021987404,0.28908229932973517,2.5135135135135136,0.0009925301646190165,0.2567567567567568,0.2567567567567568,False,False,,0.0006978626377645,True,False,False,1.9996999699969997,19.363522258194887,19.0630684371814,44,0.9772727272727273,0.0001500150015001367,0.0001500150015001367,True,True,1.0,10.0,2.0,"[1.9996999699969997, 4.000500050005, 2.512151215121512, 5.999899989999, 8.000700070007, 4.186718671867187, 5.024002400240024, 5.8612861286128615, 11.998099809980998, 1.0]","[19.363522258194887, 18.533990392571397, 18.078962621313906, 16.566134141888213, 14.701147794723932, 14.258021854334192, 13.913290393594904, 12.86565118279172, 12.391685815865594, 12.22379825972544]",14.086207860158858,True,True,True
2.0,445.01122690278135,0.75,4.0,0.0002,True,35727.259539170285,2.5909470372780183e-09,2.766237445686059e-09,0.00020181279996525064,2.660961354009304e-05,0.1318529525613581,31.740921469347573,8.059064622617026,0.25390140706531533,2.5135135135135136,0.0009974334352240437,0.2567567567567568,0.2567567567567568,False,False,,0.0006978626377645,True,False,False,1.9996999699969997,25.426561587722244,24.330764451702105,44,1.0,0.0001500150015001367,0.0001500150015001367,True,True,1.0,9.0,2.0,"[1.9996999699969997, 4.000500050005, 2.512151215121512, 6.001300130013001, 7.999299929992999, 4.186718671867187, 11.999499949994998, 5.024002400240024, 1.0, 10.001500150015001]","[25.426561587722244, 18.598734890726323, 18.321816748332015, 15.019833399517209, 14.75336839291768, 14.412240346037205, 14.115135372494164, 13.915130844568138, 13.02226030562898, 12.896262433701342]",14.086207860158858,True,True,True
2.0,443.81122690278136,0.15,4.0,0.0005,True,34580.16668853167,7.215070722699062e-09,2.520000999150811e-09,0.0004987537000238902,2.565974599348646e-05,0.05144773059780281,77.5965139226241,7.380571775437528,0.09511473392731427,1.0,0.001795961211970248,0.0,0.5,True,False,,0.0006978626377645,True,True,False,1.9996999699969997,66.98091925719797,56.795155660305895,46,0.9565217391304348,0.0001500150015001367,0.0001500150015001367,True,True,1.0,,2.0,"[1.9996999699969997, 3.999099909990999, 5.999899989999, 7.999299929992999, 10.000100010001, 11.999499949994998, 13.994699469946994, 13.002000200020001, 10.999799979998, 6.999599959995999]","[66.98091925719797, 45.50903555364991, 38.03922770325465, 34.998317888250526, 31.003539839300267, 28.70756496348317, 27.927385866737122, 23.739541803130596, 23.223492322779563, 22.483256346942255]",14.086207860158858,True,True,True
2.0,444.4112269027813,0.45,4.0,0.0005,True,34597.84058988048,7.075617838684761e-09,2.553528506141521e-09,0.0004958079000802469,3.138229725452169e-05,0.06329527474137149,77.44591237441819,9.10659261512465,0.11758648501806179,1.0,0.0017378708495558457,0.0,0.5,True,False,,0.0006978626377645,True,True,False,4.000500050005,46.24660693257592,40.348066153982025,23,0.9565217391304348,0.00012501250124996588,1.0002500250025,True,False,2.0,4.0,1.0,"[4.000500050005, 1.9996999699969997, 5.999899989999, 1.0, 8.000700070007, 10.001500150015001, 9.001800180018002, 12.003700370037004, 14.003100310031003, 5.0002000200020005]","[46.24660693257592, 41.95505230654686, 40.70508416610623, 35.887812299550724, 35.83038264114486, 30.46472597199972, 28.929252440021763, 28.812305196742372, 26.98040200585446, 22.358549666049534]",14.086207860158858,True,True,False
2.0,445.01122690278135,0.75,4.0,0.0005,True,34586.877690199,7.288362686673295e-09,2.451836611314515e-09,0.0005018127999652506,2.8775898330703304e-05,0.0573438906554316,78.92463054252764,8.335771367577712,0.10561685636382012,1.0,0.0018600869240946102,0.0,0.5,True,False,5.0,0.0006978626377645,True,True,False,1.9996999699969997,65.99456488986128,57.26321326435339,44,1.0,0.0001500150015001367,0.0001500150015001367,True,True,1.0,,2.0,"[1.9996999699969997, 4.000500050005, 6.001300130013001, 7.999299929992999, 10.000100010001, 12.002300230023002, 14.001700170017001, 15.0, 10.999799979998, 9.001800180018002]","[65.99456488986128, 47.790769068865394, 38.850336263825575, 35.341807053127205, 31.862232567269164, 31.35245888035704, 27.703196906653773, 24.444685677151938, 23.408982589789606, 22.433029807730705]",14.086207860158858,True,True,True
2.0,443.81122690278136,0.15,4.0,0.001,True,32683.24327748923,2.2850614536500762e-08,2.2954728262743017e-09,0.0009987537000238902,2.421881570861012e-05,0.024249037283196852,155.3869282282295,6.667527570220375,0.042909192209702685,1.0,0.0031418484973669016,0.0,0.5,True,False,,0.0006978626377645,True,True,False,1.9996999699969997,131.46303980518618,108.13093293734478,46,0.9565217391304348,0.0001500150015001367,0.0001500150015001367,True,True,1.0,,2.0,"[1.9996999699969997, 3.999099909990999, 5.999899989999, 7.999299929992999, 10.000100010001, 11.999499949994998, 13.997499749974997, 13.002000200020001, 10.999799979998, 14.998599859985998]","[131.46303980518618, 92.67176904328323, 74.94899345641417, 67.8776731554222, 61.422067704697355, 55.565567968083705, 53.28876874481536, 49.03347372600173, 48.765178431717914, 43.504154151730894]",14.086207860158858,True,True,True
2.0,444.4112269027813,0.45,4.0,0.001,True,32692.401573947995,2.234280859344455e-08,2.514916860809338e-09,0.000995807900080247,2.4770847181825934e-05,0.024875126196357532,155.54663683028457,6.925159355654893,0.044521434193468726,1.0,0.0030740118597604718,0.0,0.5,True,False,,0.0006978626377645,True,True,False,4.000500050005,93.26475677505077,77.91267020279253,23,0.9565217391304348,0.00012501250124996588,1.0002500250025,True,False,4.0,2.0,1.0,"[4.000500050005, 1.0, 5.999899989999, 1.9996999699969997, 8.000700070007, 10.001500150015001, 9.001800180018002, 12.003700370037004, 14.003100310031003, 13.000600060006]","[93.26475677505077, 81.4229710788176, 79.75010604254103, 74.43770123459372, 68.21106883882203, 59.76721972157908, 58.16255666147748, 56.603477709624855, 52.78974049744544, 33.17303069183719]",14.086207860158858,True,True,False
2.0,445.01122690278135,0.75,4.0,0.001,True,32694.43227282621,2.2773616425993505e-08,2.263590232971353e-09,0.0010018127999652507,2.6653772927504122e-05,0.026605542401163817,157.56414566449442,7.4250544079373215,0.04712401020310604,1.0,0.0032175258581406455,0.0,0.5,True,False,5.0,0.0006978626377645,True,True,False,1.9996999699969997,129.1639357716927,107.08290841926681,44,1.0,0.0001500150015001367,0.0001500150015001367,True,True,1.0,,2.0,"[1.9996999699969997, 4.000500050005, 6.001300130013001, 8.000700070007, 6.998199819981998, 10.000100010001, 12.002300230023002, 14.007300730073007, 15.0, 10.998399839983998]","[129.1639357716927, 93.42726783928352, 76.46658494610624, 68.20157722667874, 65.70073047772286, 62.34438839292101, 58.26150636143331, 52.37910732085463, 49.817212752966654, 43.60541350133515]",14.086207860158858,True,True,True
2.0,443.81122690278136,0.15,8.0,0.0002,True,35776.2374091221,2.4771854875721175e-09,2.7545668163711684e-09,0.00020311574994027454,1.5209135272750534e-05,0.07487915278466946,44.84411369646104,6.416404959438706,0.14308243447222083,2.5135135135135136,0.0009868051641623583,0.2567567567567568,0.2567567567567568,False,False,,0.0006978626377645,True,False,False,1.9996999699969997,18.81458063196466,16.632151637198454,46,0.9130434782608695,0.0001500150015001367,0.0001500150015001367,True,True,1.0,10.0,7.0,"[1.9996999699969997, 2.512151215121512, 4.186718671867187, 5.026802680268027, 5.8612861286128615, 5.998499849984999, 3.999099909990999, 6.6999699969997, 7.5386538653865385, 1.0]","[18.81458063196466, 18.323891386033143, 14.17869449274592, 13.890444168894948, 13.558782050677102, 12.49217563944783, 11.922969027604804, 11.805554451376686, 11.532083394610224, 11.291522970060889]",14.086207860158858,True,True,True
2.0,444.4112269027813,0.45,8.0,0.0002,True,35727.401957175134,2.5130500799759767e-09,2.8308977008586915e-09,0.0001994335000108592,1.5456611432330462e-05,0.07750258322442742,43.7919397183175,6.4133032674407175,0.14644939933451112,3.998998998998999,0.0009710835608215864,0.00025025025025027237,0.9994994994994995,True,False,,0.0006978626377645,True,True,False,2.512151215121512,18.173428194781863,16.797286509159026,37,1.0,0.256075607560756,0.256075607560756,False,False,3.0,7.0,5.0,"[2.512151215121512, 3.3494349434943493, 1.9996999699969997, 4.186718671867187, 4.000500050005, 5.024002400240024, 1.0, 5.8612861286128615, 6.0027002700270025, 6.698569856985698]","[18.173428194781863, 16.652383623544246, 15.300705871798465, 14.093450999574316, 13.800173061317615, 13.729471028586717, 13.045282679900616, 12.78911439974172, 12.581918580780956, 11.841861023729994]",14.086207860158858,True,False,False
2.0,445.01122690278135,0.75,8.0,0.0002,True,35738.315024288386,2.5921761285200804e-09,2.7409264635855e-09,0.00020271919994787596,1.732884205900749e-05,0.08548199708494883,45.183349960044204,7.323145088164281,0.16207618723800168,2.5135135135135136,0.0009636493486736975,0.2567567567567568,0.2567567567567568,False,False,5.0,0.0006978626377645,True,False,False,1.9996999699969997,19.017501230340958,18.717714742700007,44,0.9772727272727273,0.0001500150015001367,0.0001500150015001367,True,True,1.0,,5.0,"[1.9996999699969997, 2.512151215121512, 4.186718671867187, 5.024002400240024, 3.999099909990999, 5.8612861286128615, 6.7013701370137015, 8.373137313731373, 6.0027002700270025, 7.999299929992999]","[19.017501230340958, 18.478195284599398, 15.082512351396035, 13.8020582981773, 13.48906279014731, 13.474538537290798, 11.911857749577742, 11.805352868797737, 11.71206007700544, 11.341727336253802]",14.086207860158858,True,True,True
2.0,443.81122690278136,0.15,8.0,0.0005,True,34644.42442505742,7.012589281937932e-09,2.4474991758352074e-09,0.0005031157499402745,1.470159469998047e-05,0.02922109813045152,111.07843630755441,5.948864310076149,0.05355552803790747,1.0,0.00180651624062414,0.0,0.5,True,False,4.0,0.0006978626377645,True,True,False,1.9996999699969997,40.07156760346647,36.32592572039792,46,0.9565217391304348,0.0001500150015001367,0.0001500150015001367,True,True,1.0,,2.0,"[1.9996999699969997, 3.999099909990999, 5.999899989999, 7.999299929992999, 10.000100010001, 11.999499949994998, 6.999599959995999, 13.997499749974997, 2.512151215121512, 9.003200320032002]","[40.07156760346647, 27.007960316117117, 23.91011799162313, 21.68128693850018, 20.92817351016543, 19.297735935812682, 18.39702607409885, 17.868451967300388, 17.120921453022717, 17.048456834981877]",14.086207860158858,True,True,True
2.0,444.4112269027813,0.45,8.0,0.0005,True,34586.64321890812,7.204851200562102e-09,2.505427596315606e-09,0.0004994335000108592,1.5905818148010526e-05,0.031847719761819514,109.66643881089675,6.427946773495812,0.05861361819708432,3.998998998998999,0.00184609273745865,0.00025025025025027237,0.9994994994994995,True,False,4.0,0.0006978626377645,True,True,False,1.9996999699969997,36.012632685504244,30.107073283207015,46,0.9782608695652174,0.0001500150015001367,0.0001500150015001367,True,True,1.0,3.0,2.0,"[1.9996999699969997, 4.000500050005, 1.0, 5.999899989999, 8.000700070007, 9.998699869986998, 8.998999899989998, 12.003700370037004, 14.000300030003, 2.512151215121512]","[36.012632685504244, 29.824408921039684, 27.172397953151453, 24.0853830040048, 21.48104865388442, 20.04643241067307, 18.87516971088384, 18.432808174786203, 18.347740877727173, 17.347419764026224]",14.086207860158858,True,True,True
2.0,445.01122690278135,0.75,8.0,0.0005,True,34599.37833286825,7.260207660272117e-09,2.4298514706845734e-09,0.000502719199947876,1.5809538998114842e-05,0.031448050919388085,112.04926592408995,6.4296096474169735,0.05738198813165669,1.0,0.0018344142843679024,0.0,0.5,True,False,3.0,0.0006978626377645,True,True,False,1.9996999699969997,40.015199671496,37.712752980953134,44,0.9772727272727273,0.0001500150015001367,0.0001500150015001367,True,True,1.0,,2.0,"[1.9996999699969997, 3.999099909990999, 5.998499849984999, 7.999299929992999, 10.000100010001, 11.999499949994998, 7.001000100010001, 11.001200120012001, 14.003100310031003, 2.512151215121512]","[40.015199671496, 28.81568137535498, 24.62700887774121, 23.094046723464636, 19.006805788476193, 18.276021452407768, 17.844471895124038, 17.718184269592662, 17.512013942110105, 17.349693966359883]",14.086207860158858,True,True,True
2.0,443.81122690278136,0.15,8.0,0.001,True,32724.699837185995,2.2248353750923168e-08,2.352969669151769e-09,0.0010031157499402745,1.2308801043021067e-05,0.012270569018335054,221.46897399271,4.782578439260771,0.02159480108224187,1.0,0.003156659123907732,0.0,0.5,True,False,4.0,0.0006978626377645,True,True,False,1.9996999699969997,71.62627578789277,63.725269550634664,46,0.9565217391304348,0.0001500150015001367,0.0001500150015001367,True,True,1.0,,2.0,"[1.9996999699969997, 3.999099909990999, 5.999899989999, 7.999299929992999, 10.000100010001, 9.003200320032002, 11.999499949994998, 13.987698769876987, 11.004000400040004, 13.002000200020001]","[71.62627578789277, 50.29689702264974, 43.11726451518403, 37.69501556521414, 34.673387976731235, 32.8199853568254, 32.57406861602991, 30.016654930198296, 29.642004735721255, 26.506545445444253]",14.086207860158858,True,True,True
2.0,444.4112269027813,0.45,8.0,0.001,True,32699.212832507146,2.2640312992345585e-08,2.3040244318486264e-09,0.0009994335000108592,1.1565695914487768e-05,0.011572251594890608,219.4572706318622,4.490265142350409,0.02046077183691395,1.0,0.0031842724572808965,0.0,0.5,True,False,4.0,0.0006978626377645,True,True,False,1.9996999699969997,68.0145104942808,45.31822531016341,46,0.9130434782608695,0.0001500150015001367,0.0001500150015001367,True,True,1.0,10.0,2.0,"[1.9996999699969997, 4.000500050005, 6.0027002700270025, 8.000700070007, 8.998999899989998, 9.998699869986998, 12.003700370037004, 13.996099609960996, 10.999799979998, 1.0]","[68.0145104942808, 51.924976142764606, 42.973839285577924, 37.14474129472733, 34.49309128613564, 33.62244262180372, 30.907725812379944, 29.275731621028452, 29.20772471860345, 28.061541753168612]",14.086207860158858,True,True,True
2.0,445.01122690278135,0.75,8.0,0.001,True,32697.219670540755,2.275240554178928e-08,2.2554434578390902e-09,0.001002719199947876,1.242894137520138e-05,0.012395236249437998,223.49245919749956,4.847968232379669,0.021691864905811143,1.0,0.0031878957092839953,0.0,0.5,True,False,4.0,0.0006978626377645,True,True,False,1.9996999699969997,70.02956834747651,64.04046355410566,44,0.9772727272727273,0.0001500150015001367,0.0001500150015001367,True,True,1.0,,2.0,"[1.9996999699969997, 3.999099909990999, 5.998499849984999, 7.999299929992999, 6.998199819981998, 10.000100010001, 11.001200120012001, 9.000400040004001, 11.999499949994998, 14.003100310031003]","[70.02956834747651, 50.53351949986586, 43.293606846149814, 38.507702276865054, 35.24909136287586, 33.419457406908975, 32.027213791984686, 31.845589283178516, 31.46771537086138, 29.30504512029999]",14.086207860158858,True,True,True
5.0,444.26122690278135,0.15,2.0,0.0002,True,35937.47577785432,1.6691750898882207e-09,3.140379603260805e-09,0.00020215269995873514,0.00010202550419347569,0.5046952339211985,13.759014721508287,13.628615971725747,0.9905226680527713,2.5135135135135136,0.0010212563317492003,0.005405405405405439,0.49729729729729727,True,False,5.0,0.0006978626377645,True,True,False,2.512151215121512,19.497821004109664,18.121277927987258,37,1.0,0.004860486048604784,0.4975697569756976,True,False,4.0,1.0,10.0,"[2.512151215121512, 3.3494349434943493, 4.186718671867187, 5.024002400240024, 5.8612861286128615, 6.698569856985698, 8.373137313731373, 7.541454145414542, 11.723672367236723, 10.047704770477047]","[19.497821004109664, 17.366888400513226, 14.553581254619816, 14.405858422378083, 14.00875778988425, 12.502378796258732, 12.092902542184861, 11.680168371526793, 10.93844191602604, 10.91922959994765]",14.086207860158858,True,True,False
5.0,445.76122690278135,0.45,2.0,0.0002,True,35956.78344805711,1.7223554224634484e-09,3.0475528123599895e-09,0.00018300500032544226,6.777971359818113e-05,0.3703708285437382,12.506683900160526,9.043557744330995,0.7230979703752582,2.5135135135135136,0.0010427278222017058,0.005405405405405439,0.49729729729729727,True,False,4.0,0.0006978626377645,True,True,False,2.512151215121512,19.396099513187966,18.061864392994366,37,1.0,0.004860486048604784,0.4975697569756976,True,False,4.0,1.0,10.0,"[2.512151215121512, 3.3494349434943493, 4.186718671867187, 5.024002400240024, 5.8612861286128615, 6.698569856985698, 8.373137313731373, 7.541454145414542, 9.21182118211821, 10.047704770477047]","[19.396099513187966, 17.343530280936413, 14.540338759058416, 14.375139861108126, 12.800199809611478, 12.463665487069074, 12.089129742774492, 11.684419535926626, 10.900059546748626, 10.859595076412578]",14.086207860158858,True,True,False
