target_id,quarter,sample_stratum,raw_top1_mes,raw_top1_period_days,raw_top1_epoch_days,raw_top1_duration_hours,event_consistency_score,robust_veto_score,hardened_period_days,hardened_epoch_days,hardened_duration_hours,selected_raw_mes,consistency_weight,valid_event_count,event_observability_fraction,positive_event_fraction,single_event_fraction,leave_one_out_ratio_normalized,event_consistent_flag,transit_consistency_veto_pass,diagnostic_consistency_veto_pass,event_depth_chi2_pvalue,event_depth_reduced_chi2,odd_even_tested,odd_even_depth_pvalue,odd_even_depth_z,odd_even_depth_difference_fraction,robust_event_snr,fails_min_events,fails_observability,fails_positive_events,fails_single_event_dominance,fails_leave_one_out,fails_depth_chi2,fails_odd_even,fails_robust_sign,veto_reason,diagnostic_veto_reason,any_candidate_survives_veto,selection_status,ranking_changed,raw_score_threshold,hardened_score_threshold,hardened_score_name,raw_empirical_p_value,hardened_empirical_p_value,raw_passes_fap,hardened_passes_fap
11245408,5,long_memory,413.14639923413705,2.94253187533468,445.6971814974859,9.808439584448934,346.40670618370007,394.38461375256657,14.917001868016087,448.4354107925683,9.808439584448934,394.38461375256657,0.8783474154522484,7,1.0,0.8571428571428571,0.28326867484991136,0.8304412718289301,True,True,False,0.004458973487841769,3.1384816888842644,True,0.01324300576052107,-2.477166633754166,0.7544123114615712,5.9558801285202705,False,False,False,False,False,True,False,False,pass,fails_depth_chi2,True,raw_failed_event_penalty_rank,True,1324.993445080567,1299.3104276058086,robust_veto_score,0.6633663366336634,0.6336633663366337,False,False
