target_id,quarter,config_path,success,bls_baseline_return_code,bls_baseline_success,bls_baseline_injected_period_days,bls_baseline_recovered_period_days,bls_baseline_period_error_fraction,bls_baseline_period_matched,bls_baseline_injected_beats_null,bls_baseline_injected_power,bls_baseline_null_power,bls_baseline_empirical_fap,bls_baseline_fap_1_percent_threshold,bls_baseline_fap_0_1_percent_threshold,bls_baseline_passes_fap_1_percent,bls_baseline_passes_fap_0_1_percent,bls_baseline_n_null_trials,bls_baseline_null_block_size_cadences
11904151,5,/Users/shreshthachakraborty/PycharmProjects/PythonProject/trident/configs/phase2.yaml,True,0,True,5.0,4.993993993993994,0.0012012012012011298,True,True,,,0.000999000999000999,59.886436655977455,74.3910856153261,True,True,1000,24
