run_id,config_hash,star_id,treatment,detector,score_name,score_definition,fap_level,fap_threshold,null_trial_count,error,diagnostics
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,arima,bls,bls_power,bls_power,0.01,0.001248383275775726,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,arima,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,9.99353557670581,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,arima,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,98.0116424241102,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,arima,tps_like,tps_like_mes,tps_like_mes,0.01,120.19696831004917,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,arima,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,113.67504592455927,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,gp,bls,bls_power,bls_power,0.01,0.0020517063944802995,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,gp,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,9.938959473661344,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,gp,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,73.42666330442128,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,gp,tps_like,tps_like_mes,tps_like_mes,0.01,98.63846801519716,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,gp,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,87.24205227582338,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,kalman,bls,bls_power,bls_power,0.01,0.0008618391473004945,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,kalman,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,8.149999833624836,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,kalman,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,126.10854342949675,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,kalman,tps_like,tps_like_mes,tps_like_mes,0.01,153.4891179155291,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,kalman,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,153.4891179155291,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,raw,bls,bls_power,bls_power,0.01,0.0008883696226858619,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,raw,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,8.390140985081366,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,raw,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,49.90320075992276,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,raw,tps_like,tps_like_mes,tps_like_mes,0.01,62.058373787737715,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_12645975_q5,raw,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,62.058373787737715,100,,
