trial,trial_seed,success,bls_max_power,bls_best_period,bls_best_duration,bls_best_epoch,tcf_max_score,tcf_best_raw_pooled_score,tcf_best_period,tcf_best_duration,tcf_best_epoch,tcf_valid_transit_events,tcf_positive_event_fraction,error
57,7089533376525680353,True,0.0007952672799043,13.192192192192191,0.1625,453.22997690278135,8.053691338636344,6.452345920298064,5.5168516851685165,0.1636904761904762,449.01797629795897,16,0.75,
58,9784556000975385946,True,0.0016330695897343,7.1941941941941945,0.2125,450.57372690278135,9.36521136955221,9.676176705823988,14.645764576457646,0.3154761904761904,450.8080092371714,6,1.0,
59,2258503542347442412,True,0.0006604178042732,13.514514514514516,0.0625,448.8487269027813,7.933588790229517,5.66541308313597,13.32963296329633,0.3660714285714285,448.6928749783032,6,0.8333333333333334,
60,9756491276672904727,True,0.0009906228089936,11.79079079079079,0.1125,454.33622690278133,8.37179532970906,8.319894781877743,5.899089908990899,0.3154761904761904,448.5576571544323,16,0.8125,
61,16986779296799758543,True,0.0009976282192341,10.78178178178178,0.1125,453.65497690278136,9.248856211565595,10.573001656218224,14.642964296429644,0.2648809523809524,454.6820525982469,6,0.6666666666666666,
62,560145743095768341,True,0.0009596835273268,13.31831831831832,0.2125,446.92372690278137,9.588374141794908,6.03249946297256,9.092809280928092,0.3660714285714285,449.9774959965848,9,0.6666666666666666,
63,7707745130420097610,True,0.0008219426140105,12.30930930930931,0.0625,455.20497690278137,8.217873119042606,5.063604017951236,10.028102810281029,0.3660714285714285,452.75223328175065,9,0.7777777777777778,
64,8258576059954637546,True,0.0011396789846999,10.123123123123124,0.2125,452.17372690278137,13.914929460950196,9.4696635679284,14.551955195519552,0.3154761904761904,445.9682556714688,3,0.6666666666666666,
65,4816009779697088731,True,0.0007732239294538,13.12212212212212,0.0625,447.95497690278137,8.297826110907318,7.671425980852989,12.164716471647164,0.2142857142857142,453.76926342071886,7,0.7142857142857143,
66,17128363077708656523,True,0.0013411040568894,12.7997997997998,0.2625,445.64872690278133,10.45712409055733,10.739782717090256,11.6984698469847,0.1636904761904762,449.65705170316846,8,1.0,
67,11838686175724677370,True,0.0009216773417108,9.086086086086086,0.1125,449.96747690278136,8.793410855142564,7.789165711508759,13.213421342134213,0.0625,456.0104733933114,7,0.7142857142857143,
68,2280889229960175214,True,0.0010043057465607,13.332332332332332,0.2125,444.9112269027813,10.147949565114937,8.68811828426512,14.025502550255023,0.3154761904761904,444.2925478373529,7,0.8571428571428571,
69,15497647443497559464,True,0.0011065384083704,9.75875875875876,0.1125,443.6924769027813,8.105585600578488,5.71854771170985,10.263326332633262,0.2648809523809524,444.67613347418694,9,0.7777777777777778,
70,6665822427193663627,True,0.0012974067079562,6.843843843843843,0.2125,445.6924769027813,8.25674117880981,5.621718117121134,14.54075407540754,0.3154761904761904,449.356605461504,7,0.8571428571428571,
71,8931992086758499766,True,0.0012857324698427,10.907907907907909,0.2125,443.90497690278136,14.043538476072666,11.12615526775308,11.855285528552855,0.4166666666666667,445.14015048479473,5,1.0,
72,7065437054142138404,True,0.0010545739026835,10.80980980980981,0.2625,452.63622690278135,7.768743673589998,6.476250890898093,12.8997899789979,0.2648809523809524,448.703410675013,7,1.0,
73,1498969335134864903,True,0.0009117524848324,14.85985985985986,0.2125,445.29247690278135,7.848911007451196,7.623999145535757,8.395539553955395,0.2648809523809524,444.12370431210553,11,0.7272727272727273,
74,11736552175184702013,True,0.0014414229386314,10.585585585585584,0.2125,454.04247690278135,9.867296920474738,8.181056448070228,12.338333833383338,0.2648809523809524,454.2354324329607,6,0.6666666666666666,
75,13649979793317817247,True,0.00101209811189,8.95995995995996,0.2625,448.99247690278133,12.892780022694817,10.125454789299887,14.473547354735471,0.1130952380952381,457.9493289908352,5,1.0,
76,17165321101101609283,True,0.001178465648974,12.84184184184184,0.1625,455.26747690278137,8.90530278429889,6.106586595384172,12.84098409840984,0.4166666666666667,455.4461595680224,7,0.7142857142857143,
77,16398442384268369172,True,0.0009859212559351,14.565565565565564,0.2625,449.21747690278136,8.68588054189733,6.557675605448301,9.948294829482949,0.2142857142857142,445.95734256890944,9,0.8888888888888888,
78,4151295489693768665,True,0.0013276938536346,11.58058058058058,0.2125,449.74247690278133,8.301990946738156,3.0129481730454284,12.457345734573456,0.0625,451.0066734043987,6,0.6666666666666666,
