center_cadenceno,duration_cadences,depth,observed_depth_before_arima,innovation_depth_after_arima,standardized_innovation_depth_after_arima,depth_retention_fraction,local_snr_before_arima,local_snr_after_arima,standardized_snr_after_arima,snr_retention_fraction,event_center_shift_cadences,transit_preservation_failure,quality_policy,mode,order,innovation_transformed_template_statistic,innovation_unchanged_box_statistic,raw_flux_box_statistic,transformed_template_improves_unchanged_box
16518,6,0.001,0.0011011202423351065,0.00015153392201684978,1.9824044772105642,0.13761796050129566,47.35929432772535,4.445932721736003,4.2016545692918115,0.09387666739648272,-2,True,default,full_gap,"(1, 1, 0)",20.903382704701936,9.093625126060255,32.76757107187462,True
