center_cadenceno,duration_cadences,depth,raw_flux_box_statistic,raw_flux_box_numerator,raw_flux_box_denominator,raw_flux_box_n_points,innovation_unchanged_box_statistic,innovation_unchanged_box_numerator,innovation_unchanged_box_denominator,innovation_unchanged_box_n_points,innovation_transformed_template_statistic,innovation_transformed_template_numerator,innovation_transformed_template_denominator,innovation_transformed_template_n_points,transformed_template_minus_raw_flux,transformed_template_minus_unchanged_box,transformed_template_to_raw_flux_ratio,transformed_template_to_unchanged_box_ratio,transformed_template_positive,transformed_template_improves_unchanged_box,quality_policy,mode,order
16518,6,0.001,32.76757107187462,1023.6340277881285,31.239240331326968,49,9.093625126060255,249.17365338241763,27.40091546861139,49,20.903382704701936,398.1187006328382,19.04565908097194,49,-11.864188367172684,11.809757578641682,0.6379289651604336,2.2986853333988457,True,True,default,full_gap,"(1, 1, 0)"
