mode,order,p,d,q,n_total,n_observed,n_train,n_test,n_nan_gaps,converged,AIC,BIC,HQIC,test_RMSE,test_MAE,mean_negative_log_score,train_converged,mean_baseline_RMSE,mean_baseline_MAE,mean_baseline_mean_negative_log_score,median_baseline_RMSE,median_baseline_MAE,median_baseline_mean_negative_log_score,persistence_baseline_RMSE,persistence_baseline_MAE,persistence_baseline_mean_negative_log_score,best_baseline_RMSE,best_baseline_MAE,beats_best_baseline_RMSE,beats_best_baseline_MAE,residual_mean,residual_std,max_abs_residual_acf,outlier_fraction,innovation_skew,innovation_kurtosis,arch_pvalue,residual_acf_lag_1,residual_acf_lag_2,residual_acf_lag_3,residual_acf_lag_4,residual_acf_lag_5,residual_acf_lag_6,residual_acf_lag_7,residual_acf_lag_8,residual_acf_lag_9,residual_acf_lag_10,residual_acf_lag_11,residual_acf_lag_12,residual_acf_lag_13,residual_acf_lag_14,residual_acf_lag_15,residual_acf_lag_16,residual_acf_lag_17,residual_acf_lag_18,residual_acf_lag_19,residual_acf_lag_20,residual_acf_lag_21,residual_acf_lag_22,residual_acf_lag_23,residual_acf_lag_24,max_abs_residual_acf_1_24,mean_abs_residual_acf_1_24,max_abs_residual_acf_transit_lags,transit_relevant_lag_min,transit_relevant_lag_max,ljung_box_p_lag_10,ljung_box_p_lag_20,ljung_box_p_lag_40,minimum_ljung_box_p,rolling_var_median,rolling_var_iqr,rolling_var_max_to_median,coefficient_json,min_boundary_distance,boundary_coefficient_count,boundary_coefficients_json,residual_autocorrelation_remaining,variance_instability,outlier_heavy,non_converged,boundary_coefficients,runtime_seconds,warning_count,failure_reason,quality_policy,segment_rank,segment_id
segment_fit,"(1, 0, 0)",1,0,0,146,146,117,29,0,True,-2349.1716465447216,-2340.2208266795965,-2345.5347234438727,6.877251155071566e-05,5.3459597990983355e-05,-8.137590458382707,False,6.908518712042611e-05,5.3941815363025975e-05,-8.132138228370838,6.756492551822696e-05,5.2989233914448565e-05,-8.147296524474584,6.963722389023618e-05,5.7357143928186636e-05,-8.126550481807628,6.756492551822696e-05,5.2989233914448565e-05,False,False,-2.224823052477736e-07,7.650543487944622e-05,0.19904548508363937,0.013793103448275862,-1.680640814977253,6.567529840272236,3.229239199547008e-10,0.017932145571440593,-0.1097415936633003,0.19904548508363937,-0.07509360905027325,-0.05633535804636738,-0.05368838129115748,-0.06940445952424633,0.11789597953385306,0.08396948678057917,-0.008167128866772308,0.10209536935008252,0.05302664538771112,0.02858531141105399,-0.003692213694627183,-0.0847107179769459,-0.021595284904276497,-0.08631517400203419,-0.09592046361845552,-0.010281850079153547,0.02845218678738478,-0.02372930210268444,0.11826706728766467,-0.09668627864990821,-0.15112363526954783,0.19904548508363937,0.07065646366388166,0.19904548508363937,3,24,0.19254906499080732,0.4562542985058894,0.5197239967370849,0.19254906499080732,6.750102821176188e-09,2.9324691607666896e-09,1.2856823156799113,"[{""name"": ""const"", ""estimate"": -0.00010312486381025089, ""std_error"": 1.115187944001713e-05, ""ci_low"": -0.00012498214587261717, ""ci_high"": -8.126758174788461e-05, ""boundary_distance"": NaN, ""near_boundary"": false}, {""name"": ""ar.L1"", ""estimate"": 0.3088962181544236, ""std_error"": 2.2242211237507455e-10, ""ci_low"": 0.30889621771848425, ""ci_high"": 0.3088962185903629, ""boundary_distance"": 0.6911037818455764, ""near_boundary"": false}, {""name"": ""sigma2"", ""estimate"": 5.771551717496781e-09, ""std_error"": 4.313363467792805e-10, ""ci_low"": 4.926148012586312e-09, ""ci_high"": 6.61695542240725e-09, ""boundary_distance"": NaN, ""near_boundary"": false}]",0.6911037818455764,0,[],True,True,True,False,False,0.05762895895168185,1,,default,1,18
segment_fit,"(2, 0, 0)",2,0,0,146,146,117,29,0,False,-2347.6546419175183,-2335.720215430685,-2342.8054111163865,6.897678885737386e-05,5.3570455216813724e-05,-8.136832952158,False,6.908518712042611e-05,5.3941815363025975e-05,-8.132138228370838,6.756492551822696e-05,5.2989233914448565e-05,-8.147296524474584,6.963722389023618e-05,5.7357143928186636e-05,-8.126550481807628,6.756492551822696e-05,5.2989233914448565e-05,False,False,-3.8573799378993885e-08,7.664258076802391e-05,0.21670115395434375,0.013888888888888888,-1.6860414254341847,6.513362142722457,3.2733130268197446e-11,0.010939375728484642,-0.06702247863714099,0.21670115395434375,-0.08205315349138259,-0.045701205742463114,-0.04469613260191115,-0.06862783382425826,0.1171577355050039,0.08434554172223475,-0.004675861051351646,0.10914844107658277,0.05063962221882729,0.02718813427901938,-0.0015246683194350835,-0.08853148444241485,-0.022799143385264457,-0.08860235606487532,-0.09593372134387206,-0.014110629058866446,0.02613150121276322,-0.03704836800057176,0.11316635380716566,-0.10041062904777302,-0.14715406787064855,0.21670115395434375,0.06934623301611062,0.21670115395434375,3,24,0.20886429207664114,0.4560675037567426,0.5311361184494013,0.20886429207664114,6.753608627778883e-09,2.9895809823414643e-09,1.2786539413357996,"[{""name"": ""const"", ""estimate"": -0.00010328972335674219, ""std_error"": 1.0466468434246809e-05, ""ci_low"": -0.00012380362453319127, ""ci_high"": -8.27758221802931e-05, ""boundary_distance"": NaN, ""near_boundary"": false}, {""name"": ""ar.L1"", ""estimate"": 0.32675151510423806, ""std_error"": 2.2390924537367e-10, ""ci_low"": 0.326751514665384, ""ci_high"": 0.3267515155430921, ""boundary_distance"": 0.673248484895762, ""near_boundary"": false}, {""name"": ""ar.L2"", ""estimate"": -0.058330340858396605, ""std_error"": 9.42300402532858e-11, ""ci_low"": -0.05833034104308409, ""ci_high"": -0.05833034067370912, ""boundary_distance"": 0.9416696591416034, ""near_boundary"": false}, {""name"": ""sigma2"", ""estimate"": 5.712788894560501e-09, ""std_error"": 4.255979160196511e-10, ""ci_low"": 4.878632307266682e-09, ""ci_high"": 6.54694548185432e-09, ""boundary_distance"": NaN, ""near_boundary"": false}]",0.673248484895762,0,[],True,True,True,True,False,0.08131637517362833,2,,default,1,18
segment_fit,"(3, 0, 0)",3,0,0,146,146,117,29,0,False,-2350.8418646055984,-2335.9238314970567,-2344.7803261041836,7.005558310324709e-05,5.476944189160312e-05,-8.123560774847105,True,6.908518712042611e-05,5.3941815363025975e-05,-8.132138228370838,6.756492551822696e-05,5.2989233914448565e-05,-8.147296524474584,6.963722389023618e-05,5.7357143928186636e-05,-8.126550481807628,6.756492551822696e-05,5.2989233914448565e-05,False,False,-1.6647903330088752e-07,7.552559314508911e-05,0.15528019782391686,0.006993006993006993,-1.287130240425238,4.417175670796035,0.6631439126633851,0.03185798938653498,-0.007940919514684468,0.06883779544362466,-0.15528019782391686,-0.06238367613480014,-0.09391384821309949,-0.07454316351508719,0.1100388851374021,0.08545095137343003,0.012871752106739305,0.11499711737176774,0.044257655720868004,0.03625056093384123,0.00158172581572867,-0.09348677179515485,-0.03355361957911349,-0.10777957270919848,-0.08672472837823218,-0.02614250868737335,0.07236774355747223,0.0027066105380244747,0.1325628190001898,-0.10319982923393467,-0.11752582975536831,0.15528019782391686,0.06984401132189945,0.15528019782391686,3,24,0.4198277182647374,0.5484841206378502,0.6575577470112105,0.4198277182647374,6.41875878383029e-09,2.566031996048282e-09,1.2246746552547718,"[{""name"": ""const"", ""estimate"": -0.0001032215765462667, ""std_error"": 1.20731318388474e-05, ""ci_low"": -0.00012688448013101143, ""ci_high"": -7.955867296152196e-05, ""boundary_distance"": NaN, ""near_boundary"": false}, {""name"": ""ar.L1"", ""estimate"": 0.3375579308459187, ""std_error"": 3.327086389232592e-10, ""ci_low"": 0.33755793019382174, ""ci_high"": 0.3375579314980156, ""boundary_distance"": 0.6624420691540813, ""near_boundary"": false}, {""name"": ""ar.L2"", ""estimate"": -0.11941553725666718, ""std_error"": 1.0643004756541398e-10, ""ci_low"": -0.11941553746526623, ""ci_high"": -0.11941553704806812, ""boundary_distance"": 0.8805844627433328, ""near_boundary"": false}, {""name"": ""ar.L3"", ""estimate"": 0.1894231194569022, ""std_error"": 5.481745955860146e-10, ""ci_low"": 0.18942311838249976, ""ci_high"": 0.18942312053130467, ""boundary_distance"": 0.8105768805430977, ""near_boundary"": false}, {""name"": ""sigma2"", ""estimate"": 5.535457969860194e-09, ""std_error"": 4.513076494309782e-10, ""ci_low"": 4.650911231028048e-09, ""ci_high"": 6.420004708692339e-09, ""boundary_distance"": NaN, ""near_boundary"": false}]",0.6624420691540813,0,[],True,False,False,True,False,0.09791208407841623,1,,default,1,18
segment_fit,"(1, 0, 1)",1,0,1,146,146,117,29,0,False,-2349.2035782056523,-2337.269151718819,-2344.3543474045205,6.928320546849842e-05,5.3887658505965096e-05,-8.139701971321449,True,6.908518712042611e-05,5.3941815363025975e-05,-8.132138228370838,6.756492551822696e-05,5.2989233914448565e-05,-8.147296524474584,6.963722389023618e-05,5.7357143928186636e-05,-8.126550481807628,6.756492551822696e-05,5.2989233914448565e-05,False,False,1.6065366936195615e-07,7.596445457894836e-05,0.2040232477819442,0.013793103448275862,-1.6419047227074066,6.2589177669190725,6.297500789952603e-10,0.011299145021929217,-0.03548272534649728,0.2040232477819442,-0.08737349726348873,-0.04071093715150729,-0.04732200781493569,-0.06666973330395315,0.1151267520403405,0.08548785266326685,0.001145960335309943,0.11222031010996737,0.049038770091345295,0.029435131399717842,-0.0008827997325265255,-0.0906541582609466,-0.02451413373171258,-0.09290474129889488,-0.09317071271852077,-0.01979507771340705,0.030763119201667487,-0.039371253599000657,0.11219970430654118,-0.10446631843688628,-0.1406447094340125,0.2040232477819442,0.06811261661493,0.2040232477819442,3,24,0.2784957416050808,0.5091111348949695,0.5813658131071329,0.2784957416050808,6.661336530134442e-09,2.794522674784627e-09,1.2593558775813898,"[{""name"": ""const"", ""estimate"": -0.0001035684370208737, ""std_error"": 1.0138062794703624e-05, ""ci_low"": -0.00012343867497149828, ""ci_high"": -8.36981990702491e-05, ""boundary_distance"": NaN, ""near_boundary"": false}, {""name"": ""ar.L1"", ""estimate"": 0.04306841342118532, ""std_error"": 2.1293436376236734e-10, ""ci_low"": 0.043068413003841635, ""ci_high"": 0.04306841383852901, ""boundary_distance"": 0.9569315865788147, ""near_boundary"": false}, {""name"": ""ma.L1"", ""estimate"": 0.2945623737573035, ""std_error"": 2.0442964921420078e-10, ""ci_low"": 0.2945623733566287, ""ci_high"": 0.29456237415797826, ""boundary_distance"": 0.7054376262426965, ""near_boundary"": false}, {""name"": ""sigma2"", ""estimate"": 5.597161610809669e-09, ""std_error"": 4.197059439429173e-10, ""ci_low"": 4.774553076584164e-09, ""ci_high"": 6.4197701450351736e-09, ""boundary_distance"": NaN, ""near_boundary"": false}]",0.7054376262426965,0,[],True,True,True,True,False,0.06642312509939075,1,,default,1,18
segment_fit,"(2, 0, 1)",2,0,1,146,146,117,29,0,False,-2329.8034757703813,-2314.8854426618395,-2323.7419372689665,6.908518712042612e-05,5.3941815363025975e-05,-8.146347641252845,False,6.908518712042611e-05,5.3941815363025975e-05,-8.132138228370838,6.756492551822696e-05,5.2989233914448565e-05,-8.147296524474584,6.963722389023618e-05,5.7357143928186636e-05,-8.126550481807628,6.756492551822696e-05,5.2989233914448565e-05,False,False,-1.0463435279939158e-07,8.068779543352183e-05,0.3065337721789317,0.013888888888888888,-1.3606233662781784,3.9848630132057323,1.5979461944615598e-08,0.3065337721789317,0.041374279927610155,0.16541831020460904,-0.038180539461382446,-0.07862919503554691,-0.07555210353057254,-0.04164300733617751,0.12190245109421846,0.12115945010385626,0.06283023509939169,0.12791801879443465,0.09228061573775172,0.03998143945150374,-0.020208171016315623,-0.09640624615142682,-0.07938637241643813,-0.12905201015988607,-0.12596465677665394,-0.04130652320749765,0.01271774920219382,0.0006166942469479104,0.06337651724601831,-0.1153638680924873,-0.18202932700733743,0.3065337721789317,0.09082631472829956,0.18202932700733743,3,24,0.004255052265517436,0.00843003839410948,0.01639605190558521,0.004255052265517436,6.987979596254818e-09,1.7826841726814805e-09,1.1197986654875356,"[{""name"": ""const"", ""estimate"": -0.00010304556616174708, ""std_error"": 7.129734623298218e-06, ""ci_low"": -0.00011701958924273983, ""ci_high"": -8.907154308075433e-05, ""boundary_distance"": NaN, ""near_boundary"": false}, {""name"": ""ar.L1"", ""estimate"": -0.0, ""std_error"": 6.218933383450953e-11, ""ci_low"": -1.218888545381769e-10, ""ci_high"": 1.218888545381769e-10, ""boundary_distance"": 1.0, ""near_boundary"": false}, {""name"": ""ar.L2"", ""estimate"": 0.0, ""std_error"": 7.54175125198038e-11, ""ci_low"": -1.4781560834241406e-10, ""ci_high"": 1.4781560834241406e-10, ""boundary_distance"": 1.0, ""near_boundary"": false}, {""name"": ""ma.L1"", ""estimate"": 0.0, ""std_error"": 6.21893253666607e-11, ""ci_low"": -1.2188883794149816e-10, ""ci_high"": 1.2188883794149816e-10, ""boundary_distance"": 1.0, ""near_boundary"": false}, {""name"": ""sigma2"", ""estimate"": 5.7041838441024976e-09, ""std_error"": 4.475536815758107e-10, ""ci_low"": 4.8269947470656016e-09, ""ci_high"": 6.5813729411393936e-09, ""boundary_distance"": NaN, ""near_boundary"": false}]",1.0,0,[],True,True,True,True,False,0.044765207916498184,6,,default,1,18
segment_fit,"(3, 0, 1)",3,0,1,146,146,117,29,0,False,-2350.360650852682,-2332.459011122432,-2343.086804650984,6.969501017282159e-05,5.45688391095775e-05,-8.130199620397306,False,6.908518712042611e-05,5.3941815363025975e-05,-8.132138228370838,6.756492551822696e-05,5.2989233914448565e-05,-8.147296524474584,6.963722389023618e-05,5.7357143928186636e-05,-8.126550481807628,6.756492551822696e-05,5.2989233914448565e-05,False,False,1.6707926352581668e-09,7.51275054551405e-05,0.1430411882686765,0.006993006993006993,-1.3120871814136756,4.472834064475849,0.6960682938367186,0.03329358520978259,-0.009413245010857465,0.058062503847581486,-0.11903642276379676,-0.05414816280677596,-0.09862548158866213,-0.06397947905592281,0.11042245368180688,0.08525841593364482,0.0104872700165104,0.10957613047048252,0.046331947946187974,0.0364503730404742,-0.0012356153674635266,-0.09059145575010451,-0.03055849830926678,-0.10853760236406274,-0.08191655491217881,-0.034430033076981524,0.06951458015078109,-0.00028194579317753355,0.1302931467718966,-0.11046322983864408,-0.11612671065010265,0.1302931467718966,0.06704311851488108,0.1302931467718966,3,24,0.5957164589627367,0.6963340018041105,0.7581774128370489,0.5957164589627367,6.352842578903341e-09,2.496459248876048e-09,1.2147355712564754,"[{""name"": ""const"", ""estimate"": -0.00010345468252732455, ""std_error"": 1.1456885784110525e-05, ""ci_low"": -0.00012590976603917012, ""ci_high"": -8.099959901547899e-05, ""boundary_distance"": NaN, ""near_boundary"": false}, {""name"": ""ar.L1"", ""estimate"": 0.15386351721904207, ""std_error"": 2.57487845640272e-10, ""ci_low"": 0.15386351671437518, ""ci_high"": 0.15386351772370896, ""boundary_distance"": 0.8461364827809579, ""near_boundary"": false}, {""name"": ""ar.L2"", ""estimate"": -0.05939310929777346, ""std_error"": 3.4676480945278604e-11, ""ci_low"": -0.05939310936573811, ""ci_high"": -0.0593931092298088, ""boundary_distance"": 0.9406068907022266, ""near_boundary"": false}, {""name"": ""ar.L3"", ""estimate"": 0.1787081617178656, ""std_error"": 4.1186594708290135e-10, ""ci_low"": 0.1787081609106232, ""ci_high"": 0.17870816252510802, ""boundary_distance"": 0.8212918382821344, ""near_boundary"": false}, {""name"": ""ma.L1"", ""estimate"": 0.1836944136742015, ""std_error"": 2.2316868272351373e-10, ""ci_low"": 0.18369441323679891, ""ci_high"": 0.1836944141116041, ""boundary_distance"": 0.8163055863257985, ""near_boundary"": false}, {""name"": ""sigma2"", ""estimate"": 5.391323664543585e-09, ""std_error"": 4.3476739094571543e-10, ""ci_low"": 4.539195236637538e-09, ""ci_high"": 6.243452092449633e-09, ""boundary_distance"": NaN, ""near_boundary"": false}]",0.8163055863257985,0,[],True,False,False,True,False,0.13449300010688603,2,,default,1,18
segment_fit,"(1, 1, 0)",1,1,0,146,146,117,29,0,False,-2287.4271118238894,-2281.4736443390484,-2285.0080166205275,6.673665648947013e-05,5.34703733535925e-05,-7.324819715500761,False,6.908518712042611e-05,5.3941815363025975e-05,-8.132138228370838,6.756492551822696e-05,5.2989233914448565e-05,-8.147296524474584,6.963722389023618e-05,5.7357143928186636e-05,-8.126550481807628,6.756492551822696e-05,5.2989233914448565e-05,True,False,-7.15924896420545e-07,9.015940166574319e-05,0.3624989378374353,0.013888888888888888,-1.0269195115513876,5.242481069127994,2.4387173153873507e-09,-0.12762439880643794,-0.3624989378374353,0.1529477500091047,-0.06682006580415903,-0.07893622396442032,-0.07046326819381608,-0.08699488296858314,0.12067851295358296,0.06113071175562618,-0.07103906481014212,0.059015394175550594,0.037266658870317534,0.020754062936371862,0.002757552862447456,-0.060490127983082995,0.018314881919272104,-0.0503466207877683,-0.08158161561091956,0.022556866844816927,0.04220799278366506,0.006710080278351449,0.16969936174262007,-0.06921796415297471,-0.14819824279766702,0.3624989378374353,0.08284380170204723,0.16969936174262007,3,24,0.0003311660652237353,0.015780077811276595,0.027812708391519336,0.0003311660652237353,9.504689097236538e-09,5.278009901936653e-09,1.4316464605144519,"[{""name"": ""ar.L1"", ""estimate"": -0.3078372152404594, ""std_error"": 4.200800371675915e-19, ""ci_low"": -0.3078372152404594, ""ci_high"": -0.3078372152404594, ""boundary_distance"": 0.6921627847595406, ""near_boundary"": false}, {""name"": ""sigma2"", ""estimate"": 8.065774312102746e-09, ""std_error"": 5.233797683750694e-10, ""ci_low"": 7.039968815850694e-09, ""ci_high"": 9.091579808354797e-09, ""boundary_distance"": NaN, ""near_boundary"": false}]",0.6921627847595406,0,[],True,True,True,True,False,0.0559843338560313,2,,default,1,18
segment_fit,"(2, 1, 0)",2,1,0,146,146,117,29,0,True,-2312.4380275271815,-2303.5078262999195,-2308.8093847221385,7.400472951908947e-05,5.90131375354134e-05,-7.64420767552539,True,6.908518712042611e-05,5.3941815363025975e-05,-8.132138228370838,6.756492551822696e-05,5.2989233914448565e-05,-8.147296524474584,6.963722389023618e-05,5.7357143928186636e-05,-8.126550481807628,6.756492551822696e-05,5.2989233914448565e-05,False,False,-6.880470457211842e-07,8.231344444818436e-05,0.20722965331089258,0.0,-0.5596938983362303,2.7833264704415033,0.017565677289428535,-0.007301020230413292,-0.07878804323195929,-0.08063950416843513,-0.20722965331089258,-0.08687472000276343,-0.14418034541653135,-0.0872084897337266,0.10536567576765637,0.08019490524628149,-0.000971749130748345,0.09777097330623444,0.0364817500598915,0.04225373164245256,0.00869756356888558,-0.08443704227700788,-0.026019097703439048,-0.1070220840895718,-0.07456226786804833,-0.022282500638742563,0.11671158822742031,0.05319979040828131,0.17214139639265966,-0.09184844364241009,-0.09225690688490942,0.20722965331089258,0.07935163512289009,0.20722965331089258,3,24,0.0879641781698906,0.20562696330798452,0.34200410703449885,0.0879641781698906,7.519385420348755e-09,2.9435042686206526e-09,1.2474009138322326,"[{""name"": ""ar.L1"", ""estimate"": -0.43654410665921733, ""std_error"": 2.9380693430433667e-19, ""ci_low"": -0.43654410665921733, ""ci_high"": -0.43654410665921733, ""boundary_distance"": 0.5634558933407827, ""near_boundary"": false}, {""name"": ""ar.L2"", ""estimate"": -0.4156589378124982, ""std_error"": 2.1470952270969705e-18, ""ci_low"": -0.4156589378124982, ""ci_high"": -0.4156589378124982, ""boundary_distance"": 0.5843410621875018, ""near_boundary"": false}, {""name"": ""sigma2"", ""estimate"": 6.6654735719725906e-09, ""std_error"": 5.376648869016257e-10, ""ci_low"": 5.6116697578936024e-09, ""ci_high"": 7.719277386051578e-09, ""boundary_distance"": NaN, ""near_boundary"": false}]",0.5634558933407827,0,[],True,True,False,False,False,0.05149849993176758,0,,default,1,18
segment_fit,"(1, 1, 1)",1,1,1,146,146,117,29,0,False,-2303.4332551524158,-2294.503053925154,-2299.8046123473728,7.534736734363497e-05,6.031072303631377e-05,-7.685192064929925,False,6.908518712042611e-05,5.3941815363025975e-05,-8.132138228370838,6.756492551822696e-05,5.2989233914448565e-05,-8.147296524474584,6.963722389023618e-05,5.7357143928186636e-05,-8.126550481807628,6.756492551822696e-05,5.2989233914448565e-05,False,False,-7.232840792284471e-07,8.453701759992432e-05,0.25752384654296895,0.006944444444444444,-1.026902715291517,4.6437522359602035,6.647857795822623e-10,-0.07479643943582508,-0.25752384654296895,0.11661786615683968,-0.13197078478629418,-0.10832807643226998,-0.09703902600764261,-0.10080592837189532,0.10919913331736056,0.06955279276181839,-0.040984571344243687,0.08272354136755335,0.045657853357551716,0.025871521628433074,0.0018882581503131518,-0.07495118704924728,-0.0036816740238905256,-0.07025811754600653,-0.08384110038065636,0.017099510508236184,0.061594760271936055,0.01692684858440912,0.1685351883681504,-0.06869192543342588,-0.13518463347757248,0.25752384654296895,0.08182185772102252,0.1685351883681504,3,24,0.01106894739699303,0.10855219478472379,0.16793720693290487,0.01106894739699303,8.168996452005192e-09,4.043491684782004e-09,1.383704313484929,"[{""name"": ""ar.L1"", ""estimate"": 0.09498783545122069, ""std_error"": 1.3825465282111324e-18, ""ci_low"": 0.09498783545122069, ""ci_high"": 0.09498783545122069, ""boundary_distance"": 0.9050121645487793, ""near_boundary"": false}, {""name"": ""ma.L1"", ""estimate"": -0.5383355839714126, ""std_error"": 2.0250210668234133e-18, ""ci_low"": -0.5383355839714126, ""ci_high"": -0.5383355839714126, ""boundary_distance"": 0.46166441602858743, ""near_boundary"": false}, {""name"": ""sigma2"", ""estimate"": 6.143917183864003e-09, ""std_error"": 3.843900955324464e-10, ""ci_low"": 5.390526440606497e-09, ""ci_high"": 6.897307927121509e-09, ""boundary_distance"": NaN, ""near_boundary"": false}]",0.46166441602858743,0,[],True,True,False,True,False,0.07041599997319281,2,,default,1,18
segment_fit,"(1, 0, 0)",1,0,0,146,146,117,29,0,False,-2250.2831001538034,-2241.3322802886782,-2246.6461770529545,9.365996524720236e-05,7.795230294622414e-05,-7.758112453010239,False,8.997183317356097e-05,7.232235976993889e-05,-7.771055027211797,7.003513746179745e-05,5.264542704394677e-05,-7.859155654682622,0.00022087132172526587,0.00021248045975601253,-6.6473141576468215,7.003513746179745e-05,5.264542704394677e-05,False,False,2.808864101401595e-07,0.00010725227429346027,0.2036569915185017,0.006896551724137931,-4.50353439895713,38.35140345954362,0.9999752616323213,-0.05989344476789682,0.18264832974619957,-0.13249011442074243,0.04922951186643504,-0.056899778933415704,-0.05612623130953751,-0.09960267449316865,-0.021318289313497486,-0.030082424603973597,-0.04701360038679314,-0.016337489662006092,0.020947559539493288,-0.037854416588878205,0.035003761890690516,-0.1560578970484752,0.17931396070852132,-0.051914340955727376,0.2036569915185017,-0.08082223523574834,-0.0019225085920225964,0.018032123087905687,-0.029165625630186837,0.11030856652810936,-0.05517526998977632,0.2036569915185017,0.07215904778407095,0.2036569915185017,3,24,0.3145323647371683,0.07083655649214644,0.424032526253632,0.07083655649214644,1.494644369678341e-08,4.214265071041992e-09,1.645646777959834,"[{""name"": ""const"", ""estimate"": -2.93786297038642e-05, ""std_error"": 2.6799477185333408e-05, ""ci_low"": -8.190463979162054e-05, ""ci_high"": 2.314738038389214e-05, ""boundary_distance"": NaN, ""near_boundary"": false}, {""name"": ""ar.L1"", ""estimate"": 0.5314387796999714, ""std_error"": 4.027059553072216e-09, ""ci_low"": 0.5314387718070798, ""ci_high"": 0.5314387875928631, ""boundary_distance"": 0.46856122030002856, ""near_boundary"": false}, {""name"": ""sigma2"", ""estimate"": 1.1346532081968341e-08, ""std_error"": 4.347201138801394e-10, ""ci_low"": 1.0494496315408117e-08, ""ci_high"": 1.2198567848528566e-08, ""boundary_distance"": NaN, ""near_boundary"": false}]",0.46856122030002856,0,[],True,False,False,True,False,0.0757669999729842,2,,default,2,3
