trial_center_cadenceno,duration_cadences,raw_flux_box_statistic,raw_flux_box_numerator,raw_flux_box_denominator,raw_flux_box_n_points,innovation_unchanged_box_statistic,innovation_unchanged_box_numerator,innovation_unchanged_box_denominator,innovation_unchanged_box_n_points,innovation_transformed_template_statistic,innovation_transformed_template_numerator,innovation_transformed_template_denominator,innovation_transformed_template_n_points,injected_center_cadenceno,center_offset_cadences,is_injected_center_neighborhood,raw_flux_box_rank,innovation_unchanged_box_rank,innovation_transformed_template_rank,rank
18941,6,-1.981456919818861,-70.51982910954936,35.58988762470601,48,-1.1967005874760108,-40.44263232219093,33.79511361943043,48,-0.9234288241194127,-22.027194128004886,23.85369998495569,48,16518,2423,False,76,72,69,69
18991,6,0.8215814584172025,30.312905174769977,36.89580000158299,49,0.8598516968243263,28.621165801360434,33.28616540162267,49,1.5609154105052863,36.496147243753995,23.38124602917449,49,16518,2473,False,19,18,13,13
19066,6,-0.39762658198556583,-18.035760518020293,45.35853822437607,48,-0.5039671666809783,-16.60600874569153,32.95057663191673,48,-0.946395007181214,-22.399200095418358,23.66791870778477,48,16518,2548,False,42,59,70,70
19117,6,-1.0098280166691638,-29.308445409679177,29.0232048684396,49,-1.0688280346254981,-36.9554355568173,34.57566077948727,49,-0.8631307427984768,-20.765020199474638,24.05779237123389,49,16518,2599,False,59,70,67,67
19167,6,-3.5873209214136454,-116.98723901947125,32.61131122145894,49,-0.3846788961344957,-13.657155907347144,35.50274279297136,49,0.6554202337287115,15.904408626384683,24.26597136909228,49,16518,2649,False,79,56,28,28
19243,6,-0.6770068361235662,-18.864405461666244,27.86442389515716,48,0.07154510485981296,2.3597748477045144,32.98303709706358,48,0.7514037611282053,17.57702502603422,23.392250525393912,48,16518,2725,False,49,42,25,25
19293,6,1.9410601189351204,87.67639030996973,45.16933270365146,49,1.0809168741578137,36.941368773915954,34.175957149987575,49,1.6187622673052733,40.683372726082794,25.132395008074738,49,16518,2775,False,10,9,12,12
19379,6,-1.149085456924364,-36.441117463587766,31.713148264121163,40,-0.04182765796431082,-1.0805070105125658,25.83235741849332,40,-0.5352798842537325,-9.819631860793578,18.344854999518144,40,16518,2861,False,64,44,58,58
19429,6,4.249193032752842,128.57016196045848,30.257547955444196,49,0.653907077289497,15.920955660661958,24.34742827169838,49,1.7101223289483398,29.20351696100242,17.07685846015558,49,16518,2911,False,4,23,8,8
19505,6,-0.20009479815713938,-7.141776823383681,35.691966453695954,49,-0.5201955370614957,-16.1068997663064,30.963164077284848,49,0.3157584817874433,6.959213437383014,22.039672213992002,49,16518,2987,False,36,60,39,39
19555,6,-0.055448563673859474,-2.257918852876525,40.72096197400678,49,-2.404652368549741,-84.66508771505936,35.20886795213619,49,-0.4809569906970538,-12.023506223332665,24.999129768146062,49,16518,3037,False,33,80,56,56
19605,6,0.1360565619828022,4.4671853183994426,32.833295603663004,48,-0.17632047972234252,-5.766497403659733,32.70463767306226,48,-0.6781456799812176,-15.73126068103769,23.197465007037124,48,16518,3087,False,30,50,63,63
19656,6,-2.077080442775372,-68.65962659670822,33.05583413272429,49,-0.27175515006316164,-7.831291253614891,28.817452960117713,49,-0.01718820147739503,-0.3448747584335762,20.064621588659893,49,16518,3138,False,77,51,45,45
19731,6,-0.16113896658701787,-4.404376047709265,27.332780772990898,49,1.8213829452420363,57.66398074462539,31.659449153875027,49,0.005150936187315655,0.11206809686436661,21.75684046335846,49,16518,3213,False,35,4,43,43
19782,6,0.03430564179975625,1.129617180044466,32.928029349752386,48,0.6144491164725828,22.705293284784418,36.95227591038052,48,-0.05239224880020753,-1.363237750116462,26.019836547101264,48,16518,3264,False,32,26,47,47
19832,6,-0.9647990658479759,-29.435112049348618,30.509059441799593,49,0.07840901149368454,3.5407345027939687,45.15723939561663,49,-1.5565330450044539,-50.67483320979477,32.55622061634404,49,16518,3314,False,57,39,75,75
19882,6,1.6419170545987198,48.578711601763544,29.586580799379085,49,-0.7107219838761785,-32.830646175878655,46.19337366887808,49,1.0999709525785275,37.22594594357543,33.84266271423913,49,16518,3364,False,12,64,19,19
19958,6,0.7334835833749932,26.861826382843716,36.622259845603956,48,0.9900666859112871,34.27269585406101,34.61655294715365,48,-1.7839133596648484,-42.71132189114164,23.942486701913595,48,16518,3440,False,21,13,76,76
20010,6,-0.48440463481050494,-15.726495257365634,32.465616815408275,48,0.5768335207192601,14.68050784895235,25.4501642530189,48,-0.3700792097591879,-6.479321488011038,17.507931591799387,48,16518,3492,False,43,27,53,53
20062,6,-0.6697801731156284,-24.2434355253058,36.19610806413122,47,0.46302510118794715,14.573967440872908,31.475545069763225,47,-0.40319767968797343,-9.0201629180295,22.371564551189934,47,16518,3544,False,47,28,54,54
20137,6,0.4443327363633031,16.375646865693618,36.85446856723218,49,1.028531186742302,41.73445338171636,40.57675053481184,49,1.4407508071547015,41.50200988813193,28.8058210219525,49,16518,3619,False,25,11,14,14
20187,6,-1.6031427219510546,-50.13625198949461,31.27372959562693,48,-0.38193874985445114,-15.147026521885074,39.6582607228444,48,-0.48223700683659027,-13.59478361546159,28.1910832697008,48,16518,3669,False,73,55,57,57
20238,6,0.5145394885110217,10.323399855045048,20.063377224785956,49,1.3040795041672435,42.49747726046225,32.58810304483713,49,2.259372877434064,52.319745530751234,23.156755599443144,49,16518,3720,False,24,7,5,5
20288,6,3.080341701379978,69.96221295039678,22.71248443607865,49,1.8801070182805795,60.519614551606516,32.18945196372583,49,1.6853986862538668,37.73341043616418,22.388418089985684,49,16518,3770,False,7,3,10,10
20364,6,-1.2032883795961238,-37.16441773170085,30.885711490187294,48,-0.8377572112645671,-28.846278120687632,34.43274224658134,48,-0.8617317330524064,-20.307324419651238,23.5657149908117,48,16518,3846,False,65,66,66,66
20414,6,0.8333482510718926,19.958838407970564,23.95017735058368,49,-1.1686748079554394,-34.85120860454364,29.821134474109833,49,0.6697875961549472,14.483903936751748,21.62462252197497,49,16518,3896,False,18,71,27,27
20464,6,-0.3548002264347275,-10.9744134929226,30.93124715054702,49,-0.5370115039208673,-17.211241586969162,32.0500426179052,49,-0.17011041392110873,-3.806446261778507,22.376327080973443,49,16518,3946,False,40,61,49,49
20515,6,0.4185359709335249,17.958078244420008,42.906893293700314,48,0.07441943822116448,2.812490666109447,37.79242000928717,48,0.45669085310692953,12.220645939759324,26.759121310664796,48,16518,3997,False,26,40,32,32
20590,6,-0.7444862155000381,-31.020904029590195,41.66753310369197,49,0.616017864689392,22.68695813372147,36.82840942471801,49,1.1353806301571265,29.16990017395383,25.69173667329253,49,16518,4072,False,50,25,18,18
20640,6,-3.328799365568631,-112.25468295255762,33.722273596198576,48,-0.8914058805223792,-28.068302057455114,31.487678812491797,48,0.4195371336678027,10.251443810241833,24.435128591880776,48,16518,4122,False,78,68,36,36
20691,6,-1.106696141834986,-36.69670755244538,33.15879234168058,49,-0.5510629206685053,-18.542844593558012,33.64923296066323,49,0.4113927643047008,9.880497336475738,24.01718793760233,49,16518,4173,False,62,62,37,37
20742,6,2.3724925393393232,80.57720636407635,33.963102108011256,47,-1.6350195461437635,-54.12807520493591,33.105460624368924,47,1.2580349751632558,29.270922726274303,23.267177228101946,47,16518,4224,False,8,75,17,17
20819,6,-1.2221455926238385,-36.26639423565172,29.67436486662033,49,0.8030610599900535,24.065152320941962,29.966777770596952,49,-1.8727621857518126,-38.98769138199886,20.81828204276103,49,16518,4301,False,66,21,79,79
20869,6,1.1475756751260486,40.6397902489263,35.413603764703765,49,0.9671826873698645,30.799497232143874,31.84454977776676,49,2.622589711423751,58.52065512991508,22.314071802769863,49,16518,4351,False,13,15,3,3
20919,6,-1.5117487627549344,-59.96867005203513,39.668410207759166,48,-1.2905255709577996,-42.44924865463681,32.892993064160606,48,-0.955578389296765,-22.649502949012028,23.702401815177495,48,16518,4401,False,69,73,71,71
20995,6,4.787255071926746,118.50460619175715,24.754186775358537,35,0.8163086253503175,25.02193558018404,30.65254341695326,35,1.8590221699631315,39.96443985880357,21.497559579720427,35,16518,4477,False,3,20,6,6
