target_id,quarter,selection_group,sample_stratum,koi_flag,tce_flag,confirmed_planet_flag,eb_flag,catalog_clean,provenance
5961063,5,catalog_clean_background,uncharacterized,False,False,False,False,True,NASA Exoplanet Archive DR25 stellar/KOI/TCE + Kepler confirmed names + MAST Kepler EB Revision 3
6129877,5,catalog_clean_background,uncharacterized,False,False,False,False,True,NASA Exoplanet Archive DR25 stellar/KOI/TCE + Kepler confirmed names + MAST Kepler EB Revision 3
6140620,5,catalog_clean_background,uncharacterized,False,False,False,False,True,NASA Exoplanet Archive DR25 stellar/KOI/TCE + Kepler confirmed names + MAST Kepler EB Revision 3
6148329,5,catalog_clean_background,uncharacterized,False,False,False,False,True,NASA Exoplanet Archive DR25 stellar/KOI/TCE + Kepler confirmed names + MAST Kepler EB Revision 3
6151368,5,catalog_clean_background,uncharacterized,False,False,False,False,True,NASA Exoplanet Archive DR25 stellar/KOI/TCE + Kepler confirmed names + MAST Kepler EB Revision 3
6264768,5,catalog_clean_background,uncharacterized,False,False,False,False,True,NASA Exoplanet Archive DR25 stellar/KOI/TCE + Kepler confirmed names + MAST Kepler EB Revision 3
6265693,5,catalog_clean_background,uncharacterized,False,False,False,False,True,NASA Exoplanet Archive DR25 stellar/KOI/TCE + Kepler confirmed names + MAST Kepler EB Revision 3
6313425,5,catalog_clean_background,uncharacterized,False,False,False,False,True,NASA Exoplanet Archive DR25 stellar/KOI/TCE + Kepler confirmed names + MAST Kepler EB Revision 3
6383022,5,catalog_clean_background,uncharacterized,False,False,False,False,True,NASA Exoplanet Archive DR25 stellar/KOI/TCE + Kepler confirmed names + MAST Kepler EB Revision 3
6383226,5,catalog_clean_background,uncharacterized,False,False,False,False,True,NASA Exoplanet Archive DR25 stellar/KOI/TCE + Kepler confirmed names + MAST Kepler EB Revision 3
6443468,5,catalog_clean_background,uncharacterized,False,False,False,False,True,NASA Exoplanet Archive DR25 stellar/KOI/TCE + Kepler confirmed names + MAST Kepler EB Revision 3
6585263,5,catalog_clean_background,uncharacterized,False,False,False,False,True,NASA Exoplanet Archive DR25 stellar/KOI/TCE + Kepler confirmed names + MAST Kepler EB Revision 3
6594264,5,catalog_clean_background,uncharacterized,False,False,False,False,True,NASA Exoplanet Archive DR25 stellar/KOI/TCE + Kepler confirmed names + MAST Kepler EB Revision 3
6607412,5,catalog_clean_background,uncharacterized,False,False,False,False,True,NASA Exoplanet Archive DR25 stellar/KOI/TCE + Kepler confirmed names + MAST Kepler EB Revision 3
6608963,5,catalog_clean_background,uncharacterized,False,False,False,False,True,NASA Exoplanet Archive DR25 stellar/KOI/TCE + Kepler confirmed names + MAST Kepler EB Revision 3
