target_id,quarter,sample_stratum,case_index,injected_period_days,requested_duration_hours,requested_depth,raw_top1_period_days,v2_recovered_period_days,recovered_period_days,raw_top1_exact_period_recovered,raw_top1_harmonic_period_recovered,v2_exact_period_recovered,v2_harmonic_period_recovered,exact_period_recovered,harmonic_period_recovered,v2_raw_rank_of_selected_candidate,raw_rank_of_selected_candidate,ranking_changed,selection_status,veto_reason,diagnostic_veto_reason,transit_consistency_veto_pass,diagnostic_consistency_veto_pass,event_depth_reduced_chi2,event_depth_chi2_pvalue,event_depth_relative_mad,odd_even_depth_z,odd_even_depth_difference_fraction,odd_even_depth_pvalue,robust_event_snr
10718455,5,long_memory,0,2.0,2.0,0.0002,8.296294540559757,8.132820756509318,4.045976155248354,False,False,False,False,False,True,5,26,True,raw_failed_event_penalty_rank,pass,pass,True,True,1.8403958616567733,0.0083091402718462,2.056713191488189,1.2329575754398892,0.8471598260321151,0.2175915927609745,2.4612519969481377
