target_id,quarter,sample_stratum,case_index,pipeline,branch,detector,zero_injection_control,injected_period_days,injected_epoch_days,requested_duration_hours,requested_depth,phase_fraction,success,error,recovered_period_days,recovered_epoch_days,recovered_duration_hours,mes,max_ses,observed_event_count,expected_event_count,observability_fraction,period_cadences,duration_cadences,period_exact_fractional_error,exact_period_recovered,harmonic_period_recovered,runtime_seconds,wavelet,segment_count,n_period_trials,n_duration_trials,radius_ratio,realized_max_depth_on_observed_cadences,in_transit_cadence_count,event_consistency_score,robust_veto_score,consistency_weight,valid_event_count,expected_event_count_event_check,event_observability_fraction,positive_event_fraction,single_event_fraction,anti_dominance_score,combined_event_snr,leave_one_out_combined_snr_min,leave_one_out_ratio,leave_one_out_ratio_normalized,median_event_depth,event_depth_relative_mad,event_depth_weighted_mean,event_depth_weighted_mean_error,event_depth_chi2,event_depth_chi2_dof,event_depth_reduced_chi2,event_depth_chi2_pvalue,odd_even_tested,odd_event_count,even_event_count,odd_depth,even_depth,odd_even_depth_difference,odd_even_depth_difference_fraction,odd_even_depth_z,odd_even_depth_pvalue,robust_event_snr,robust_event_weight_min,robust_event_effective_count,event_consistent_flag,transit_consistency_veto_pass,diagnostic_consistency_veto_pass,fails_min_events,fails_observability,fails_positive_events,fails_single_event_dominance,fails_leave_one_out,fails_depth_chi2,fails_odd_even,fails_robust_sign,veto_reason,diagnostic_veto_reason,any_candidate_survives_veto,selection_status,raw_rank_of_selected_candidate,ranking_changed,raw_top1_period_days,raw_top1_epoch_days,raw_top1_duration_hours,raw_top1_mes,raw_top1_max_ses,raw_top1_period_exact_fractional_error,raw_top1_exact_period_recovered,raw_top1_harmonic_period_recovered
12645975,5,gap_heavy,0,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,2.0,443.81103698692897,2.0,0.0002,0.15,True,,13.323070168728009,455.93500430809945,9.80839521624148,23.763618341770893,,3,7,0.42857142857142855,666,20,5.661535084364004,False,False,0.40910075046122074,db6,43,686,7,0.013289696120800746,0.00019997743581789962,225,18.96418757732111,23.763618341770893,0.7980345124457118,7,7,1.0,0.8571428571428571,0.3970936419097448,0.7033907511052977,1.5547560309333013,0.9683351257436258,0.6228212700113123,0.6727238587327304,0.00011682415702263249,1.1475927364863394,0.00013074076032921236,8.213517381061277e-05,2.4984600584542074,6,0.4164100097423679,0.8686399696567355,True,3,4,0.00016140803750114212,0.00010641089767080374,5.499713983033838e-05,0.4107038943682526,0.3325663143055928,0.7394616745529795,1.393248552605801,0.6695133663748409,6.8983710807938525,True,True,True,False,False,False,False,False,False,False,False,pass,pass,True,raw_failed_event_penalty_rank,6,True,13.609148362535052,455.3015103537691,9.808395216241479,25.363013050705266,20.667918176130193,5.804574181267526,False,False
12645975,5,gap_heavy,3,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,5.0,445.76103698692896,8.0,0.0002,0.45,True,,9.317975455429403,446.53529222586803,9.80839521624148,27.0242255179338,,4,9,0.4444444444444444,530,20,0.8635950910858806,False,False,0.40095383301377296,db6,43,686,7,0.013262342897632272,0.00019999998734576696,305,23.911303626181677,27.0242255179338,0.884809949884176,10,10,1.0,0.9,0.23585331973973564,0.8490518669558492,2.3095311556015905,1.7573907661881927,0.760929663982136,0.8020902924567134,0.00017328885340842093,0.8196353203368235,0.00013819290458388206,6.337574605334357e-05,7.949934590702092,9,0.8833260656335659,0.5391994025556127,True,5,5,3.940631231787813e-05,0.00025077551708745186,-0.00021136920476957374,1.4568052396852893,-1.6640316351722275,0.09610610759252612,2.551396511893969,0.4207600057152546,9.619627781110594,True,True,True,False,False,False,False,False,False,False,False,pass,pass,True,raw_failed_event_penalty_rank,7,True,10.830103051266633,445.2274711004211,9.808395216241479,29.343813624841314,25.926078043379892,1.1660206102533266,False,False
12645975,5,gap_heavy,4,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,10.0,445.01103698692896,4.0,0.0002,0.15,True,,9.992302626546008,445.1049012568328,9.80839521624148,24.19118317472097,,3,7,0.42857142857142855,666,20,0.0007697373453991573,True,True,0.42169137485325336,db6,43,686,7,0.013267644340028159,0.0001999963346620559,85,20.150632176484777,24.19118317472097,0.83297422994761,10,10,1.0,0.7,0.24460934034737822,0.8393229551695797,1.5658390285472301,1.2172155447717008,0.7773567541620299,0.8194059658891967,9.17605120861753e-05,1.510837532762056,0.00010417916194912291,6.382088445614836e-05,2.1095869135259573,9,0.2343985459473286,0.9896136061571302,True,5,5,0.0001236517438948048,8.606108259595899e-05,3.75906612988458e-05,0.358496539557168,0.29431000782445904,0.7685210259976771,1.5658390285472301,1.0,10.0,True,True,True,False,False,False,False,False,False,False,False,pass,pass,True,raw_failed_event_penalty_rank,4,True,13.609148362535052,455.2810761970686,9.808395216241479,26.46813759992034,21.275429957940517,0.3609148362535052,False,False
1431344,5,gap_heavy,0,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,2.0,443.81043848144037,2.0,0.0002,0.15,True,,12.587683917488905,447.78125982618803,9.808584870770574,83.78306720523038,,3,8,0.375,600,20,5.293841958744452,False,False,0.4733380419202149,db6,44,686,7,0.01328969728215662,0.00019999985006957655,229,67.49404511376794,83.78306720523038,0.8055809767436449,8,8,1.0,0.75,0.2967041015993224,0.8037667410293459,1.4457415840632935,0.94480071388532,0.6535059406881925,0.6986272372218939,7.415822001774486e-05,0.8771096138567576,4.748010905695142e-05,3.382181035073139e-05,5.181741040098727,7,0.7402487200141038,0.637795263670015,True,4,4,0.00010320849684234201,-8.739786381515016e-06,0.00011194828322385703,2.0,1.6549558270005589,0.09793345859055771,1.6807734055168375,0.5690826435086866,7.823452382109033,True,True,True,False,False,False,False,False,False,False,False,pass,pass,True,raw_failed_event_penalty_rank,9,True,12.260731088463217,449.64086386159033,9.808584870770574,93.48056920375603,85.55379988097046,5.1303655442316085,False,False
1431344,5,gap_heavy,1,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,2.0,444.41043848144034,4.0,0.0005,0.45,True,,12.178992881206796,450.11079873299605,9.808584870770574,92.19439945381365,,3,8,0.375,591,20,5.089496440603398,False,False,0.4087257501669228,db6,44,686,7,0.020978642021184858,0.0004999999974948377,418,84.05994749873496,92.19439945381365,0.911768480479622,8,8,1.0,0.875,0.2031265695066287,0.9107124919924244,2.4211527706397153,1.9641523557225795,0.811246766226822,0.8672592729568747,0.00012944391437189062,0.500562433067101,7.786262796972625e-05,3.457077993884275e-05,7.392793147372549,7,1.056113306767507,0.38915860493475557,True,4,4,0.00015400823396118205,2.915921050014871e-05,0.00012484902346103334,1.363222856858613,1.7615418448853999,0.07814673706575581,2.854241288966314,0.3880884096408219,7.633450907983679,True,True,True,False,False,False,False,False,False,False,False,pass,pass,True,raw_failed_event_penalty_rank,3,True,12.076820122136269,450.78519876318023,9.808584870770574,93.18279960817148,86.74167158869739,5.038410061068134,False,False
1431344,5,gap_heavy,2,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,5.0,447.26043848144036,2.0,0.0005,0.75,True,,12.035951018508058,451.0303535646308,9.808584870770574,91.01953081618926,,3,8,0.375,600,20,1.4071902037016115,False,False,0.4097560830414295,db6,44,686,7,0.021013654312968692,0.0004999894170547581,96,75.02580884875083,91.01953081618926,0.8242825267937582,8,8,1.0,0.75,0.2620339667660819,0.8433897522673349,0.837485694198981,0.5717368907297813,0.6826825755831244,0.7298183719292735,4.789751519956864e-05,0.9077619097593086,3.609623783944108e-05,3.774975766715555e-05,1.7904342538183624,7,0.25577632197405176,0.9705241646843479,True,4,4,4.959057491673754e-05,1.9193471487034972e-05,3.0397103429702568e-05,0.883841676055726,0.40007416106087856,0.6891018949809783,1.0350092117574223,0.45918167848359265,7.716612079640292,True,True,True,False,False,False,False,False,False,False,False,pass,pass,True,raw_failed_event_penalty_rank,4,True,12.260731088463217,449.64086386159033,9.808584870770574,93.21827228693354,85.95931767581779,1.4521462176926434,False,False
1431344,5,gap_heavy,3,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,5.0,445.76043848144036,8.0,0.0002,0.45,True,,12.097254673950374,450.682966183791,9.808584870770574,93.7688920129635,,3,8,0.375,600,20,1.4194509347900748,False,False,0.4089202918112278,db6,44,686,7,0.01326234296684581,0.00019999992133612476,305,75.97128038580513,93.7688920129635,0.8101970574132639,8,8,1.0,0.75,0.2609114323524445,0.8446726487400634,1.523382340812849,0.9692278718299752,0.6362341520335681,0.6801629184783586,9.926295122678064e-05,0.917631764807194,6.220734549812785e-05,3.644445284538286e-05,9.344256437296329,7,1.3348937767566185,0.22887554578210453,True,4,4,5.739385651053865e-05,6.67238503942407e-05,-9.329993883702042e-06,0.15034106118089707,-0.12793807137470908,0.8981979820008145,1.8887134121793903,0.5866628352824544,7.833468045367151,True,True,True,False,False,False,False,False,False,False,False,pass,pass,True,raw_failed_event_penalty_rank,2,True,12.260731088463217,449.64086386159033,9.808584870770574,96.24072026399726,85.67167824616584,1.4521462176926434,False,False
1431344,5,gap_heavy,4,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,10.0,445.01043848144036,4.0,0.0002,0.15,True,,12.42420750297606,448.65994555419456,9.808584870770574,79.20498057076853,,3,8,0.375,600,20,0.24242075029760599,False,False,0.4141397080384195,db6,44,686,7,0.013267644616172766,0.0001999980667507506,85,71.89704018819906,79.20498057076853,0.9077338277226148,8,8,1.0,0.875,0.21862917997894443,0.8929952228812065,2.540659013552715,2.0650344456226026,0.8127948042641796,0.8689141952304421,9.556886164943657e-05,0.9948975019714962,8.610062778516984e-05,3.458706046135884e-05,4.833555845165122,7,0.6905079778807318,0.6802667931979562,True,4,4,0.00014583313675781392,3.768575227583064e-05,0.00010814738448198329,1.1785967651771978,1.55482363999313,0.1199880773518599,2.660654979528993,0.7796284694997511,7.955316338242908,True,True,True,False,False,False,False,False,False,False,False,pass,pass,True,raw_failed_event_penalty_rank,19,True,12.260731088463217,449.64086386159033,9.808584870770574,94.28949966677489,85.67167824616584,0.2260731088463217,False,False
1431344,5,gap_heavy,5,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,10.0,451.01043848144036,8.0,0.0005,0.75,True,,12.076820122136269,450.7647043910474,9.808584870770574,94.55205556213618,,3,8,0.375,600,20,0.20768201221362687,False,False,0.406552083324641,db6,44,686,7,0.020969832009878304,0.0004999991196493747,154,73.39078086828286,94.55205556213618,0.7761944511090307,8,8,1.0,0.75,0.33772645896257175,0.7568840468999181,1.865581619800201,1.115860233625221,0.5981299460619294,0.6394278088380906,8.157152903340292e-05,0.509272643253878,7.190652336867708e-05,3.653478556364629e-05,7.203969976765225,7,1.029138568109318,0.4079562218965437,True,4,4,8.01410109742357e-05,6.315388900822867e-05,1.698712196600703e-05,0.23709318291280176,0.23237056854402582,0.816250206239574,2.0845514223190826,0.37941042469292896,6.966963385304567,True,True,True,False,False,False,False,False,False,False,False,pass,pass,True,raw_failed_event_penalty_rank,2,True,12.260731088463217,449.64086386159033,9.808584870770574,96.01422400913985,85.67167824616584,0.2260731088463217,False,False
10677499,5,high_scatter,2,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,5.0,447.26051277094666,2.0,0.0005,0.75,True,,14.304007886676118,446.9434748041458,9.808462550863624,54.79135175006804,,3,7,0.42857142857142855,693,20,1.8608015773352236,False,False,0.4117345418781042,db6,43,686,7,0.021013653112727487,0.000499995382505003,97,46.882513134703494,54.79135175006804,0.8556553477373421,5,7,0.7142857142857143,1.0,0.3069704660277011,0.8662869174653737,8.62861396447058,6.685713912541908,0.7748305741885301,0.8662869174653737,0.0026373177142383075,0.29021143257935395,0.0023498423376451492,0.00026420341661605016,11.551616455677857,4,2.8879041139194643,0.02101645508607548,False,3,2,,,,,,1.0,8.963329975000589,0.731705585840718,4.936515409669895,True,True,True,False,False,False,False,False,False,False,False,pass,pass,True,raw_failed_event_penalty_rank,2,True,14.160967807809357,447.0864306432559,9.808462550863624,55.58760277645332,56.70784043172604,1.8321935615618714,False,False
