target_id,quarter,sample_stratum,case_index,pipeline,branch,detector,zero_injection_control,injected_period_days,injected_epoch_days,requested_duration_hours,requested_depth,phase_fraction,success,error,recovered_period_days,recovered_epoch_days,recovered_duration_hours,mes,max_ses,observed_event_count,expected_event_count,observability_fraction,period_cadences,duration_cadences,period_exact_fractional_error,exact_period_recovered,harmonic_period_recovered,runtime_seconds,wavelet,segment_count,n_period_trials,n_duration_trials,radius_ratio,realized_max_depth_on_observed_cadences,in_transit_cadence_count,event_consistency_score,robust_veto_score,consistency_weight,valid_event_count,expected_event_count_event_check,event_observability_fraction,positive_event_fraction,single_event_fraction,anti_dominance_score,combined_event_snr,leave_one_out_combined_snr_min,leave_one_out_ratio,leave_one_out_ratio_normalized,median_event_depth,event_depth_relative_mad,event_depth_weighted_mean,event_depth_weighted_mean_error,event_depth_chi2,event_depth_chi2_dof,event_depth_reduced_chi2,event_depth_chi2_pvalue,odd_even_tested,odd_event_count,even_event_count,odd_depth,even_depth,odd_even_depth_difference,odd_even_depth_difference_fraction,odd_even_depth_z,odd_even_depth_pvalue,robust_event_snr,robust_event_weight_min,robust_event_effective_count,event_consistent_flag,transit_consistency_veto_pass,diagnostic_consistency_veto_pass,fails_min_events,fails_observability,fails_positive_events,fails_single_event_dominance,fails_leave_one_out,fails_depth_chi2,fails_odd_even,fails_robust_sign,veto_reason,diagnostic_veto_reason,any_candidate_survives_veto,selection_status,raw_rank_of_selected_candidate,ranking_changed,raw_top1_period_days,raw_top1_epoch_days,raw_top1_duration_hours,raw_top1_mes,raw_top1_max_ses,raw_top1_period_exact_fractional_error,raw_top1_exact_period_recovered,raw_top1_harmonic_period_recovered
10677499,5,high_scatter,5,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,10.0,451.01051277094666,8.0,0.0005,0.75,True,,14.304007886676118,446.9434748041458,9.808462550863624,58.038036438209225,,3,7,0.42857142857142855,693,20,0.4304007886676118,False,False,0.40181137528270483,db6,43,686,7,0.020969831938881103,0.0004999996324350775,154,49.9822326385159,58.038036438209225,0.8611978575762119,5,7,0.7142857142857143,1.0,0.29796318648874665,0.8775460168890666,8.889452690648747,6.977340473991328,0.7849010188592528,0.8775460168890669,0.0026373177142383075,0.15074703138700285,0.0024272687219838948,0.0002616060700523847,10.850819067754655,4,2.7127047669386637,0.02829276489480961,False,3,2,,,,,,1.0,9.131549399257802,0.8203967830246824,4.972388645991495,True,True,True,False,False,False,False,False,False,False,False,pass,pass,True,raw_failed_event_penalty_rank,2,True,14.160967807809357,447.0864306432559,9.808462550863624,58.07327662089649,60.08417947708543,0.41609678078093565,False,False
2996004,5,high_scatter,0,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,2.0,443.81035493959354,2.0,0.0002,0.15,True,,10.62595601659268,449.804190472154,7.846859827637672,22.541254819032098,,5,11,0.45454545454545453,450,20,4.31297800829634,False,False,0.48755595786496997,db6,43,686,7,0.013289697220404873,0.000199999863870981,229,19.89461637221998,22.541254819032098,0.882586907070608,9,9,1.0,1.0,0.3075914235267002,0.7789596485324624,11.350592632753248,8.335991001724944,0.7344101996639915,0.778959648532462,0.0035599655748493886,0.323769404626448,0.0029858786865353433,0.00022007409697766657,20.30111610680608,8,2.53763951335076,0.009254925363197322,True,4,5,0.003043559067405974,0.0028584492651711263,0.0001851098022348477,0.06272773327448689,0.38956504972752903,0.6968582005121575,9.331088620738626,0.32806970943253927,8.539093362496633,True,True,True,False,False,False,False,False,False,False,False,pass,pass,True,raw_failed_event_penalty_rank,11,True,9.195538860512897,444.9408148622315,9.80857478454709,26.214271037045727,25.751604685811024,3.5977694302564487,False,False
2996004,5,high_scatter,1,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,2.0,444.4103549395935,4.0,0.0005,0.45,True,,11.68855161825195,449.0889818941141,5.885144870728254,28.029883253014862,,6,8,0.75,587,12,4.844275809125975,False,False,0.4034295827150345,db6,43,686,7,0.02097864199704147,0.0004999998843283615,418,23.77430752413515,28.029883253014862,0.8481771868092962,8,8,1.0,0.875,0.28544992019755755,0.8166286626313628,2.7903391632425794,1.890491363861101,0.6775131097913599,0.7242919805391503,0.0010995968391006028,0.7438368416662879,0.0010036242725834726,0.00028489124426208897,11.853775718652216,7,1.6933965312360308,0.10547123970172508,True,4,4,0.0010070927388706801,0.0009886821420943689,1.8410596776311265e-05,0.018449572596493345,0.02526945638612848,0.9798400364212118,3.3124146205004936,0.31031949356129346,7.429258257187479,True,True,True,False,False,False,False,False,False,False,False,pass,pass,True,raw_failed_event_penalty_rank,6,True,11.995069580269046,448.4759886908287,5.885144870728254,35.27956550565598,28.381077193476283,4.997534790134523,False,False
2996004,5,high_scatter,2,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,5.0,447.2603549395935,2.0,0.0005,0.75,True,,10.62595601659268,449.804190472154,7.846859827637672,23.05014924446894,,5,11,0.45454545454545453,449,20,1.1251912033185358,False,False,0.4033007910475135,db6,43,686,7,0.02101365421399834,0.0004999927773806645,96,20.416648831984535,23.05014924446894,0.8857490949601406,9,9,1.0,1.0,0.3026209251353704,0.7845514592227083,11.537024229961874,8.533731571645434,0.7396822093415709,0.7845514592227083,0.0035599655748493886,0.3329899734546794,0.002944519329530199,0.00021316619676585167,20.84989261249278,8,2.6062365765615976,0.007557047221758815,True,4,5,0.0029614966979266836,0.0029039309431715,5.756575475518357e-05,0.019628834682684976,0.12314527203228322,0.9019920621792238,9.131948727201536,0.3014382626191927,8.445076264683053,True,True,True,False,False,False,False,False,False,False,False,pass,pass,True,raw_failed_event_penalty_rank,3,True,9.175104329711758,445.0429875162372,9.80857478454709,23.64157503990945,25.751604685811024,0.8350208659423515,False,False
2996004,5,high_scatter,3,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,5.0,445.7603549395935,8.0,0.0002,0.45,True,,10.62595601659268,449.804190472154,7.846859827637672,21.457917228824687,,5,11,0.45454545454545453,450,20,1.1251912033185358,False,False,0.42354845767840743,db6,43,686,7,0.013262342963168751,0.00019999996605035708,305,18.940992519642773,21.457917228824687,0.8827041468031717,9,9,1.0,1.0,0.3074074570813199,0.7791666107835151,11.35738533778205,8.343195753407647,0.7346053255455507,0.7791666107835153,0.0035599655748493886,0.323769404626448,0.002975663165719805,0.00021957324830144145,20.666184230847513,8,2.583273028855939,0.008089080524193614,True,4,5,0.003043559067405974,0.002827832076913967,0.00021572699049200684,0.0734841148168791,0.4562734949216425,0.6481933211686701,9.284271785231807,0.3156390192617719,8.512722076448904,True,True,True,False,False,False,False,False,False,False,False,pass,pass,True,raw_failed_event_penalty_rank,18,True,9.195538860512897,444.9408148622315,9.80857478454709,26.527169280197793,25.44899347803685,0.8391077721025795,False,False
2996004,5,high_scatter,4,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,10.0,445.0103549395935,4.0,0.0002,0.15,True,,10.62595601659268,449.804190472154,7.846859827637672,22.093168277363983,,5,11,0.45454545454545453,450,20,0.06259560165926796,False,False,0.4064329578541219,db6,43,686,7,0.013267644601489785,0.00019999856158015028,85,19.498089658105016,22.093168277363983,0.8825393177348037,9,9,1.0,1.0,0.3076660912463886,0.7788756473478128,11.347837948720418,8.333069218085484,0.7343310025876004,0.7788756473478127,0.0035599655748493886,0.323769404626448,0.002981915603697562,0.00021992966515605407,20.416622037931575,8,2.552077754741447,0.008869668816170998,True,4,5,0.003043559067405974,0.002846302620793736,0.0001972564466122379,0.06698169059128826,0.41572901668886975,0.6776083058334866,9.30760396041751,0.32368232714484224,8.530101162095809,True,True,True,False,False,False,False,False,False,False,False,pass,pass,True,raw_failed_event_penalty_rank,11,True,9.195538860512897,444.9408148622315,9.80857478454709,26.44679592876307,25.751604685811024,0.08044611394871026,False,False
10718455,5,long_memory,0,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,2.0,443.8111347903221,2.0,0.0002,0.15,True,,4.045976155248354,444.7576223557335,9.808427043026311,99.04571366154649,,7,12,0.5833333333333334,406,20,1.022988077624177,False,True,0.4039505831897259,db6,43,686,7,0.013289696315697954,0.0001999777204589881,225,83.6203428897319,99.04571366154649,0.8442600875740539,24,24,1.0,0.75,0.1741412590941153,0.8617656426844015,2.8585325148938563,2.199662387428958,0.7695075623481709,0.7860580055005504,3.5998281361110385e-05,2.056713191488189,3.52819326416569e-05,1.179114510526131e-05,42.32910481810578,23,1.8403958616567733,0.008309140271846201,True,12,12,4.895222689153607e-05,1.9821189260176523e-05,2.913103763135955e-05,0.8471598260321151,1.2329575754398892,0.2175915927609745,2.4612519969481377,0.3727866588825067,22.3885362948631,True,True,True,False,False,False,False,False,False,False,False,pass,pass,True,raw_failed_event_penalty_rank,26,True,8.296294540559757,443.9198779977196,9.808427043026313,123.74745704874445,95.35217254215496,3.1481472702798783,False,False
10718455,5,long_memory,1,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,2.0,444.4111347903221,4.0,0.0005,0.45,True,,2.0025538546178723,444.3489378956074,3.9233708172105257,104.18251080219972,,7,12,0.5833333333333334,406,20,0.0012769273089361377,True,True,0.40564295882359147,db6,43,686,7,0.020978641643405006,0.0004999924604053296,418,102.79581816820362,104.18251080219972,0.986689775248085,46,47,0.9787234042553191,1.0,0.03731113009909399,0.9840819558987038,38.25475884109995,37.23437584516285,0.9733266389111092,0.984081955898704,0.0004007317170423019,0.16474857698040962,0.0003890609206614113,9.943628871146506e-06,81.6466422515724,45,1.81436982781272,0.0006797536191561712,True,23,23,0.00037913363233546397,0.00039838444208418035,-1.9250809748716383e-05,0.049518616690899665,-0.9675209945479767,0.33328365114124786,38.0938676427935,0.7463320129318425,45.922038743675806,True,True,True,False,False,False,False,False,False,False,False,pass,pass,True,raw_failed_event_penalty_rank,18,True,8.296294540559757,443.9198779977196,9.808427043026313,121.07058770820225,92.41432722203818,3.1481472702798783,False,False
10718455,5,long_memory,2,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,5.0,447.2611347903221,2.0,0.0005,0.75,True,,8.091952310496708,444.9415303627902,9.808427043026311,135.1527087286025,,6,12,0.5,407,20,0.6183904620993417,False,False,0.40376462507992983,db6,43,686,7,0.0210136527643199,0.0004999966060073024,97,102.54506383854672,135.1527087286025,0.7587348030476063,12,12,1.0,0.6666666666666666,0.23679513157960058,0.8325871291858903,1.5148735145980323,0.8659716621298188,0.5716461828561324,0.5970649652857065,7.118687493468112e-05,0.5810989855524888,1.2747035943243895e-05,1.6913023674282836e-05,23.794274325026915,11,2.1631158477297197,0.013628968431684482,True,6,6,2.5277345807059984e-05,-9.750436843134435e-07,2.6252389491373428e-05,2.0,0.7752997005465074,0.43816258628190907,1.8495420651482102,0.6760891105029426,11.886866346213733,True,True,True,False,False,False,False,False,False,False,False,pass,pass,True,raw_failed_event_penalty_rank,3,True,8.316728763566061,443.8994437747133,9.808427043026313,139.08976807451398,115.93768579769583,0.6633457527132123,False,False
10718455,5,long_memory,4,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,10.0,445.0111347903221,4.0,0.0002,0.15,True,,8.112386533503013,444.65545124070195,9.808427043026311,114.53504320261652,,7,12,0.5833333333333334,406,20,0.18876134664969868,False,False,0.41075929161161184,db6,43,686,7,0.013267644386369107,0.00019999865840703013,85,91.90338189785531,114.53504320261652,0.8024040444571623,12,12,1.0,0.6666666666666666,0.23053048592352376,0.8394212880834286,2.2608588451064864,1.6034775515748003,0.7092338183984576,0.7407705637878754,6.129555385556151e-05,1.480482756157762,2.2916668379716376e-05,1.740136971166154e-05,20.1420139309821,11,1.8310921755438272,0.04343068779108032,True,6,6,4.845733799195657e-05,-2.2567283330133114e-07,4.86830108252579e-05,2.0,1.39712849930492,0.1623749330563768,2.411454906868812,0.7406490493327078,11.93421180304986,True,True,True,False,False,False,False,False,False,False,False,pass,pass,True,raw_failed_event_penalty_rank,4,True,8.296294540559757,443.9198779977196,9.808427043026313,123.21022647357763,94.84068526212471,0.17037054594402434,False,False
11245408,5,long_memory,0,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,2.0,443.8107566442239,2.0,0.0002,0.15,True,,14.917001868016088,448.4354107925683,9.808439584448934,393.77132185608747,,7,32,0.21875,144,20,6.458500934008044,False,False,0.41025983402505517,db6,43,686,7,0.013289696392836831,0.00019997723310971605,225,343.71739412618706,393.77132185608747,0.8728857970307098,7,7,1.0,0.8571428571428571,0.29198464718948586,0.8260179116122665,5.7756510216212416,4.384444554527787,0.7591256012724018,0.8199493632282321,0.0003597695978495019,1.2386083376648003,0.0004499443610772515,7.091288052759943e-05,19.65627096653896,6,3.2760451610898262,0.0031875771370453413,True,3,4,0.0002884581797055782,0.0006310884494443075,-0.0003426302697387293,0.7452156505766075,-2.4118741237994383,0.015870759786506376,5.7756510216212416,1.0,7.0,True,True,False,False,False,False,False,False,True,False,False,pass,fails_depth_chi2,True,raw_failed_event_penalty_rank,5,True,2.94253187533468,445.6971814974859,9.808439584448934,412.6069623117489,388.5734626239297,0.47126593766734004,False,False
11245408,5,long_memory,1,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,2.0,444.41075664422385,4.0,0.0005,0.45,True,,14.917001868016088,448.4354107925683,9.808439584448934,394.2790745335886,,7,32,0.21875,144,20,6.458500934008044,False,False,0.40324533311650157,db6,43,686,7,0.020978641673558285,0.0004999922492162634,419,339.6103630051467,394.2790745335886,0.8613451358200734,7,7,1.0,0.8571428571428571,0.3118014746003726,0.8028982796328986,5.661352728533587,4.19219913293525,0.7404942482750267,0.7998252019554835,0.0004282900161112213,0.8077845952325919,0.0004451703593144466,7.104273668031507e-05,16.032444157067978,6,2.6720740261779965,0.0135808822094273,True,3,4,0.00023602892277818703,0.0006352583800598549,-0.00039922945728166785,0.9164128892530828,-2.8065819959402325,0.005007016762878853,5.445878225659771,0.8508247694955122,6.97896149159206,True,True,True,False,False,False,False,False,False,False,False,pass,pass,True,raw_failed_event_penalty_rank,7,True,2.94253187533468,445.6971814974859,9.808439584448934,416.230433822716,389.1357916654816,0.47126593766734004,False,False
11245408,5,long_memory,2,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,5.0,447.2607566442239,2.0,0.0005,0.75,True,,14.917001868016088,448.4354107925683,9.808439584448934,394.3938911192746,,7,32,0.21875,144,20,1.9834003736032177,False,False,0.4038245831616223,db6,43,686,7,0.021013652887926244,0.0004999940281266158,97,345.16237101055674,394.3938911192746,0.875171697084352,7,7,1.0,0.8571428571428571,0.2881776158287642,0.830459448199775,5.746940333483514,4.384950643227474,0.7630061195658058,0.8241408020340619,0.0003542341055445264,1.2811317073166968,0.000455216056135795,7.251685725027472e-05,17.1412657130383,6,2.8568776188397167,0.008777855495221433,True,3,4,0.00028935623730206293,0.0006384667849509013,-0.0003491105476488384,0.7525369370574984,-2.4041107717240604,0.016211860019131025,5.746940333483514,1.0,7.0,True,True,True,False,False,False,False,False,False,False,False,pass,pass,True,raw_failed_event_penalty_rank,5,True,2.94253187533468,445.6971814974859,9.808439584448934,413.15115782015494,389.1357916654816,0.41149362493306396,False,False
