period_cadences,period_days,duration_cadences,duration_hours,epoch_phase_cadence,mes,observed_event_count,expected_event_count,observability_fraction
98,2.0025637794751674,8,3.9233902618288994,43,168.47738734909206,27,47,0.574468085106383
98,2.0025637794751674,6,2.9425426963716745,43,160.6465154475959,27,47,0.574468085106383
98,2.0025637794751674,12,5.885085392743349,43,158.89384145545856,27,47,0.574468085106383
49,1.0012818897375837,8,3.9233902618288994,44,156.81294599181248,54,94,0.574468085106383
49,1.0012818897375837,12,5.885085392743349,43,153.29667289930737,53,94,0.5638297872340425
49,1.0012818897375837,6,2.9425426963716745,43,151.58467980862895,53,94,0.5638297872340425
49,1.0012818897375837,16,7.846780523657799,45,142.47979964019285,55,94,0.5851063829787234
98,2.0025637794751674,4,1.9616951309144497,43,141.22677263816774,27,47,0.574468085106383
49,1.0012818897375837,4,1.9616951309144497,43,137.79285338897927,53,94,0.5638297872340425
49,1.0012818897375837,20,9.808475654572248,46,133.84805107734343,52,94,0.5531914893617021
98,2.0025637794751674,16,7.846780523657799,45,130.3965487629282,30,47,0.6382978723404256
196,4.005127558950335,8,3.9233902618288994,43,129.81956133454213,13,24,0.5416666666666666
196,4.005127558950335,12,5.885085392743349,43,126.81979240889846,13,24,0.5416666666666666
98,2.0025637794751674,3,1.4712713481858373,43,125.33549897999681,27,47,0.574468085106383
49,1.0012818897375837,3,1.4712713481858373,43,125.23641418241507,53,94,0.5638297872340425
196,4.005127558950335,6,2.9425426963716745,43,124.12359305701699,13,24,0.5416666666666666
132,2.6973308050073683,20,9.808475654572248,5,117.98717939320088,21,36,0.5833333333333334
294,6.007691338425502,8,3.9233902618288994,142,116.39797010373768,10,16,0.625
294,6.007691338425502,6,2.9425426963716745,142,113.30388996149469,10,16,0.625
264,5.394661610014737,20,9.808475654572248,138,112.75823265584849,12,18,0.6666666666666666
132,2.6973308050073683,16,7.846780523657799,7,112.7518617294413,21,36,0.5833333333333334
489,9.992384573095478,8,3.9233902618288994,242,112.35675617757667,6,9,0.6666666666666666
196,4.005127558950335,4,1.9616951309144497,43,111.07018988897043,13,24,0.5416666666666666
98,2.0025637794751674,20,9.808475654572248,47,110.95266643913628,29,47,0.6170212765957447
263,5.374227285734378,20,9.808475654572248,149,110.82515802375018,11,18,0.6111111111111112
147,3.003845669212751,12,5.885085392743349,43,110.0504773000658,16,32,0.5
147,3.003845669212751,16,7.846780523657799,45,109.80305800813977,18,32,0.5625
264,5.394661610014737,16,7.846780523657799,139,109.6975393217193,12,18,0.6666666666666666
527,10.768888895749114,20,9.808475654572248,143,109.0288539992255,6,9,0.6666666666666666
489,9.992384573095478,6,2.9425426963716745,242,107.84078836545325,6,9,0.6666666666666666
263,5.374227285734378,16,7.846780523657799,147,107.53419870340755,10,18,0.5555555555555556
147,3.003845669212751,20,9.808475654572248,45,107.42750540156028,13,32,0.40625
587,11.994948352570646,8,3.9233902618288994,144,107.10004558943784,6,8,0.75
196,4.005127558950335,16,7.846780523657799,45,106.92108092571095,14,24,0.5833333333333334
147,3.003845669212751,8,3.9233902618288994,43,106.6620320136157,16,32,0.5
464,9.481526466086507,20,9.808475654572248,393,106.54699456107163,4,10,0.4
463,9.461092141806148,20,9.808475654572248,398,106.41367992794756,5,10,0.5
66,1.3486654025036842,20,9.808475654572248,8,106.37840757661722,37,71,0.5211267605633803
392,8.01025511790067,12,5.885085392743349,43,106.24781392385933,6,12,0.5
84,1.7164832395501435,20,9.808475654572248,64,106.20031226007447,28,55,0.509090909090909
442,9.031971331918612,20,9.808475654572248,36,106.17492402946081,7,11,0.6363636363636364
703,14.365329969092272,20,9.808475654572248,142,105.86605040294795,4,7,0.5714285714285714
440,8.991102683357894,8,3.9233902618288994,49,105.84685644594347,6,11,0.5454545454545454
702,14.344895644811913,20,9.808475654572248,145,105.66161987376397,4,7,0.5714285714285714
233,4.761197557323612,20,9.808475654572248,146,105.57711891086481,9,20,0.45
465,9.501960790366866,20,9.808475654572248,388,105.53384706293436,4,10,0.4
462,9.44065781752579,20,9.808475654572248,400,105.30765599863894,6,10,0.6
105,2.1456040494376794,20,9.808475654572248,43,105.22557311960345,20,44,0.45454545454545453
464,9.481526466086507,16,7.846780523657799,394,105.07874759263073,4,10,0.4
527,10.768888895749114,16,7.846780523657799,143,105.04661078318115,6,9,0.6666666666666666
441,9.011537007638253,20,9.808475654572248,45,104.93440381376696,5,11,0.45454545454545453
343,7.008973228163086,12,5.885085392743349,192,104.74633540679734,7,13,0.5384615384615384
343,7.008973228163086,8,3.9233902618288994,190,104.71346744808207,8,13,0.6153846153846154
351,7.172447822405957,20,9.808475654572248,145,104.71076079020024,8,13,0.6153846153846154
343,7.008973228163086,16,7.846780523657799,192,104.68240379848234,7,13,0.5384615384615384
526,10.748454571468756,20,9.808475654572248,145,104.42998417813806,5,9,0.5555555555555556
466,9.522395114647225,20,9.808475654572248,381,104.18024950092764,4,10,0.4
463,9.461092141806148,16,7.846780523657799,397,104.15873980239918,5,10,0.5
392,8.01025511790067,8,3.9233902618288994,42,104.13234068529977,6,12,0.5
440,8.991102683357894,12,5.885085392743349,49,104.00954889813585,6,11,0.5454545454545454
465,9.501960790366866,16,7.846780523657799,390,104.00299053559714,5,10,0.5
587,11.994948352570646,6,2.9425426963716745,144,103.87357355366468,6,8,0.75
440,8.991102683357894,6,2.9425426963716745,49,103.83634596735367,6,11,0.5454545454545454
421,8.602850522031076,20,9.808475654572248,147,103.79899357956245,5,11,0.45454545454545453
528,10.789323220029473,20,9.808475654572248,137,103.6388073776672,6,9,0.6666666666666666
439,8.970668359077536,20,9.808475654572248,57,103.56757692789853,3,11,0.2727272727272727
343,7.008973228163086,6,2.9425426963716745,191,103.48511342851933,7,13,0.5384615384615384
343,7.008973228163086,20,9.808475654572248,186,103.41162530765217,7,13,0.5384615384615384
264,5.394661610014737,12,5.885085392743349,139,103.34964345973452,12,18,0.6666666666666666
465,9.501960790366866,8,3.9233902618288994,388,103.31940610450208,5,10,0.5
66,1.3486654025036842,16,7.846780523657799,5,103.2589614433652,39,71,0.5492957746478874
440,8.991102683357894,16,7.846780523657799,50,103.2469376124456,6,11,0.5454545454545454
440,8.991102683357894,20,9.808475654572248,48,103.11292353626912,4,11,0.36363636363636365
147,3.003845669212751,6,2.9425426963716745,43,103.09530805541016,16,32,0.5
465,9.501960790366866,12,5.885085392743349,389,102.9325164584631,5,10,0.5
132,2.6973308050073683,12,5.885085392743349,7,102.92063928913994,21,36,0.5833333333333334
350,7.152013498125598,20,9.808475654572248,146,102.88525096150263,7,13,0.5384615384615384
342,6.988538903882727,20,9.808475654572248,193,102.87377523690104,7,13,0.5384615384615384
666,13.609259970718995,20,9.808475654572248,245,102.87035673772638,5,7,0.7142857142857143
461,9.42022349324543,20,9.808475654572248,405,102.8485909595994,6,10,0.6
441,9.011537007638253,16,7.846780523657799,44,102.79489009008715,7,11,0.6363636363636364
378,7.724174577975646,20,9.808475654572248,359,102.67782375029849,8,12,0.6666666666666666
700,14.304026996251196,20,9.808475654572248,144,102.65183821413333,3,7,0.42857142857142855
704,14.385764293372631,20,9.808475654572248,138,102.62791819717191,4,7,0.5714285714285714
467,9.542829438927583,20,9.808475654572248,378,102.62062005729086,6,10,0.6
464,9.481526466086507,12,5.885085392743349,393,102.60161759291664,4,10,0.4
422,8.623284846311435,20,9.808475654572248,140,102.5369507163899,5,11,0.45454545454545453
443,9.052405656198971,20,9.808475654572248,29,102.49307441662961,8,11,0.7272727272727273
439,8.970668359077536,16,7.846780523657799,57,102.43713958538567,3,11,0.2727272727272727
442,9.031971331918612,16,7.846780523657799,36,102.38187765951501,7,11,0.6363636363636364
466,9.522395114647225,16,7.846780523657799,385,102.36659744785463,6,10,0.6
342,6.988538903882727,12,5.885085392743349,196,102.34484720231808,7,13,0.5384615384615384
663,13.547956997877918,20,9.808475654572248,259,102.34106914382141,5,7,0.7142857142857143
685,13.997512132045813,8,3.9233902618288994,144,102.28192876302725,5,7,0.7142857142857143
441,9.011537007638253,12,5.885085392743349,43,102.2236005313318,7,11,0.6363636363636364
665,13.588825646438636,20,9.808475654572248,249,102.22252351795096,5,7,0.7142857142857143
263,5.374227285734378,12,5.885085392743349,146,102.16387062079893,10,18,0.5555555555555556
701,14.324461320531555,20,9.808475654572248,143,102.1375847842255,3,7,0.42857142857142855
342,6.988538903882727,8,3.9233902618288994,196,102.0913502062919,7,13,0.5384615384615384
702,14.344895644811913,16,7.846780523657799,145,101.99347349768854,4,7,0.5714285714285714
525,10.728020247188397,20,9.808475654572248,145,101.98641862269572,5,9,0.5555555555555556
342,6.988538903882727,16,7.846780523657799,196,101.93714775560328,7,13,0.5384615384615384
703,14.365329969092272,16,7.846780523657799,141,101.93399294344854,4,7,0.5714285714285714
465,9.501960790366866,6,2.9425426963716745,388,101.86948594955231,5,10,0.5
352,7.1928821466863155,20,9.808475654572248,138,101.85145270676286,9,13,0.6923076923076923
526,10.748454571468756,16,7.846780523657799,145,101.82095455649076,5,9,0.5555555555555556
662,13.52752267359756,20,9.808475654572248,264,101.75633882769732,5,7,0.7142857142857143
341,6.968104579602368,20,9.808475654572248,203,101.75141023110466,6,13,0.46153846153846156
421,8.602850522031076,16,7.846780523657799,147,101.6110446119688,5,11,0.45454545454545453
462,9.44065781752579,16,7.846780523657799,401,101.60160946140185,6,10,0.6
124,2.5338562107644975,20,9.808475654572248,17,101.59927448716584,20,38,0.5263157894736842
210,4.291208098875359,20,9.808475654572248,148,101.35757482270633,10,22,0.45454545454545453
310,6.334640526911244,20,9.808475654572248,79,101.33239780588521,7,15,0.4666666666666667
466,9.522395114647225,12,5.885085392743349,384,101.32342030627711,6,10,0.6
660,13.486654025036842,20,9.808475654572248,271,101.31552198416965,6,7,0.8571428571428571
667,13.629694294999354,20,9.808475654572248,242,101.26089781566091,5,7,0.7142857142857143
233,4.761197557323612,16,7.846780523657799,147,101.23998837802175,9,20,0.45
