target_id,quarter,sample_stratum,raw_top1_mes,raw_top1_period_days,raw_top1_epoch_days,raw_top1_duration_hours,event_consistency_score,robust_veto_score,hardened_period_days,hardened_epoch_days,hardened_duration_hours,selected_raw_mes,consistency_weight,valid_event_count,event_observability_fraction,positive_event_fraction,single_event_fraction,leave_one_out_ratio_normalized,event_consistent_flag,transit_consistency_veto_pass,diagnostic_consistency_veto_pass,event_depth_chi2_pvalue,event_depth_reduced_chi2,odd_even_tested,odd_even_depth_pvalue,odd_even_depth_z,odd_even_depth_difference_fraction,robust_event_snr,fails_min_events,fails_observability,fails_positive_events,fails_single_event_dominance,fails_leave_one_out,fails_depth_chi2,fails_odd_even,fails_robust_sign,veto_reason,diagnostic_veto_reason,any_candidate_survives_veto,selection_status,ranking_changed,raw_score_threshold,hardened_score_threshold,hardened_score_name,raw_empirical_p_value,hardened_empirical_p_value,raw_passes_fap,hardened_passes_fap
10718455,5,long_memory,120.77801205594815,8.296294540559757,443.9198779977196,9.808427043026313,78.96340733304804,94.8057589800534,8.929755453755206,450.7039812505682,7.8467416344210505,94.8057589800534,0.8328967373138324,9,0.9,1.0,0.3500072021894175,0.7312418975369049,True,True,True,0.35580405001965104,1.1052435757674912,True,0.8514969359505912,-0.1872087865643378,0.15093685125149203,2.6718413325438632,False,False,False,False,False,False,False,False,pass,pass,True,raw_failed_event_penalty_rank,True,276.4582325664151,261.3412819484477,robust_veto_score,0.6336633663366337,0.8316831683168316,False,False
