injected_period_days,injected_duration_hours,injected_depth,epoch_phase_fraction,injected_epoch_days,observable_transit_count,in_transit_observation_count,raw_bls_recovered_period_days,raw_bls_recovered_score,raw_bls_period_matched,raw_bls_passes_fap_1_percent,raw_bls_recovered,existing_tcf_recovered_period_days,existing_tcf_recovered_score,existing_tcf_period_matched,existing_tcf_passes_fap_1_percent,existing_tcf_recovered,existing_tcf_exact_period_present_top10,existing_tcf_exact_period_rank_top10,kalman_depth_retention_fraction,kalman_snr_retention_fraction,kalman_bls_recovered_period_days,kalman_bls_recovered_power,kalman_bls_recovered,kalman_tcf_recovered_period_days,kalman_tcf_recovered_score,kalman_tcf_recovered,gp_depth_retention_fraction,gp_snr_retention_fraction,gp_length_scale_days,gp_bls_recovered_period_days,gp_bls_recovered_power,gp_bls_recovered,gp_tcf_recovered_period_days,gp_tcf_recovered_score,gp_tcf_recovered,gp_tcf_exact_period_rank_top10,existing_bls_tcf_union,existing_without_gp_union,raw_bls_union_gp_tcf,existing_bls_tcf_union_gp_tcf,existing_bls_tcf_kalman_tcf_union_gp_tcf,all_six_union,gp_tcf_only_vs_raw_bls,raw_bls_only_vs_gp_tcf,gp_tcf_unique_vs_existing_without_gp,gp_bls_unique_vs_existing_without_gp
2.0,8.0,0.001,0.75,445.01122690278135,47,747,1.994994994994995,533.1978774414894,True,True,True,1.9996999699969995,70.86198477876519,True,True,True,True,1,0.0123952362494379,0.0216918649058111,1.0,0.0031878957092839,True,1.9996999699969995,70.02956834747651,True,0.9950985953937652,1.7587911066295752,3.162972648321324,1.994994994994995,0.0200094239387653,True,1.0014001400140011,62.89777626721969,True,2.0,True,True,True,True,True,True,False,False,False,False
5.0,2.0,0.0002,0.15,444.26122690278135,19,71,11.72072072072072,51.40852809122192,False,False,False,2.512151215121512,18.526646771988244,True,True,True,True,4,0.5046952339211985,0.9905226680527712,2.5135135135135136,0.0010212563317492,True,2.512151215121512,19.497821004109664,True,1.0000826489721142,1.9489526093801153,1.7354762598765512,2.5135135135135136,0.0017789964178975,True,1.6748674867486748,15.469145392866857,False,3.0,True,True,False,True,True,True,False,False,False,False
5.0,2.0,0.0002,0.45,445.76122690278135,19,71,11.72072072072072,49.450904701527655,False,False,False,2.512151215121512,18.61473776793468,True,True,True,True,4,0.3703708285437382,0.7230979703752582,2.5135135135135136,0.0010427278222017,True,2.512151215121512,19.396099513187966,True,1.0909825170487848,2.10378755849663,1.8327565907890877,2.5135135135135136,0.0018431456539813,True,1.6748674867486748,15.474318225825424,False,4.0,True,True,False,True,True,True,False,False,False,False
5.0,2.0,0.0002,0.75,447.26122690278135,19,77,11.72072072072072,47.41571490691889,False,False,False,2.512151215121512,18.554735712947977,True,True,True,True,3,0.4246013285514688,0.8234387193309224,2.5135135135135136,0.0010478346682058,True,1.6748674867486748,21.68801172691323,False,0.8921271704216017,1.699382946161594,1.7169878685125295,2.5135135135135136,0.0016783531739815,False,1.6762676267626762,14.782412426234249,False,4.0,True,True,False,True,True,True,False,False,False,False
5.0,2.0,0.0005,0.15,444.26122690278135,19,71,4.993993993993994,82.26547612983373,True,True,True,4.998799879987999,30.68985123795092,True,True,True,True,1,0.2861675886207262,0.5555012259567031,2.4994994994994997,0.0012655327673972,True,4.998799879987999,30.748225530489982,True,0.9702737343414616,1.7708011283459386,1.0,4.993993993993994,0.0028888938295628,True,2.4995499549954996,26.47587229098551,True,2.0,True,True,True,True,True,True,False,False,False,False
5.0,2.0,0.0005,0.45,445.76122690278135,19,71,4.993993993993994,81.68640597669989,True,True,True,5.0002000200020005,25.56696653882849,True,True,True,True,1,0.2567932466621215,0.4938796636133307,9.996996996996996,0.0011793846171357,True,5.0002000200020005,27.17002753460682,True,0.9486794178053513,1.698293140055182,1.0,4.993993993993994,0.0027178641262946,True,5.003000300030003,23.225673716144865,True,1.0,True,True,True,True,True,True,False,False,False,False
5.0,2.0,0.0005,0.75,447.26122690278135,19,77,4.993993993993994,81.43940921125245,True,True,True,4.998799879987999,28.113506715315257,True,True,True,True,1,0.2565133388355981,0.4916755731743646,2.4994994994994997,0.0013865098155489,True,4.998799879987999,30.77762098197775,True,0.901654499959746,1.6107126794926636,1.0,4.993993993993994,0.0026964653817024,True,5.001600160016001,23.26890037113299,True,1.0,True,True,True,True,True,True,False,False,False,False
5.0,2.0,0.001,0.15,444.26122690278135,19,71,4.993993993993994,159.4738349063784,True,True,True,4.998799879987999,52.37007964244307,True,True,True,True,1,0.1288254159120166,0.2398072325663143,2.4994994994994997,0.0021276450586667,True,4.998799879987999,52.372116735097826,True,0.9584947865308832,1.6485987044074026,1.0,4.993993993993994,0.0055118997574227,True,2.4995499549954996,52.047002296362145,True,2.0,True,True,True,True,True,True,False,False,False,False
5.0,2.0,0.001,0.45,445.76122690278135,19,71,4.993993993993994,158.9302855086905,True,True,True,5.0002000200020005,48.136605375122464,True,True,True,True,1,0.1027106606785233,0.1891292013965697,9.996996996996996,0.0020434399743125,True,5.0002000200020005,48.65012277771995,True,0.9391397190674242,1.536897838156201,1.0,4.993993993993994,0.0052433618566151,True,2.500950095009501,46.962412602766065,True,2.0,True,True,True,True,True,True,False,False,False,False
5.0,2.0,0.001,0.75,447.26122690278135,19,77,4.993993993993994,162.32432061507288,True,True,True,4.998799879987999,50.91825847659068,True,True,True,True,1,0.1329623508345769,0.2447579144728947,2.4994994994994997,0.0022362405050712,True,4.998799879987999,52.344448992800494,True,0.8777241960874697,1.4205548300636104,1.0,4.993993993993994,0.0053044733102756,True,2.4995499549954996,48.57436900010928,True,2.0,True,True,True,True,True,True,False,False,False,False
5.0,4.0,0.0002,0.15,444.26122690278135,19,143,4.993993993993994,59.29047923845442,True,False,False,2.512151215121512,19.010986329387585,True,True,True,True,4,0.1808804639652439,0.3606088081568229,2.5135135135135136,0.0010403362684844,True,2.512151215121512,19.501071891102704,True,0.935494979134564,1.829668070165736,1.8701879122695944,4.993993993993994,0.0020780204908899,True,1.6748674867486748,15.37736752256144,False,3.0,True,True,False,True,True,True,False,False,False,False
5.0,4.0,0.0002,0.45,445.76122690278135,19,143,5.008008008008008,61.21730846881703,True,True,True,2.512151215121512,18.620477395857996,True,True,True,True,2,0.1421715858015526,0.2813443010762781,2.5135135135135136,0.0010274558784916,True,2.512151215121512,19.413473150463513,True,0.985765212610464,1.884986059447393,1.9250534626468392,5.008008008008008,0.002187432029303,True,1.6748674867486748,15.115631613694667,False,3.0,True,True,True,True,True,True,False,True,False,False
5.0,4.0,0.0002,0.75,447.26122690278135,19,153,4.993993993993994,52.17026835201962,True,False,False,2.512151215121512,18.633621839656087,True,True,True,True,2,0.1917679200218146,0.3709881923172174,2.5135135135135136,0.0010358699263592,True,2.512151215121512,18.40345099313402,True,0.8938774565757804,1.6786438151570549,1.7552708632163905,4.993993993993994,0.0017449016626077,True,1.6762676267626762,14.285808929819003,False,3.0,True,True,False,True,True,True,False,False,False,False
5.0,4.0,0.0005,0.15,444.26122690278135,19,143,4.993993993993994,135.82850873577178,True,True,True,5.001600160016001,41.506225040792096,True,True,True,True,1,0.0969544383992579,0.1891185493417897,4.993993993993994,0.001237922575301,True,5.0002000200020005,41.90051626193755,True,0.8767806417821367,1.5247429343758645,1.0,4.993993993993994,0.0044057667685929,True,2.5023502350235023,25.43191232540403,True,2.0,True,True,True,True,True,True,False,False,False,False
5.0,4.0,0.0005,0.45,445.76122690278135,19,143,4.993993993993994,134.8560741804568,True,True,True,5.0002000200020005,41.147657205614394,True,True,True,True,1,0.0660352407927406,0.1281336808112144,2.4994994994994997,0.0012649793617671,True,5.0002000200020005,42.52126510996558,True,0.8874037286290785,1.5428287503346072,1.0,4.993993993993994,0.0042725739244373,True,5.003000300030003,24.14359167232987,True,1.0,True,True,True,True,True,True,False,False,False,False
5.0,4.0,0.0005,0.75,447.26122690278135,19,153,4.993993993993994,132.70852717958158,True,True,True,5.0002000200020005,43.94660367996614,True,True,True,True,1,0.079191068472188,0.1515180028570991,4.993993993993994,0.0012898104816128,True,5.0002000200020005,44.22364975318719,True,0.8686194147040917,1.4738995900217629,1.0,4.993993993993994,0.0042602001171872,True,2.498149814981498,22.262300949502816,True,2.0,True,True,True,True,True,True,False,False,False,False
5.0,4.0,0.001,0.15,444.26122690278135,19,143,4.993993993993994,264.96053559310604,True,True,True,5.0002000200020005,84.68912396614034,True,True,True,True,1,0.0463679873161443,0.0865273362529657,9.996996996996996,0.002068541883004,True,5.001600160016001,84.81504652625057,True,0.8127474294434219,1.1387302083952444,1.0,4.993993993993994,0.007960407526812,True,2.5023502350235023,41.68053793578336,True,2.0,True,True,True,True,True,True,False,False,False,False
5.0,4.0,0.001,0.45,445.76122690278135,19,143,4.993993993993994,264.80231948132047,True,True,True,4.998799879987999,83.54201547195672,True,True,True,True,1,0.0280702839794017,0.0520649700960197,2.4994994994994997,0.0021214461759777,True,4.998799879987999,84.3619814501642,True,0.8372003612988229,1.201238040400307,1.0,4.993993993993994,0.0080939099368852,True,2.500950095009501,39.38277979341768,True,2.0,True,True,True,True,True,True,False,False,False,False
5.0,4.0,0.001,0.75,447.26122690278135,19,153,4.993993993993994,266.93895855885165,True,True,True,5.0002000200020005,88.06307158729824,True,True,True,True,1,0.036999728718893,0.0679344052216167,4.993993993993994,0.0021959946432451,True,5.0002000200020005,87.93186282564639,True,0.8258460352795317,1.1942527051452745,1.0,4.993993993993994,0.0082392271551027,True,2.4995499549954996,42.70312653563981,True,2.0,True,True,True,True,True,True,False,False,False,False
5.0,8.0,0.0002,0.15,444.26122690278135,19,290,5.008008008008008,89.44472498017102,True,True,True,2.512151215121512,19.028352776201658,True,True,True,True,3,0.0883863373279331,0.1746896679333121,2.5135135135135136,0.0011138620866569,True,2.512151215121512,19.16665922438866,True,0.8137563032993165,1.4941472098893305,1.0,5.008008008008008,0.002649846955586,True,5.025402540254025,15.377539618342167,False,1.0,True,True,True,True,True,True,False,True,False,False
