injected_depth,miss_count,median_gp_depth_retention_fraction,median_gp_snr_retention_fraction,median_kalman_depth_retention_fraction,median_kalman_snr_retention_fraction
0.0002,4,0.8547832265475763,1.6637638155283911,0.3363912123366303,0.6587307637767312
