method,n_cases,uncalibrated_harmonic_recovery,fraction_above_fap_threshold,harmonic_recovery_at_common_fap,median_score,median_threshold,ranking_changed_fraction
tps_like_raw_top1,60,0.21666666666666667,0.06666666666666667,0.06666666666666667,93.88503443526545,214.10419141702835,
tps_like_event_consistency_hardened,60,0.21666666666666667,0.06666666666666667,0.06666666666666667,47.67559113831015,157.93830279399305,0.0
