target_id,quarter,sample_stratum,raw_top1_mes,raw_top1_period_days,raw_top1_epoch_days,raw_top1_duration_hours,event_consistency_score,hardened_period_days,hardened_epoch_days,hardened_duration_hours,selected_raw_mes,consistency_weight,valid_event_count,event_observability_fraction,positive_event_fraction,single_event_fraction,leave_one_out_ratio_normalized,event_consistent_flag,ranking_changed,raw_score_threshold,hardened_score_threshold,raw_empirical_p_value,hardened_empirical_p_value,raw_passes_fap,hardened_passes_fap
10718455,5,long_memory,120.77801205594815,8.296294540559757,443.9198779977196,9.808427043026313,0.0,8.296294540559757,443.9198779977196,9.808427043026313,120.77801205594815,0.0,12,1.0,0.4166666666666667,0.44761289425515066,0.0,False,False,276.4582325664151,191.0086201394052,0.6336633663366337,1.0,False,False
12645975,5,gap_heavy,25.18224813258745,13.609148362535052,455.3015103537691,9.808395216241479,0.0,13.609148362535052,455.3015103537691,9.808395216241479,25.18224813258745,0.0,7,1.0,0.5714285714285714,0.45642573857740776,0.0,False,False,64.59926405062633,51.87024903258134,0.9306930693069307,1.0,False,False
2715763,5,quiet_low_scatter,35.63616936971049,10.993777696276084,454.40206083362864,9.8085748963058,0.0,10.993777696276084,454.40206083362864,9.8085748963058,35.63616936971049,0.0,8,1.0,0.5,0.4899348423775141,0.0,False,False,115.51356235887292,79.58711192054024,0.900990099009901,1.0,False,False
1431344,5,gap_heavy,93.01639471213781,12.260731088463217,449.64086386159033,9.808584870770574,71.80945607389447,12.260731088463217,449.64086386159033,9.808584870770574,93.01639471213781,0.7720085937121789,8,1.0,0.625,0.28154943960681406,0.6921810205758361,False,False,122.31882622854027,98.78636198738378,0.15841584158415842,0.1485148514851485,False,False
10677499,5,high_scatter,55.26710905843626,14.304007886676118,446.9433905643891,9.808462550863624,47.6542244761493,14.304007886676118,446.9433905643891,9.808462550863624,55.26710905843626,0.8622528894312613,5,0.7142857142857143,1.0,0.29624203754720996,0.8796974530659876,True,False,284.30079421952524,224.7929701590781,1.0,0.693069306930693,False,False
10223890,5,quiet_low_scatter,101.05541370368394,13.915774834924378,447.6993529891952,9.808475654572248,53.92235288380357,13.915774834924378,447.6993529891952,9.808475654572248,101.05541370368394,0.5335919265237529,6,0.8571428571428571,0.6666666666666666,0.4863984795394365,0.23017995534589994,False,False,151.75015026764157,124.86798544858092,0.04950495049504951,0.13861386138613863,False,False
11245408,5,long_memory,413.14639923413705,2.94253187533468,445.6971814974859,9.808439584448934,254.24579458328571,2.94253187533468,445.6971814974859,9.808439584448934,413.14639923413705,0.6153891091743494,32,1.0,0.5625,0.1554013717525924,0.29244085251475904,False,False,1324.993445080567,890.0902589598549,0.6633663366336634,0.3069306930693069,False,False
2996004,5,high_scatter,26.44679592876307,9.195538860512897,444.9408148622315,9.80857478454709,0.0,9.195538860512897,444.9408148622315,9.80857478454709,26.44679592876307,0.0,11,1.0,0.45454545454545453,0.3590265582595998,0.0,False,False,1037.7554349203942,786.227170394622,1.0,1.0,False,False
11450313,5,smooth_background_dominant,57.6745290254424,10.033198544617335,447.0052440154577,9.808422202477232,0.0,10.033198544617335,447.0052440154577,9.808422202477232,57.6745290254424,0.0,10,1.0,0.5,0.2977871088323816,0.0,False,False,112.0806431964083,92.0453369552804,0.45544554455445546,1.0,False,False
11666946,5,smooth_background_dominant,97.83338049279456,13.547900345292874,443.65364289570425,9.808434639126062,78.83739465269286,13.547900345292874,443.65364289570425,9.808434639126062,97.83338049279456,0.8058332877345401,7,1.0,0.8571428571428571,0.37423352998689,0.6738582113923356,True,False,330.38879316537,271.45611822217575,1.0,0.8613861386138614,False,False
