injected_period_days,injection_count,period_match_rate,detection_rate_fap_1_percent,recovery_rate_fap_1_percent,detection_rate_fap_0_1_percent,recovery_rate_fap_0_1_percent,median_period_error_fraction,median_depth_retention_fraction,median_duration_recovery_fraction
2.0,27,0.9259259259259259,0.8888888888888888,0.8888888888888888,0.8148148148148148,0.8148148148148148,0.00025025025025027237,0.8511423390660394,0.9750000000000001
5.0,27,0.8888888888888888,0.8148148148148148,0.8148148148148148,0.7777777777777778,0.7777777777777778,0.0012012012012011298,0.8377978632940982,1.2750000000000001
10.0,27,0.8518518518518519,0.7777777777777778,0.7777777777777778,0.6296296296296297,0.6296296296296297,0.00030030030030037125,0.9852105167354047,0.9750000000000001
