injected_duration_hours,injection_count,period_match_rate,detection_rate_fap_1_percent,recovery_rate_fap_1_percent,detection_rate_fap_0_1_percent,recovery_rate_fap_0_1_percent,median_period_error_fraction,median_depth_retention_fraction,median_duration_recovery_fraction
2.0,27,0.7037037037037037,0.6666666666666666,0.6666666666666666,0.6296296296296297,0.6296296296296297,0.0012012012012011298,0.8284916606808003,1.35
4.0,27,0.9629629629629629,0.8148148148148148,0.8148148148148148,0.7037037037037037,0.7037037037037037,0.00030030030030037125,0.9248047259439954,0.9750000000000001
8.0,27,1.0,1.0,1.0,0.8888888888888888,0.8888888888888888,0.0012012012012011298,0.9205386730169347,1.1062500000000002
