configuration,transit_window,center_time,time,phase_days,normalized_flux,injected_flux,in_transit,gp_background,gp_background_std,gp_residual
optimized_reference,0,444.51122690278135,444.389892981264,-0.12133392151736189,3.2233849382778956e-05,3.2233849382778956e-05,False,-0.00023549193629776762,2.9159538988516172e-05,0.00026772578568054657
optimized_reference,0,444.51122690278135,444.41032708135026,-0.100899821431085,-4.4923449139755434e-05,-4.4923449139755434e-05,False,-0.0002386455564535421,2.9087417957090413e-05,0.00019372210731378667
optimized_reference,0,444.51122690278135,444.43076118156023,-0.08046572122111684,3.0194449421871994e-05,-0.000969805550578128,True,-0.00024138717937217946,2.90221037791219e-05,-0.0007284183712059486
optimized_reference,0,444.51122690278135,444.4511952818866,-0.06003162089473335,-4.5489949128896257e-05,-0.0010454899491288963,True,-0.00024370952298246977,2.8963966981514765e-05,-0.0008017804261464265
optimized_reference,0,444.51122690278135,444.4716294823811,-0.03959742040024139,3.574614931545206e-05,-0.000964253850684548,True,-0.00024560675784420297,2.8913194257908424e-05,-0.000718647092840345
optimized_reference,0,444.51122690278135,444.49206348296866,-0.01916341981268488,8.979024828059678e-05,-0.0009102097517194032,True,-0.00024707448259739945,2.8869798799924668e-05,-0.0006631352691220038
optimized_reference,0,444.51122690278135,444.5124975837025,0.001270680921152234,4.254414918536398e-05,-0.000957455850814636,True,-0.0002481098168624369,2.8833630644737986e-05,-0.0007093460339521991
optimized_reference,0,444.51122690278135,444.5329315845447,0.021704681763367262,-4.1524449204799474e-05,-0.0010415244492047995,True,-0.00024871132130125685,2.8804394629491134e-05,-0.0007928131279035426
optimized_reference,0,444.51122690278135,444.55336578554125,0.0421388827599003,4.8435749072428536e-05,-0.0009515642509275715,True,-0.0002488790463488974,2.878166636391854e-05,-0.0007026852045786741
optimized_reference,0,444.51122690278135,444.57379988668254,0.06257298390119104,8.667449834076635e-06,-0.0009913325501659234,True,-0.00024861449710848055,2.8764913072737916e-05,-0.0007427180530574428
optimized_reference,0,444.51122690278135,444.5942338879395,0.08300698515813565,4.31106491745048e-05,-0.0009568893508254952,True,-0.0002479206424345175,2.875351266335028e-05,-0.0007089687083909777
optimized_reference,0,444.51122690278135,444.6146680893362,0.10344118655484635,9.092324825887843e-05,9.092324825887843e-05,False,-0.00024680186309751495,2.8746774773965218e-05,0.0003377251113563934
optimized_reference,0,444.51122690278135,444.63510219085583,0.12387528807448689,-4.135449920839029e-06,-4.135449920839029e-06,False,-0.0002452639718934788,2.87439615054867e-05,0.00024112852197263977
optimized_reference,0,444.51122690278135,444.6555362924846,0.1443093897032668,,,False,-0.00024331413727526462,2.8744306702302367e-05,
optimized_reference,0,444.51122690278135,444.6759703942662,0.1647434914848418,5.002194904202284e-05,5.002194904202284e-05,False,-0.00024096086793194346,2.874703477421406e-05,0.0002909828169739663
optimized_reference,0,444.51122690278135,444.6964044961642,0.18517759338283213,-1.5578749701705696e-05,-1.5578749701705696e-05,False,-0.00023821396531058942,2.87513778054111e-05,0.00022263521560888372
optimized_reference,0,444.51122690278135,444.7168385982004,0.20561169541906565,-4.141114920697131e-05,-4.141114920697131e-05,False,-0.00023508447532708237,2.875659100302999e-05,0.00019367332612011106
optimized_reference,0,444.51122690278135,444.73727270036034,0.22604579757899046,-1.002704980801461e-05,-1.002704980801461e-05,False,-0.0002315846351296988,2.8761966264725518e-05,0.00022155758532168418
