injected_depth,injection_count,star_count,median_background_tau_acf_e_days,median_background_to_transit_acf_e,harmonic_bls_recovery_rate,harmonic_tcf_recovery_rate,harmonic_union_recovery_rate,harmonic_both_rate,harmonic_bls_only_rate,harmonic_tcf_only_rate,harmonic_neither_rate,exact_union_recovery_rate
0.0005,450,50,0.020434626705537084,0.24521525634918362,0.4177777777777778,0.06222222222222222,0.44222222222222224,0.03777777777777778,0.38,0.024444444444444446,0.5577777777777778,0.43777777777777777
0.001,450,50,0.020434626705537084,0.24521525634918362,0.6355555555555555,0.29333333333333333,0.7666666666666667,0.1622222222222222,0.47333333333333333,0.13111111111111112,0.23333333333333334,0.7288888888888889
