gap_mode,duration_cadences,depth,n_null_trials,threshold_far_0.1,threshold_far_0.05,threshold_far_0.01
longest_contiguous,6,0.0005,8,1.0549060784171893,1.3410085049079494,1.569890446100558
longest_contiguous,6,0.001,8,1.0549060784171893,1.3410085049079492,1.5698904461005576
longest_contiguous,6,0.002,8,1.0549060784171895,1.3410085049079496,1.569890446100558
full_grid_missing,6,0.0005,120,1.4890387195541848,2.1781181311935596,3.728510307077786
full_grid_missing,6,0.001,120,1.4890387195541848,2.1781181311935596,3.7285103070777863
full_grid_missing,6,0.002,120,1.4890387195541848,2.17811813119356,3.7285103070777863
interpolated_full_grid,6,0.0005,120,1.5989508032299904,1.9743790758839004,2.9747049837486688
interpolated_full_grid,6,0.001,120,1.598950803229991,1.9743790758839004,2.974704983748668
interpolated_full_grid,6,0.002,120,1.5989508032299906,1.9743790758839004,2.974704983748668
