run_id,config_hash,star_id,treatment,detector,score_name,score_definition,fap_level,fap_threshold,null_trial_count,error,diagnostics
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9542723_q5,arima,bls,bls_power,bls_power,0.01,0.0010529191718835977,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9542723_q5,arima,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,10.521580398871698,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9542723_q5,arima,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,108.26409992076566,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9542723_q5,arima,tps_like,tps_like_mes,tps_like_mes,0.01,118.93558194228356,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9542723_q5,arima,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,118.93558194228356,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9542723_q5,gp,bls,bls_power,bls_power,0.01,0.002493663271097448,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9542723_q5,gp,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,7.419140316798391,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9542723_q5,gp,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,68.03792903499311,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9542723_q5,gp,tps_like,tps_like_mes,tps_like_mes,0.01,97.97844895618304,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9542723_q5,gp,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,92.77478652888138,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9542723_q5,kalman,bls,bls_power,bls_power,0.01,0.0010833642252420419,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9542723_q5,kalman,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,11.149644369102017,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9542723_q5,kalman,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,91.40846227824143,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9542723_q5,kalman,tps_like,tps_like_mes,tps_like_mes,0.01,116.73651707193366,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9542723_q5,kalman,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,112.61347762835341,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9542723_q5,raw,bls,bls_power,bls_power,0.01,0.02908926896388227,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9542723_q5,raw,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,7.072392947597946,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9542723_q5,raw,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,516.1799602484898,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9542723_q5,raw,tps_like,tps_like_mes,tps_like_mes,0.01,695.8840101126434,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9542723_q5,raw,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,566.8823577472506,100,,
