injected_duration_hours,injection_count,star_count,tcf_harmonic_rank1_rate,bls_harmonic_rank1_rate,tcf_exact_rank1_rate,bls_exact_rank1_rate,tcf_exact_top10_rate,bls_exact_top10_rate,tcf_detection_rate_fap,bls_detection_rate_fap,tcf_harmonic_recovery_rate_fap,bls_harmonic_recovery_rate_fap,harmonic_union_recovery_rate_fap,tcf_exact_recovery_rate_fap,bls_exact_recovery_rate_fap,exact_union_recovery_rate_fap,exact_tcf_only_rate,exact_bls_only_rate,exact_neither_rate,median_tcf_score,median_bls_sde,median_tcf_exact_rank_top10,median_bls_exact_rank_top10,arima_convergence_rate,median_total_runtime_seconds
2.0,300,50,0.49,0.5366666666666666,0.29333333333333333,0.53,0.4,0.6033333333333334,0.24,0.5366666666666666,0.16666666666666666,0.41,0.4866666666666667,0.10666666666666667,0.41,0.45666666666666667,0.04666666666666667,0.35,0.5433333333333333,9.059827880509857,6.297667657915385,1.0,1.0,1.0,14.504365104017777
4.0,300,50,0.5533333333333333,0.6566666666666666,0.37333333333333335,0.6566666666666666,0.43666666666666665,0.7033333333333334,0.33,0.6466666666666666,0.23666666666666666,0.5433333333333333,0.6533333333333333,0.18666666666666668,0.5433333333333333,0.6333333333333333,0.09,0.44666666666666666,0.36666666666666664,10.449088529552107,8.689517488353818,1.0,1.0,1.0,13.781953458325006
8.0,300,50,0.46,0.7166666666666667,0.2733333333333333,0.7166666666666667,0.42333333333333334,0.7533333333333333,0.21333333333333335,0.7166666666666667,0.13,0.6266666666666667,0.6733333333333333,0.09666666666666666,0.6266666666666667,0.66,0.03333333333333333,0.5633333333333334,0.34,8.37113216855898,10.102282338127155,1.0,1.0,1.0,14.4871884790482
