epoch_phase_fraction,injection_count,star_count,tcf_harmonic_rank1_rate,bls_harmonic_rank1_rate,tcf_exact_rank1_rate,bls_exact_rank1_rate,tcf_exact_top10_rate,bls_exact_top10_rate,tcf_detection_rate_fap,bls_detection_rate_fap,tcf_harmonic_recovery_rate_fap,bls_harmonic_recovery_rate_fap,harmonic_union_recovery_rate_fap,tcf_exact_recovery_rate_fap,bls_exact_recovery_rate_fap,exact_union_recovery_rate_fap,exact_tcf_only_rate,exact_bls_only_rate,exact_neither_rate,median_tcf_score,median_bls_sde,median_tcf_exact_rank_top10,median_bls_exact_rank_top10,arima_convergence_rate,median_total_runtime_seconds
0.45,900,50,0.5011111111111111,0.6366666666666667,0.31333333333333335,0.6344444444444445,0.42,0.6866666666666666,0.2611111111111111,0.6333333333333333,0.17777777777777778,0.5266666666666666,0.6044444444444445,0.13,0.5266666666666666,0.5833333333333334,0.056666666666666664,0.4533333333333333,0.4166666666666667,9.22823231006624,8.622645282905905,1.0,1.0,1.0,14.174333396018483
