target_id,quarter,selection_group,injected_period_days,injected_epoch_days,epoch_phase_fraction,injected_duration_hours,injected_depth,in_transit_observation_count,arima_injection_mode,success,error,arima_converged,arima_runtime_seconds,tcf_runtime_seconds,bls_runtime_seconds,total_runtime_seconds,tcf_recovered_period_days,tcf_recovered_epoch_days,tcf_recovered_duration_hours,tcf_score,tcf_raw_pooled_score,tcf_valid_transit_events,tcf_positive_transit_events,tcf_positive_event_fraction,tcf_median_event_score,tcf_period_error_fraction,tcf_exact_period_error_fraction,tcf_period_matched,tcf_exact_period_matched,tcf_exact_period_rank_top10,tcf_exact_period_present_top10,tcf_half_period_rank_top10,tcf_double_period_rank_top10,tcf_triple_period_rank_top10,tcf_top_periods_json,tcf_top_scores_json,bls_recovered_period_days,bls_recovered_transit_time,bls_recovered_duration_hours,bls_recovered_depth,bls_power,bls_sde,bls_period_error_fraction,bls_exact_period_error_fraction,bls_period_matched,bls_exact_period_matched,bls_exact_period_rank_top10,bls_exact_period_present_top10,bls_half_period_rank_top10,bls_double_period_rank_top10,bls_triple_period_rank_top10,bls_top_periods_json,bls_top_sde_json,tcf_fap_threshold,bls_fap_threshold,tcf_global_empirical_p_value,bls_global_empirical_p_value,tcf_passes_fap,bls_passes_fap,tcf_harmonic_recovered,bls_harmonic_recovered,tcf_exact_recovered,bls_exact_recovered,harmonic_both,harmonic_tcf_only,harmonic_bls_only,harmonic_neither,harmonic_union,exact_both,exact_tcf_only,exact_bls_only,exact_neither,exact_union,noise_quartile,robust_flux_scatter_ppm,gap_fraction,lag_one_flux_acf,six_hour_scatter_proxy_ppm
11904151,5,reference,2.0,444.4112269027813,0.45,2.0,0.0005,183,filter,True,,True,0.0296429158188402,29.63368158298545,0.1770267919637262,29.843353082891554,1.0,444.43025783594527,1.5,33.793242180554955,31.988177127028365,92,68,0.7391304347826086,3.5231890461836204,0.0,0.5,True,False,,False,1.0,3.0,2.0,"[1.0, 5.999666555518506, 4.00166722240747, 7.997665888629544, 10.000333444481495]","[33.793242180554955, 26.889455538852612, 26.442100244287587, 23.22096390516809, 22.893650678222507]",1.9989996665555188,444.4424769027813,2.7,0.0003477256286748,0.0053626908777443,12.943576919067022,0.0005001667222406,0.0005001667222406,True,True,1.0,True,2.0,3.0,4.0,"[1.9989996665555188, 1.0, 4.00166722240747, 5.999666555518506, 8.002334111370457]","[12.943576919067022, 8.827703516966023, 8.754014953313053, 7.2203591376497815, 6.2965621813517085]",16.085275694914447,5.684844459265036,0.0024937655860349127,0.0024937655860349127,True,True,True,True,False,True,True,False,False,False,True,False,False,True,False,True,lowest_scatter,123.63222550869293,0.03193785066896848,0.8052428510473029,56.98672894551581
11904151,5,reference,2.0,444.4112269027813,0.45,2.0,0.001,183,filter,True,,True,0.0271117500960826,20.826850458048284,0.1517557080369442,21.00698162498884,1.0,444.43025783594527,1.5,58.47604155503057,63.94931081482544,92,68,0.7391304347826086,6.096548770612178,0.0,0.5,True,False,,False,1.0,2.0,3.0,"[1.0, 4.00166722240747, 5.999666555518506, 7.997665888629544, 10.000333444481495]","[58.47604155503057, 57.7280591173712, 53.580078400483295, 46.55216245393959, 43.71933951647922]",1.9989996665555188,444.4424769027813,2.7,0.0006982075550306,0.0107678899033249,21.41745700300947,0.0005001667222406,0.0005001667222406,True,True,1.0,True,2.0,3.0,4.0,"[1.9989996665555188, 1.0, 4.00166722240747, 5.999666555518506, 7.997665888629544]","[21.417457003009474, 15.253630287536968, 14.914719348804148, 12.286010913917725, 10.739180088951747]",16.085275694914447,5.684844459265036,0.0024937655860349127,0.0024937655860349127,True,True,True,True,False,True,True,False,False,False,True,False,False,True,False,True,lowest_scatter,123.63222550869293,0.03193785066896848,0.8052428510473029,56.98672894551581
11904151,5,reference,2.0,444.4112269027813,0.45,4.0,0.0005,377,filter,True,,True,0.0212492081336677,19.730223207967356,0.1574474999215454,19.90957654081285,5.999666555518506,446.4194726365705,3.928571428571429,40.09369205441054,33.03000123797305,16,14,0.875,10.023423013602637,0.4999166388796265,1.9998332777592531,False,False,,False,3.0,,1.0,"[5.999666555518506, 7.997665888629544, 1.0, 12.003001000333445, 10.000333444481495]","[40.09369205441054, 33.74450064791742, 33.12601599200364, 30.358967961548895, 29.853915853080235]",1.9989996665555188,444.42997690278133,3.9,0.0004612216734231,0.0084349936135236,17.621386290370598,0.0005001667222406,0.0005001667222406,True,True,1.0,True,3.0,2.0,4.0,"[1.9989996665555188, 4.00166722240747, 1.0, 5.999666555518506, 8.002334111370457]","[17.621386290370598, 11.86946207161944, 11.594490354969878, 9.766021840099432, 8.491187939298305]",16.085275694914447,5.684844459265036,0.0024937655860349127,0.0024937655860349127,True,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,lowest_scatter,123.63222550869293,0.03193785066896848,0.8052428510473029,56.98672894551581
11904151,5,reference,2.0,444.4112269027813,0.45,4.0,0.001,377,filter,True,,True,0.0266992500983178,19.681664708070457,0.1533758328296244,19.862396167125553,1.0,444.47022382233985,6.357142857142858,81.65022410846177,49.31369426911362,89,67,0.7528089887640449,8.654906445701366,0.0,0.5,True,False,,False,1.0,,2.0,"[1.0, 5.999666555518506, 7.997665888629544, 9.001333777925977, 10.000333444481495]","[81.65022410846177, 81.216300075413, 67.84048839684695, 62.92412056850793, 60.69633760424243]",1.9989996665555188,444.42997690278133,3.9,0.0009267563813159,0.0169488656065822,25.548456481315156,0.0005001667222406,0.0005001667222406,True,True,1.0,True,3.0,2.0,4.0,"[1.9989996665555188, 4.00166722240747, 1.0, 5.999666555518506, 8.002334111370457]","[25.548456481315156, 17.43442858388461, 17.21509658825383, 14.638402880635475, 12.516165241556813]",16.085275694914447,5.684844459265036,0.0024937655860349127,0.0024937655860349127,True,True,True,True,False,True,True,False,False,False,True,False,False,True,False,True,lowest_scatter,123.63222550869293,0.03193785066896848,0.8052428510473029,56.98672894551581
11904151,5,reference,2.0,444.4112269027813,0.45,8.0,0.0005,743,filter,True,,True,0.0211291250307112,20.46159758302383,0.4653802921529859,20.952235957840458,4.00166722240747,446.41502437093544,7.571428571428571,29.355803834942844,24.65711069238288,23,22,0.9565217391304348,6.121108235817536,0.0004168056018674,1.0008336112037348,True,False,,False,2.0,1.0,3.0,"[4.00166722240747, 1.0, 5.999666555518506, 10.000333444481495, 7.997665888629544]","[29.355803834942844, 27.532457996856902, 25.701042552425108, 21.866253812907647, 21.851766227098327]",1.9989996665555188,444.42997690278133,7.5,0.0004830839114002,0.0117485667931718,22.354217122315948,0.0005001667222406,0.0005001667222406,True,True,1.0,True,3.0,2.0,4.0,"[1.9989996665555188, 4.00166722240747, 1.0, 5.999666555518506, 7.997665888629544]","[22.354217122315948, 14.67867082457663, 13.450230584952159, 11.614992465941734, 10.419755973492899]",16.085275694914447,5.684844459265036,0.0024937655860349127,0.0024937655860349127,True,True,True,True,False,True,True,False,False,False,True,False,False,True,False,True,lowest_scatter,123.63222550869293,0.03193785066896848,0.8052428510473029,56.98672894551581
11904151,5,reference,2.0,444.4112269027813,0.45,8.0,0.001,743,filter,True,,True,0.1050722091458737,37.610597459133714,0.1870152920018881,37.90362579212524,4.00166722240747,446.41502437093544,7.571428571428571,54.52763314185273,48.32796860678762,23,23,1.0,11.369797474492554,0.0004168056018674,1.0008336112037348,True,False,,False,3.0,1.0,2.0,"[4.00166722240747, 5.999666555518506, 1.0, 7.997665888629544, 10.000333444481495]","[54.52763314185273, 52.357183707976475, 48.24901120125044, 44.678780299384165, 43.63057380574424]",1.9989996665555188,444.42997690278133,7.5,0.0009690820231749,0.0235680067347531,30.693907403907513,0.0005001667222406,0.0005001667222406,True,True,1.0,True,3.0,2.0,4.0,"[1.9989996665555188, 4.00166722240747, 1.0, 5.999666555518506, 7.997665888629544]","[30.693907403907513, 20.33108850324671, 18.813851514052285, 16.396242957439764, 14.291944850238536]",16.085275694914447,5.684844459265036,0.0024937655860349127,0.0024937655860349127,True,True,True,True,False,True,True,False,False,False,True,False,False,True,False,True,lowest_scatter,123.63222550869293,0.03193785066896848,0.8052428510473029,56.98672894551581
1432789,5,confirmed_planet_host,2.0,444.4104179810514,0.45,4.0,0.001,372,filter,True,,True,0.0196589159313589,19.231451000086963,0.1506629171781242,19.402610084041953,5.999666555518506,444.41877519981966,3.928571428571429,9.076075246599968,8.99728891078527,15,15,1.0,2.343432551933803,0.4999166388796265,1.9998332777592531,False,False,,False,3.0,,1.0,"[5.999666555518506, 10.000333444481495, 1.0, 13.99633211070357, 15.0]","[9.076075246599967, 8.272294941416149, 8.049751656934772, 7.748607230965317, 6.669454443616407]",1.9989996665555188,444.4291679810514,3.9,0.000913996544649,0.0167362583192659,7.951453542853773,0.0005001667222406,0.0005001667222406,True,True,1.0,True,2.0,3.0,4.0,"[1.9989996665555188, 1.0, 4.00166722240747, 5.999666555518506, 13.99633211070357]","[7.951453542853773, 5.269923436290473, 5.217104749678597, 4.087481461211745, 3.842638600508784]",16.085275694914447,5.684844459265036,0.06483790523690773,0.0024937655860349127,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,high_scatter,550.6954214538522,0.0321536469572723,0.19677439580252415,418.10509246137076
1432789,5,confirmed_planet_host,2.0,444.4104179810514,0.45,8.0,0.001,747,filter,True,,True,0.022715708008036,37.72510095918551,0.1767797090578824,37.9258070839569,3.996998999666556,444.4737152110025,7.571428571428571,7.81463027594087,6.792366251213044,23,20,0.8695652173913043,1.6294630530604872,0.000750250083361,0.998499499833278,True,False,,False,2.0,1.0,4.0,"[3.996998999666556, 1.0, 8.002334111370457, 5.999666555518506, 4.561853951317106]","[7.81463027594087, 7.272452264519455, 6.662297590212543, 6.1948411347209245, 6.038891166381679]",1.9989996665555188,444.4291679810514,8.700000000000001,0.0008686463567557,0.0223786023842242,10.1681926391292,0.0005001667222406,0.0005001667222406,True,True,1.0,True,3.0,2.0,4.0,"[1.9989996665555188, 4.00166722240747, 1.0, 5.999666555518506, 7.997665888629544]","[10.168192639129199, 6.876903279743331, 6.2116794153208446, 5.369005362600112, 5.258301618887228]",16.085275694914447,5.684844459265036,0.11221945137157108,0.0024937655860349127,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,high_scatter,550.6954214538522,0.0321536469572723,0.19677439580252415,418.10509246137076
1432789,5,confirmed_planet_host,5.0,445.76041798105143,0.45,8.0,0.001,286,filter,True,,True,0.0353117079939693,20.463084500050172,0.1502087088301777,20.64941345900297,9.99566522174058,450.86390039616066,5.142857142857142,7.082303469094087,4.715510667400416,9,7,0.7777777777777778,2.3607678230313622,0.0004334778259419,0.999133044348116,True,False,,False,,1.0,5.0,"[9.99566522174058, 12.8432810936979, 8.049016338779595, 6.167722574191398, 15.0]","[7.082303469094087, 6.347494386854637, 6.323565018416461, 6.173461104613363, 6.061566665721761]",5.000666888962988,445.7541679810514,7.5,0.0009510314550131,0.0151230747476738,6.212153998642088,0.0001333777925976,0.0001333777925976,True,True,1.0,True,4.0,2.0,3.0,"[5.000666888962988, 10.000333444481495, 14.995331777259088, 2.4984994998332777, 1.6675558519506501]","[6.212153998642088, 4.101375397612459, 3.772467330793909, 3.6359791165333983, 2.6214979544188353]",16.085275694914447,5.684844459265036,0.2817955112219451,0.004987531172069825,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,high_scatter,550.6954214538522,0.0321536469572723,0.19677439580252415,418.10509246137076
1717722,5,confirmed_planet_host,2.0,444.4104894324686,0.45,2.0,0.001,188,filter,True,,True,0.0329187919851392,20.883882167050615,0.149103291798383,21.066824290901423,13.258752917639214,454.6704813374455,2.7142857142857144,6.959309892298702,4.594637192556913,7,5,0.7142857142857143,2.6303718959505806,2.3146882294098035,5.629376458819607,False,False,,False,2.0,5.0,,"[13.258752917639214, 1.0, 7.101367122374125, 12.945981993998, 3.9876625541847286]","[6.959309892298702, 6.843243600819886, 6.325770969770038, 6.268341162869558, 6.2047240445925755]",1.9989996665555188,444.4417394324686,2.7,0.000748322298061,0.0115406924397083,7.309965417039623,0.0005001667222406,0.0005001667222406,True,True,1.0,True,3.0,2.0,5.0,"[1.9989996665555188, 4.00166722240747, 1.0, 7.997665888629544, 5.999666555518506]","[7.309965417039623, 4.989422605017799, 4.9139320536642535, 4.0068598437465495, 3.8326138731793815]",16.085275694914447,5.684844459265036,0.30673316708229426,0.0024937655860349127,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,high_scatter,737.9563719446062,0.0321536469572723,0.25004022884647775,615.2008523717308
