target_id,quarter,injection_index,selection_group,injected_period_days,injected_duration_hours,injected_depth,noise_quartile,robust_flux_scatter_ppm,gap_fraction,candidate_count,exact_candidate_set,harmonic_candidate_set,bls_harmonic_candidate,tcf_harmonic_candidate,bls_rank1_candidate_period_days,tcf_rank1_candidate_period_days,xgboost_rank1_candidate_period_days,xgboost_exact_rank1,depth_bin,duration_bin,period_bin
2161536,5,17,confirmed_planet_host,10.0,8.0,0.001,highest_scatter,1412.374593812632,0.0321536469572723,10,True,True,False,True,13.347449149716573,4.785928642880961,13.212070690230078,False,"(0.00075, 0.001]","(5.333, 8.0]","(6.667, 10.0]"
2165002,5,11,confirmed_planet_host,5.0,8.0,0.001,highest_scatter,3911.167466024422,0.0319378506689684,9,True,True,False,True,11.130043347782594,10.91997332444148,7.754918306102034,False,"(0.00075, 0.001]","(5.333, 8.0]","(4.0, 6.667]"
2165002,5,15,confirmed_planet_host,10.0,4.0,0.001,highest_scatter,3911.167466024422,0.0319378506689684,10,True,True,True,False,9.98166055351784,10.91997332444148,10.602534178059354,False,"(0.00075, 0.001]","(3.333, 5.333]","(6.667, 10.0]"
2165002,5,16,confirmed_planet_host,10.0,8.0,0.0005,highest_scatter,3911.167466024422,0.0319378506689684,10,True,True,True,False,10.84061353784595,10.91997332444148,7.754918306102034,False,"(-0.0005, 0.00075]","(5.333, 8.0]","(6.667, 10.0]"
2165002,5,17,confirmed_planet_host,10.0,8.0,0.001,highest_scatter,3911.167466024422,0.0319378506689684,10,True,True,True,False,9.99566522174058,10.91997332444148,7.754918306102034,False,"(0.00075, 0.001]","(5.333, 8.0]","(6.667, 10.0]"
2302548,5,6,confirmed_planet_host,5.0,2.0,0.0005,highest_scatter,3555.9199577177724,0.0321536469572723,9,True,True,False,True,12.465155051683896,10.383127709236414,10.383127709236414,False,"(-0.0005, 0.00075]","(1.999, 3.333]","(4.0, 6.667]"
2302548,5,10,confirmed_planet_host,5.0,8.0,0.0005,highest_scatter,3555.9199577177724,0.0321536469572723,9,True,True,False,True,12.465155051683896,10.383127709236414,10.383127709236414,False,"(-0.0005, 0.00075]","(5.333, 8.0]","(4.0, 6.667]"
2302548,5,14,confirmed_planet_host,10.0,4.0,0.0005,highest_scatter,3555.9199577177724,0.0321536469572723,9,True,True,False,True,12.465155051683896,10.383127709236414,10.383127709236414,False,"(-0.0005, 0.00075]","(3.333, 5.333]","(6.667, 10.0]"
2302548,5,16,confirmed_planet_host,10.0,8.0,0.0005,highest_scatter,3555.9199577177724,0.0321536469572723,9,True,True,False,True,12.465155051683896,10.383127709236414,10.383127709236414,False,"(-0.0005, 0.00075]","(5.333, 8.0]","(6.667, 10.0]"
2438264,5,12,confirmed_planet_host,10.0,2.0,0.0005,highest_scatter,1945.792123199032,0.0321536469572723,10,True,True,False,True,13.333444481493832,4.972657552517506,4.972657552517506,False,"(-0.0005, 0.00075]","(1.999, 3.333]","(6.667, 10.0]"
2438264,5,13,confirmed_planet_host,10.0,2.0,0.001,highest_scatter,1945.792123199032,0.0321536469572723,9,True,True,False,True,13.333444481493832,4.972657552517506,4.972657552517506,False,"(0.00075, 0.001]","(1.999, 3.333]","(6.667, 10.0]"
