injected_depth,injection_count,star_count,tcf_harmonic_rank1_rate,bls_harmonic_rank1_rate,tcf_exact_rank1_rate,bls_exact_rank1_rate,tcf_exact_top10_rate,bls_exact_top10_rate,tcf_detection_rate_fap,bls_detection_rate_fap,tcf_harmonic_recovery_rate_fap,bls_harmonic_recovery_rate_fap,harmonic_union_recovery_rate_fap,tcf_exact_recovery_rate_fap,bls_exact_recovery_rate_fap,exact_union_recovery_rate_fap,exact_tcf_only_rate,exact_bls_only_rate,exact_neither_rate,median_tcf_score,median_bls_sde,median_tcf_exact_rank_top10,median_bls_exact_rank_top10,arima_convergence_rate,median_total_runtime_seconds
0.0005,450,50,0.3622222222222222,0.5488888888888889,0.2088888888888889,0.5444444444444444,0.3511111111111111,0.62,0.14666666666666667,0.5444444444444444,0.06222222222222222,0.4177777777777778,0.44222222222222224,0.04666666666666667,0.4177777777777778,0.43777777777777777,0.02,0.39111111111111113,0.5622222222222222,7.292560266528239,6.273023864370154,1.0,1.0,1.0,14.2611239165999
0.001,450,50,0.64,0.7244444444444444,0.4177777777777778,0.7244444444444444,0.4888888888888889,0.7533333333333333,0.37555555555555553,0.7222222222222222,0.29333333333333333,0.6355555555555555,0.7666666666666667,0.21333333333333335,0.6355555555555555,0.7288888888888889,0.09333333333333334,0.5155555555555555,0.27111111111111114,12.06894278573979,10.386494590665682,1.0,1.0,1.0,14.154977353988215
