candidate_id,target_id,quarter,injection_index,candidate_period_days,source_detector,exact_match,harmonic_match,selection_group,injected_period_days,injected_duration_hours,injected_depth,epoch_phase_fraction,candidate_period_error_fraction,candidate_harmonic_error_fraction,candidate_best_harmonic_factor,detector_agreement,detector_count,bls_present,tcf_present,has_bls_candidate,has_tcf_candidate,has_tcf_event_diagnostics,bls_candidate_period_days,tcf_candidate_period_days,bls_rank,tcf_rank,bls_sde,tcf_score,bls_score_relative_to_rank1,tcf_score_relative_to_rank1,detector_candidate_period_delta_fraction,detector_candidate_harmonic_error_fraction,detector_candidate_best_harmonic_factor,bls_period_delta_to_tcf_best_fraction,tcf_period_delta_to_bls_best_fraction,candidate_to_tcf_best_harmonic_error_fraction,candidate_to_tcf_best_harmonic_factor,candidate_to_bls_best_harmonic_error_fraction,candidate_to_bls_best_harmonic_factor,bls_tcf_rank1_harmonic_error_fraction,bls_tcf_rank1_harmonic_factor,tcf_valid_transit_events,tcf_positive_transit_events,tcf_positive_event_fraction,tcf_median_event_score,tcf_raw_pooled_score,candidate_duration_hours,candidate_depth,noise_quartile,robust_flux_scatter_ppm,gap_fraction,lag_one_flux_acf,six_hour_scatter_proxy_ppm,in_transit_observation_count,arima_converged,tcf_global_empirical_p_value,bls_global_empirical_p_value,tcf_regime_empirical_p_value,bls_regime_empirical_p_value
1871,1995519,5,14,2.0643547849283097,tcf,False,False,confirmed_planet_host,10.0,4.0,0.0005,0.45,0.793564521507169,0.5871290430143381,0.5,False,1,False,True,False,True,False,,2.0643547849283097,,5.0,,5.7914630008006,,0.9520168705902294,,,,0.7289048473967684,0.7937639494986508,0.4578096947935368,0.5,0.5875278989973016,0.5,0.3144896439987736,1.0,,,,,,,,high_scatter,816.8643991620489,0.0321536469572723,0.0371546236181325,779.8351591906599,81,True,,,,
1872,1995519,5,15,10.000333444481495,bls,True,True,confirmed_planet_host,10.0,4.0,0.001,0.45,3.33444481494638e-05,3.33444481494638e-05,1.0,False,1,True,False,True,False,False,10.000333444481495,,1.0,,11.864780969053937,,1.0000000000000002,,,,,0.31326356351534784,1.7762976097367044e-16,0.31326356351534784,1.0,1.7762976097367044e-16,1.0,0.3132635635153481,1.0,,,,,,3.9,0.0009882196889853,high_scatter,816.8643991620489,0.0321536469572723,0.0371546236181325,779.8351591906599,81,True,,0.0024937655860349,,0.0103092783505154
1873,1995519,5,15,5.000666888962988,bls,False,True,confirmed_planet_host,10.0,4.0,0.001,0.45,0.49993331110370115,0.00013337779259767757,0.5,False,1,True,False,True,False,False,5.000666888962988,,2.0,,8.707950812379748,,0.7339327068145697,,,,,0.34330253535928534,0.4999499849954987,0.3133949292814293,0.5,0.00010003000900258754,0.5,0.3132635635153481,1.0,,,,,,,,high_scatter,816.8643991620489,0.0321536469572723,0.0371546236181325,779.8351591906599,81,True,,,,
1874,1995519,5,15,3.3294431477159057,bls,False,False,confirmed_planet_host,10.0,4.0,0.001,0.45,0.6670556852284094,0.3341113704568189,0.5,False,1,True,False,True,False,False,3.3294431477159057,,3.0,,6.972615948318045,,0.5876733811188106,,,,,0.5627709418925428,0.6670667867026775,0.1255418837850856,0.5,0.33413357340535504,0.5,0.3132635635153481,1.0,,,,,,,,high_scatter,816.8643991620489,0.0321536469572723,0.0371546236181325,779.8351591906599,81,True,,,,
1875,1995519,5,15,14.995331777259088,bls,False,False,confirmed_planet_host,10.0,4.0,0.001,0.45,0.4995331777259088,0.2502334111370456,2.0,False,1,True,False,True,False,False,14.995331777259088,,4.0,,4.627011820016313,,0.3899786967904944,,,,,0.9692166221482681,0.4994831782868191,0.015391688925865949,2.0,0.25025841085659045,2.0,0.3132635635153481,1.0,,,,,,,,high_scatter,816.8643991620489,0.0321536469572723,0.0371546236181325,779.8351591906599,81,True,,,,
1876,1995519,5,15,6.648549516505502,bls,False,False,confirmed_planet_host,10.0,4.0,0.001,0.45,0.33514504834944975,0.3297099033011005,0.5,False,1,True,False,True,False,False,6.648549516505502,,5.0,,4.474701845915481,,0.3771415466991365,,,,,0.126899330034593,0.3351672168317163,0.126899330034593,1.0,0.3296655663365674,0.5,0.3132635635153481,1.0,,,,,,,,high_scatter,816.8643991620489,0.0321536469572723,0.0371546236181325,779.8351591906599,81,True,,,,
1877,1995519,5,15,7.614871623874626,tcf,False,False,confirmed_planet_host,10.0,4.0,0.001,0.45,0.23851283761253744,0.23851283761253744,1.0,False,1,False,True,False,True,True,,7.614871623874626,,1.0,,6.058054737627399,,1.0,,,,0.0,0.2385382281351073,0.0,1.0,0.2385382281351073,1.0,0.3132635635153481,1.0,13.0,10.0,0.7692307692307693,1.6802020758525489,3.541723313451717,5.142857142857142,,high_scatter,816.8643991620489,0.0321536469572723,0.0371546236181325,779.8351591906599,81,True,0.942643391521197,,0.9587628865979382,
1878,1995519,5,15,9.598866288762922,tcf,False,False,confirmed_planet_host,10.0,4.0,0.001,0.45,0.04011337112370779,0.04011337112370779,1.0,False,1,False,True,False,True,False,,9.598866288762922,,2.0,,6.0313263179872685,,0.9955879534276709,,,,0.2605421027280291,0.04014537694641739,0.2605421027280291,1.0,0.04014537694641739,1.0,0.3132635635153481,1.0,,,,,,,,high_scatter,816.8643991620489,0.0321536469572723,0.0371546236181325,779.8351591906599,81,True,,,,
1879,1995519,5,15,14.108369456485496,tcf,False,False,confirmed_planet_host,10.0,4.0,0.001,0.45,0.4108369456485496,0.29458152717572517,2.0,False,1,False,True,False,True,False,,14.108369456485496,,3.0,,5.852279650040851,,0.9660328114388845,,,,0.8527389762227963,0.41078990363775775,0.07363051188860185,2.0,0.29460504818112115,2.0,0.3132635635153481,1.0,,,,,,,,high_scatter,816.8643991620489,0.0321536469572723,0.0371546236181325,779.8351591906599,81,True,,,,
1880,1995519,5,15,10.87795931977326,tcf,False,False,confirmed_planet_host,10.0,4.0,0.001,0.45,0.08779593197732591,0.08779593197732591,1.0,False,1,False,True,False,True,False,,10.87795931977326,,4.0,,5.7682389874135644,,0.9521602622020316,,,,0.42851512895739374,0.0877596612317027,0.28574243552130313,2.0,0.0877596612317027,1.0,0.3132635635153481,1.0,,,,,,,,high_scatter,816.8643991620489,0.0321536469572723,0.0371546236181325,779.8351591906599,81,True,,,,
1881,1995519,5,15,2.0643547849283097,tcf,False,False,confirmed_planet_host,10.0,4.0,0.001,0.45,0.793564521507169,0.5871290430143381,0.5,False,1,False,True,False,True,False,,2.0643547849283097,,5.0,,5.76737031318035,,0.9520168705902293,,,,0.7289048473967684,0.7935714047547597,0.4578096947935368,0.5,0.5871428095095196,0.5,0.3132635635153481,1.0,,,,,,,,high_scatter,816.8643991620489,0.0321536469572723,0.0371546236181325,779.8351591906599,81,True,,,,
1882,1995519,5,16,10.000333444481495,bls,True,True,confirmed_planet_host,10.0,8.0,0.0005,0.45,3.33444481494638e-05,3.33444481494638e-05,1.0,False,1,True,False,True,False,False,10.000333444481495,,1.0,,7.824947351883647,,1.0,,,,,0.31326356351534784,1.7762976097367044e-16,0.31326356351534784,1.0,1.7762976097367044e-16,1.0,0.3132635635153481,1.0,,,,,,7.5,0.0005277113831785,high_scatter,816.8643991620489,0.0321536469572723,0.0371546236181325,779.8351591906599,160,True,,0.0024937655860349,,0.0103092783505154
1883,1995519,5,16,3.334111370456819,bls,False,False,confirmed_planet_host,10.0,8.0,0.0005,0.45,0.6665888629543181,0.3331777259086362,0.5,False,1,True,False,True,False,False,3.334111370456819,,2.0,,5.819650537879056,,0.7437303123168145,,,,,0.5621579016508298,0.6665999799939982,0.12431580330165966,0.5,0.33319995998799656,0.5,0.3132635635153481,1.0,,,,,,,,high_scatter,816.8643991620489,0.0321536469572723,0.0371546236181325,779.8351591906599,160,True,,,,
1884,1995519,5,16,5.000666888962988,bls,False,True,confirmed_planet_host,10.0,8.0,0.0005,0.45,0.49993331110370115,0.00013337779259767757,0.5,False,1,True,False,True,False,False,5.000666888962988,,3.0,,5.4485589564669485,,0.6963061489679356,,,,,0.34330253535928534,0.4999499849954987,0.3133949292814293,0.5,0.00010003000900258754,0.5,0.3132635635153481,1.0,,,,,,,,high_scatter,816.8643991620489,0.0321536469572723,0.0371546236181325,779.8351591906599,160,True,,,,
1885,1995519,5,16,6.648549516505502,bls,False,False,confirmed_planet_host,10.0,8.0,0.0005,0.45,0.33514504834944975,0.3297099033011005,0.5,False,1,True,False,True,False,False,6.648549516505502,,4.0,,3.995102881926309,,0.5105597139851163,,,,,0.126899330034593,0.3351672168317163,0.126899330034593,1.0,0.3296655663365674,0.5,0.3132635635153481,1.0,,,,,,,,high_scatter,816.8643991620489,0.0321536469572723,0.0371546236181325,779.8351591906599,160,True,,,,
1886,1995519,5,16,10.117039013004336,bls,True,True,confirmed_planet_host,10.0,8.0,0.0005,0.45,0.01170390130043355,0.01170390130043355,1.0,False,1,True,False,True,False,False,10.117039013004336,,5.0,,3.587884526409689,,0.4585186794318816,,,,,0.3285895695581731,0.011670167716981572,0.3285895695581731,1.0,0.011670167716981572,1.0,0.3132635635153481,1.0,,,,,,,,high_scatter,816.8643991620489,0.0321536469572723,0.0371546236181325,779.8351591906599,160,True,,,,
1887,1995519,5,16,7.614871623874626,tcf,False,False,confirmed_planet_host,10.0,8.0,0.0005,0.45,0.23851283761253744,0.23851283761253744,1.0,False,1,False,True,False,True,True,,7.614871623874626,,1.0,,6.074290257871928,,1.0,,,,0.0,0.2385382281351073,0.0,1.0,0.2385382281351073,1.0,0.3132635635153481,1.0,13.0,10.0,0.7692307692307693,1.684704998985278,3.643679982502838,5.142857142857142,,high_scatter,816.8643991620489,0.0321536469572723,0.0371546236181325,779.8351591906599,160,True,0.940149625935162,,0.9587628865979382,
1888,1995519,5,16,9.598866288762922,tcf,False,False,confirmed_planet_host,10.0,8.0,0.0005,0.45,0.04011337112370779,0.04011337112370779,1.0,False,1,False,True,False,True,False,,9.598866288762922,,2.0,,6.047490206360353,,0.995587953427671,,,,0.2605421027280291,0.04014537694641739,0.2605421027280291,1.0,0.04014537694641739,1.0,0.3132635635153481,1.0,,,,,,,,high_scatter,816.8643991620489,0.0321536469572723,0.0371546236181325,779.8351591906599,160,True,,,,
1889,1995519,5,16,14.108369456485496,tcf,False,False,confirmed_planet_host,10.0,8.0,0.0005,0.45,0.4108369456485496,0.29458152717572517,2.0,False,1,False,True,False,True,False,,14.108369456485496,,3.0,,5.867963695307846,,0.9660328114388845,,,,0.8527389762227963,0.41078990363775775,0.07363051188860185,2.0,0.29460504818112115,2.0,0.3132635635153481,1.0,,,,,,,,high_scatter,816.8643991620489,0.0321536469572723,0.0371546236181325,779.8351591906599,160,True,,,,
1890,1995519,5,16,10.87795931977326,tcf,False,False,confirmed_planet_host,10.0,8.0,0.0005,0.45,0.08779593197732591,0.08779593197732591,1.0,False,1,False,True,False,True,False,,10.87795931977326,,4.0,,5.7836978046265815,,0.9521602622020316,,,,0.42851512895739374,0.0877596612317027,0.28574243552130313,2.0,0.0877596612317027,1.0,0.3132635635153481,1.0,,,,,,,,high_scatter,816.8643991620489,0.0321536469572723,0.0371546236181325,779.8351591906599,160,True,,,,
1891,1995519,5,16,2.0643547849283097,tcf,False,False,confirmed_planet_host,10.0,8.0,0.0005,0.45,0.793564521507169,0.5871290430143381,0.5,False,1,False,True,False,True,False,,2.0643547849283097,,5.0,,5.782826802355951,,0.9520168705902294,,,,0.7289048473967684,0.7935714047547597,0.4578096947935368,0.5,0.5871428095095196,0.5,0.3132635635153481,1.0,,,,,,,,high_scatter,816.8643991620489,0.0321536469572723,0.0371546236181325,779.8351591906599,160,True,,,,
1892,1995519,5,17,10.000333444481495,bls,True,True,confirmed_planet_host,10.0,8.0,0.001,0.45,3.33444481494638e-05,3.33444481494638e-05,1.0,False,1,True,False,True,False,False,10.000333444481495,,1.0,,15.754486149984903,,0.9999999999999999,,,,,0.31326356351534784,1.7762976097367044e-16,0.31326356351534784,1.0,1.7762976097367044e-16,1.0,0.3132635635153481,1.0,,,,,,7.5,0.0010266730813788,high_scatter,816.8643991620489,0.0321536469572723,0.0371546236181325,779.8351591906599,160,True,,0.0024937655860349,,0.0103092783505154
1893,1995519,5,17,5.000666888962988,bls,False,True,confirmed_planet_host,10.0,8.0,0.001,0.45,0.49993331110370115,0.00013337779259767757,0.5,False,1,True,False,True,False,False,5.000666888962988,,2.0,,10.670736655146111,,0.6773141664894183,,,,,0.34330253535928534,0.4999499849954987,0.3133949292814293,0.5,0.00010003000900258754,0.5,0.3132635635153481,1.0,,,,,,,,high_scatter,816.8643991620489,0.0321536469572723,0.0371546236181325,779.8351591906599,160,True,,,,
1894,1995519,5,17,3.334111370456819,bls,False,False,confirmed_planet_host,10.0,8.0,0.001,0.45,0.6665888629543181,0.3331777259086362,0.5,False,1,True,False,True,False,False,3.334111370456819,,3.0,,9.55067156482332,,0.6062191729961609,,,,,0.5621579016508298,0.6665999799939982,0.12431580330165966,0.5,0.33319995998799656,0.5,0.3132635635153481,1.0,,,,,,,,high_scatter,816.8643991620489,0.0321536469572723,0.0371546236181325,779.8351591906599,160,True,,,,
1895,1995519,5,17,1.6675558519506501,bls,False,False,confirmed_planet_host,10.0,8.0,0.001,0.45,0.8332444148049349,0.66648882960987,0.5,False,1,True,False,True,False,False,1.6675558519506501,,4.0,,5.8838662516498434,,0.37347243163849436,,,,,0.7810132679423742,0.8332499749924978,0.5620265358847485,0.5,0.6664999499849956,0.5,0.3132635635153481,1.0,,,,,,,,high_scatter,816.8643991620489,0.0321536469572723,0.0371546236181325,779.8351591906599,160,True,,,,
1896,1995519,5,17,6.667222407469157,bls,False,False,confirmed_planet_host,10.0,8.0,0.001,0.45,0.33327775925308434,0.33327775925308434,1.0,False,1,True,False,True,False,False,6.667222407469157,,5.0,,5.503466553646947,,0.3493269473376141,,,,,0.12444716906774098,0.3332999899969992,0.12444716906774098,1.0,0.3332999899969992,1.0,0.3132635635153481,1.0,,,,,,,,high_scatter,816.8643991620489,0.0321536469572723,0.0371546236181325,779.8351591906599,160,True,,,,
1897,1995519,5,17,7.614871623874626,tcf,False,False,confirmed_planet_host,10.0,8.0,0.001,0.45,0.23851283761253744,0.23851283761253744,1.0,False,1,False,True,False,True,True,,7.614871623874626,,1.0,,6.028906991117595,,1.0,,,,0.0,0.2385382281351073,0.0,1.0,0.2385382281351073,1.0,0.3132635635153481,1.0,13.0,10.0,0.7692307692307693,1.6721179454982928,3.616456703141261,5.142857142857142,,high_scatter,816.8643991620489,0.0321536469572723,0.0371546236181325,779.8351591906599,160,True,0.9551122194513716,,0.9587628865979382,
1898,1995519,5,17,9.598866288762922,tcf,False,False,confirmed_planet_host,10.0,8.0,0.001,0.45,0.04011337112370779,0.04011337112370779,1.0,False,1,False,True,False,True,False,,9.598866288762922,,2.0,,6.002307172692545,,0.995587953427671,,,,0.2605421027280291,0.04014537694641739,0.2605421027280291,1.0,0.04014537694641739,1.0,0.3132635635153481,1.0,,,,,,,,high_scatter,816.8643991620489,0.0321536469572723,0.0371546236181325,779.8351591906599,160,True,,,,
1899,1995519,5,17,14.108369456485496,tcf,False,False,confirmed_planet_host,10.0,8.0,0.001,0.45,0.4108369456485496,0.29458152717572517,2.0,False,1,False,True,False,True,False,,14.108369456485496,,3.0,,5.824121970532876,,0.9660328114388844,,,,0.8527389762227963,0.41078990363775775,0.07363051188860185,2.0,0.29460504818112115,2.0,0.3132635635153481,1.0,,,,,,,,high_scatter,816.8643991620489,0.0321536469572723,0.0371546236181325,779.8351591906599,160,True,,,,
1900,1995519,5,17,10.87795931977326,tcf,False,False,confirmed_planet_host,10.0,8.0,0.001,0.45,0.08779593197732591,0.08779593197732591,1.0,False,1,False,True,False,True,False,,10.87795931977326,,4.0,,5.740485661454191,,0.9521602622020315,,,,0.42851512895739374,0.0877596612317027,0.28574243552130313,2.0,0.0877596612317027,1.0,0.3132635635153481,1.0,,,,,,,,high_scatter,816.8643991620489,0.0321536469572723,0.0371546236181325,779.8351591906599,160,True,,,,
1901,1995519,5,17,2.0643547849283097,tcf,False,False,confirmed_planet_host,10.0,8.0,0.001,0.45,0.793564521507169,0.5871290430143381,0.5,False,1,False,True,False,True,False,,2.0643547849283097,,5.0,,5.739621166763328,,0.9520168705902292,,,,0.7289048473967684,0.7935714047547597,0.4578096947935368,0.5,0.5871428095095196,0.5,0.3132635635153481,1.0,,,,,,,,high_scatter,816.8643991620489,0.0321536469572723,0.0371546236181325,779.8351591906599,160,True,,,,
1902,1996180,5,0,1.9989996665555188,bls,True,True,confirmed_planet_host,2.0,2.0,0.0005,0.45,0.0005001667222406248,0.0005001667222406248,1.0,False,1,True,False,True,False,False,1.9989996665555188,,1.0,,6.962306162893102,,1.0,,,,,0.5004582951420715,0.0,0.0009165902841429861,0.5,0.0,1.0,0.0009165902841429861,0.5,,,,,,2.7,0.0003953181791559,lowest_scatter,273.220004242054,0.0321536469572723,0.3705671406453277,209.36529953610523,188,True,,0.0024937655860349,,0.0095238095238095
1903,1996180,5,0,4.00166722240747,both,False,True,confirmed_planet_host,2.0,2.0,0.0005,0.45,1.0008336112037348,0.00041680560186740934,2.0,True,2,True,True,True,True,True,4.00166722240747,4.00166722240747,2.0,1.0,4.6787972679962095,7.855224578339361,0.6720183167084385,1.0,0.0,0.0,1.0,0.0,1.001834862385321,0.0,1.0,0.0009174311926605484,2.0,0.0009165902841429861,0.5,23.0,19.0,0.8260869565217391,1.637927550239164,7.321167488548371,1.5,,lowest_scatter,273.220004242054,0.0321536469572723,0.3705671406453277,209.36529953610523,188,True,0.112219451371571,,0.1523809523809524,
1904,1996180,5,0,1.0,both,False,True,confirmed_planet_host,2.0,2.0,0.0005,0.45,0.5,0.0,0.5,True,2,True,True,True,True,False,1.0,1.0,3.0,4.0,3.8360758534847608,7.711317560257222,0.5509777599166547,0.9816800886280247,0.0,0.0,1.0,0.7501041579868345,0.4997497914929108,0.5002083159736689,0.5,0.0005004170141783597,0.5,0.0009165902841429861,0.5,,,,,,,,lowest_scatter,273.220004242054,0.0321536469572723,0.3705671406453277,209.36529953610523,188,True,,,,
1905,1996180,5,0,5.999666555518506,both,False,True,confirmed_planet_host,2.0,2.0,0.0005,0.45,1.9998332777592531,5.55740802489583e-05,3.0,True,2,True,True,True,True,False,5.999666555518506,5.999666555518506,4.0,2.0,3.695323390635268,7.726811118141052,0.5307614035030773,0.983652477543111,0.0,0.0,1.0,0.49929172568952573,2.001334445371142,0.25035413715523713,2.0,0.0004448151237140976,3.0,0.0009165902841429861,0.5,,,,,,,,lowest_scatter,273.220004242054,0.0321536469572723,0.3705671406453277,209.36529953610523,188,True,,,,
1906,1996180,5,0,14.04768256085362,bls,False,False,confirmed_planet_host,2.0,2.0,0.0005,0.45,6.02384128042681,1.3412804268089367,3.0,False,1,True,False,True,False,False,14.04768256085362,,5.0,,3.400762173242283,,0.48845340806287346,,,,,2.5104574618781768,6.027356130108423,0.1701524872927256,3.0,1.3424520433694747,3.0,0.0009165902841429861,0.5,,,,,,,,lowest_scatter,273.220004242054,0.0321536469572723,0.3705671406453277,209.36529953610523,188,True,,,,
1907,1996180,5,0,10.000333444481495,tcf,False,False,confirmed_planet_host,2.0,2.0,0.0005,0.45,4.000166722240747,0.6667222407469158,3.0,False,1,False,True,False,True,False,,10.000333444481495,,3.0,,7.714455745097384,,0.9820795915077788,,,,1.4990417465211232,4.002668890742284,0.16698608449295896,3.0,0.667556296914095,3.0,0.0009165902841429861,0.5,,,,,,,,lowest_scatter,273.220004242054,0.0321536469572723,0.3705671406453277,209.36529953610523,188,True,,,,
1908,1996180,5,0,7.68489496498833,tcf,False,False,confirmed_planet_host,2.0,2.0,0.0005,0.45,2.842447482494165,0.280815827498055,3.0,False,1,False,True,False,True,False,,7.68489496498833,,5.0,,7.045843540277604,,0.8969627118881348,,,,0.920423298058495,2.844370308590492,0.03978835097075248,2.0,0.28145676953016396,3.0,0.0009165902841429861,0.5,,,,,,,,lowest_scatter,273.220004242054,0.0321536469572723,0.3705671406453277,209.36529953610523,188,True,,,,
1909,1996180,5,1,1.9989996665555188,bls,True,True,confirmed_planet_host,2.0,2.0,0.001,0.45,0.0005001667222406248,0.0005001667222406248,1.0,False,1,True,False,True,False,False,1.9989996665555188,,1.0,,13.857981925753874,,1.0,,,,,0.6668148724503974,0.0,0.33362974490079467,0.5,0.0,1.0,0.33362974490079467,0.5,,,,,,2.7,0.0007586097966294,lowest_scatter,273.220004242054,0.0321536469572723,0.3705671406453277,209.36529953610523,188,True,,0.0024937655860349,,0.0095238095238095
1910,1996180,5,1,4.00166722240747,both,False,True,confirmed_planet_host,2.0,2.0,0.001,0.45,1.0008336112037348,0.00041680560186740934,2.0,True,2,True,True,True,True,False,4.00166722240747,4.00166722240747,2.0,3.0,9.733046520438004,13.476790398978016,0.7023422726760792,0.8906164851058636,0.0,0.0,1.0,0.3330183960429055,1.001834862385321,0.3330183960429055,1.0,0.0009174311926605484,2.0,0.33362974490079467,0.5,,,,,,,,lowest_scatter,273.220004242054,0.0321536469572723,0.3705671406453277,209.36529953610523,188,True,,,,
1911,1996180,5,1,1.0,both,False,True,confirmed_planet_host,2.0,2.0,0.001,0.45,0.5,0.0,0.5,True,2,True,True,True,True,False,1.0,1.0,3.0,2.0,8.72839460063629,14.197252464588948,0.629846008415938,0.9382283699486504,0.0,0.0,1.0,0.8333240704718502,0.4997497914929108,0.6666481409437003,0.5,0.0005004170141783597,0.5,0.33362974490079467,0.5,,,,,,,,lowest_scatter,273.220004242054,0.0321536469572723,0.3705671406453277,209.36529953610523,188,True,,,,
1912,1996180,5,1,5.999666555518506,both,False,True,confirmed_planet_host,2.0,2.0,0.001,0.45,1.9998332777592531,5.55740802489583e-05,3.0,True,2,True,True,True,True,True,5.999666555518506,5.999666555518506,4.0,1.0,7.7330309351631366,15.131979504484573,0.5580199899663573,1.0,0.0,0.0,1.0,0.0,2.001334445371142,0.0,1.0,0.0004448151237140976,3.0,0.33362974490079467,0.5,16.0,16.0,1.0,3.782994876121143,14.42975389127392,1.5,,lowest_scatter,273.220004242054,0.0321536469572723,0.3705671406453277,209.36529953610523,188,True,0.0149625935162094,,0.019047619047619,
1913,1996180,5,1,8.0,both,False,False,confirmed_planet_host,2.0,2.0,0.001,0.45,3.0,0.3333333333333333,3.0,True,2,True,True,True,True,False,7.997665888629544,8.002334111370457,5.0,4.0,6.99913945995744,13.18798278742017,0.5050619561676681,0.8715305742723037,0.0005833576399016311,0.0005833576399016311,1.0,0.3334074362251987,3.0020016680567134,0.3332962818874007,2.0,0.3340005560189045,3.0,0.33362974490079467,0.5,,,,,,,,lowest_scatter,273.220004242054,0.0321536469572723,0.3705671406453277,209.36529953610523,188,True,,,,
1914,1996180,5,1,10.000333444481495,tcf,False,False,confirmed_planet_host,2.0,2.0,0.001,0.45,4.000166722240747,0.6667222407469158,3.0,False,1,False,True,False,True,False,,10.000333444481495,,5.0,,12.687753559258303,,0.8384728221114832,,,,0.6668148724503975,4.002668890742284,0.16659256377480125,2.0,0.667556296914095,3.0,0.33362974490079467,0.5,,,,,,,,lowest_scatter,273.220004242054,0.0321536469572723,0.3705671406453277,209.36529953610523,188,True,,,,
1915,1996180,5,2,1.9989996665555188,bls,True,True,confirmed_planet_host,2.0,4.0,0.0005,0.45,0.0005001667222406248,0.0005001667222406248,1.0,False,1,True,False,True,False,False,1.9989996665555188,,1.0,,9.806635316664423,,0.9999999999999998,,,,,0.5004582951420715,0.0,0.0009165902841429861,0.5,0.0,1.0,0.0009165902841429861,0.5,,,,,,3.9,0.0004762059512193,lowest_scatter,273.220004242054,0.0321536469572723,0.3705671406453277,209.36529953610523,372,True,,0.0024937655860349,,0.0095238095238095
1916,1996180,5,2,4.00166722240747,both,False,True,confirmed_planet_host,2.0,4.0,0.0005,0.45,1.0008336112037348,0.00041680560186740934,2.0,True,2,True,True,True,True,True,4.00166722240747,4.00166722240747,2.0,1.0,6.6513357622843685,10.621636477818049,0.6782485070064498,1.0,0.0,0.0,1.0,0.0,1.001834862385321,0.0,1.0,0.0009174311926605484,2.0,0.0009165902841429861,0.5,23.0,19.0,0.8260869565217391,2.214764306499482,8.440871383227668,3.928571428571429,,lowest_scatter,273.220004242054,0.0321536469572723,0.3705671406453277,209.36529953610523,372,True,0.0349127182044887,,0.0285714285714285,
1917,1996180,5,2,1.0,both,False,True,confirmed_planet_host,2.0,4.0,0.0005,0.45,0.5,0.0,0.5,True,2,True,True,True,True,False,1.0,1.0,3.0,2.0,5.855473303665023,9.72930533833892,0.5970930002581836,0.9159892977562685,0.0,0.0,1.0,0.7501041579868345,0.4997497914929108,0.5002083159736689,0.5,0.0005004170141783597,0.5,0.0009165902841429861,0.5,,,,,,,,lowest_scatter,273.220004242054,0.0321536469572723,0.3705671406453277,209.36529953610523,372,True,,,,
1918,1996180,5,2,5.999666555518506,both,False,True,confirmed_planet_host,2.0,4.0,0.0005,0.45,1.9998332777592531,5.55740802489583e-05,3.0,True,2,True,True,True,True,False,5.999666555518506,5.999666555518506,4.0,3.0,5.485249742202991,9.473615013761037,0.55934064692728,0.8919167054479308,0.0,0.0,1.0,0.49929172568952573,2.001334445371142,0.25035413715523713,2.0,0.0004448151237140976,3.0,0.0009165902841429861,0.5,,,,,,,,lowest_scatter,273.220004242054,0.0321536469572723,0.3705671406453277,209.36529953610523,372,True,,,,
1919,1996180,5,2,14.001000333444482,bls,False,False,confirmed_planet_host,2.0,4.0,0.0005,0.45,6.000500166722241,1.3335000555740804,3.0,False,1,True,False,True,False,False,14.001000333444482,,5.0,,4.820170768588959,,0.49152136415208975,,,,,2.4987917673527202,6.004003336113428,0.1662639224509068,3.0,1.3346677787044756,3.0,0.0009165902841429861,0.5,,,,,,,,lowest_scatter,273.220004242054,0.0321536469572723,0.3705671406453277,209.36529953610523,372,True,,,,
1920,1996180,5,2,9.001333777925977,tcf,False,False,confirmed_planet_host,2.0,4.0,0.0005,0.45,3.5006668889629884,0.5002222963209961,3.0,False,1,False,True,False,True,False,,9.001333777925977,,4.0,,8.867554304665171,,0.8348576345258985,,,,1.2493958836763603,3.502919099249375,0.1246979418381802,2.0,0.5009730330831249,3.0,0.0009165902841429861,0.5,,,,,,,,lowest_scatter,273.220004242054,0.0321536469572723,0.3705671406453277,209.36529953610523,372,True,,,,
1921,1996180,5,2,10.000333444481495,tcf,False,False,confirmed_planet_host,2.0,4.0,0.0005,0.45,4.000166722240747,0.6667222407469158,3.0,False,1,False,True,False,True,False,,10.000333444481495,,5.0,,8.147701033509557,,0.7670852839414158,,,,1.4990417465211232,4.002668890742284,0.16698608449295896,3.0,0.667556296914095,3.0,0.0009165902841429861,0.5,,,,,,,,lowest_scatter,273.220004242054,0.0321536469572723,0.3705671406453277,209.36529953610523,372,True,,,,
1922,1996180,5,3,1.9989996665555188,bls,True,True,confirmed_planet_host,2.0,4.0,0.001,0.45,0.0005001667222406248,0.0005001667222406248,1.0,False,1,True,False,True,False,False,1.9989996665555188,,1.0,,17.46242840798903,,1.0,,,,,0.5004582951420715,0.0,0.0009165902841429861,0.5,0.0,1.0,0.0009165902841429861,0.5,,,,,,3.9,0.0009395671029682,lowest_scatter,273.220004242054,0.0321536469572723,0.3705671406453277,209.36529953610523,372,True,,0.0024937655860349,,0.0095238095238095
1923,1996180,5,3,4.00166722240747,both,False,True,confirmed_planet_host,2.0,4.0,0.001,0.45,1.0008336112037348,0.00041680560186740934,2.0,True,2,True,True,True,True,True,4.00166722240747,4.00166722240747,2.0,1.0,12.040456529778409,22.629946827606826,0.6895064219286889,1.0000000000000002,0.0,0.0,1.0,0.0,1.001834862385321,0.0,1.0,0.0009174311926605484,2.0,0.0009165902841429861,0.5,23.0,20.0,0.8695652173913043,4.7186701029011955,15.685415922323347,3.928571428571429,,lowest_scatter,273.220004242054,0.0321536469572723,0.3705671406453277,209.36529953610523,372,True,0.0049875311720698,,0.0095238095238095,
