sample,exact_recall_at_1,improvement_over_bls,improvement_over_raw_min_rank,improvement_over_oracle_rank1_union,mean_reciprocal_rank
1233,0.7477777777777778,0.09555555555555556,0.09555555555555556,0.006666666666666667,0.7773655202821869
1234,0.7677777777777778,0.11,0.11,0.01,0.7948179012345679
1235,0.7655555555555555,0.10444444444444445,0.10444444444444445,0.0044444444444444444,0.7920723104056436
1236,0.6588888888888889,0.13333333333333333,0.13333333333333333,0.012222222222222223,0.6852050264550265
1237,0.7322222222222222,0.12222222222222222,0.12222222222222222,0.011111111111111112,0.7587037037037037
1238,0.7311111111111112,0.13444444444444445,0.13444444444444445,0.0022222222222222222,0.7502006172839506
1239,0.7644444444444445,0.15888888888888889,0.15888888888888889,0.015555555555555555,0.7883425925925925
1240,0.8255555555555556,0.14777777777777779,0.14777777777777779,0.005555555555555556,0.8402186948853616
1241,0.7177777777777777,0.08888888888888889,0.08888888888888889,0.01,0.7539470899470898
1242,0.84,0.14333333333333334,0.14333333333333334,0.005555555555555556,0.8589241622574956
1243,0.7777777777777778,0.07666666666666666,0.07666666666666666,0.0011111111111111111,0.8011710758377425
1244,0.7877777777777778,0.09444444444444444,0.09444444444444444,0.0033333333333333335,0.8082711640211641
1245,0.8188888888888889,0.12111111111111111,0.12111111111111111,0.0044444444444444444,0.8381141975308641
1246,0.7122222222222222,0.10555555555555556,0.10555555555555556,0.011111111111111112,0.7387111992945327
1247,0.7777777777777778,0.12777777777777777,0.12777777777777777,0.0,0.8003822751322751
1248,0.7955555555555556,0.08444444444444445,0.08444444444444445,0.0011111111111111111,0.8189038800705468
1249,0.7433333333333333,0.10333333333333333,0.10333333333333333,0.0033333333333333335,0.7660432098765432
1250,0.69,0.1322222222222222,0.1322222222222222,0.0077777777777777776,0.7158148148148148
1251,0.7411111111111112,0.17444444444444446,0.17444444444444446,0.011111111111111112,0.7605339506172839
1252,0.6944444444444444,0.07666666666666666,0.07666666666666666,0.0044444444444444444,0.7198624338624339
1253,0.7355555555555555,0.12222222222222222,0.12222222222222222,-0.006666666666666667,0.7576618165784832
1254,0.8155555555555556,0.14777777777777779,0.14777777777777779,-0.0033333333333333335,0.8372173721340388
1255,0.8255555555555556,0.056666666666666664,0.056666666666666664,0.0011111111111111111,0.8431000881834215
1256,0.8244444444444444,0.11,0.11,0.0011111111111111111,0.8539920634920635
1257,0.8166666666666667,0.10777777777777778,0.10777777777777778,-0.0022222222222222222,0.844649470899471
1258,0.7533333333333333,0.1288888888888889,0.1288888888888889,0.0077777777777777776,0.775567901234568
1259,0.7344444444444445,0.16777777777777778,0.16777777777777778,0.0033333333333333335,0.7633734567901234
1260,0.8188888888888889,0.10666666666666667,0.10666666666666667,0.0022222222222222222,0.8482716049382715
1261,0.7555555555555555,0.12333333333333334,0.12333333333333334,0.006666666666666667,0.77889417989418
1262,0.7488888888888889,0.12333333333333334,0.12333333333333334,0.01,0.7682358906525573
1263,0.8111111111111111,0.07444444444444444,0.07444444444444444,0.0011111111111111111,0.8321574074074075
