model,injection_groups,candidate_rows,exact_recall_at_1,exact_recall_at_3,exact_recall_at_5,exact_recall_at_10,harmonic_recall_at_1,mean_reciprocal_rank,median_exact_rank,candidate_set_misses,cases_improved_over_bls,cases_worsened_relative_to_bls
bls_rank,720,6285,0.6666666666666666,0.7013888888888888,0.7111111111111111,0.7111111111111111,0.6819444444444445,0.6846297657408769,1.0,110,0,0
tcf_rank,720,6285,0.3236111111111111,0.3902777777777778,0.4222222222222222,0.4222222222222222,0.6,0.3597689435189434,999999.0,110,76,323
raw_min_rank,720,6285,0.6666666666666666,0.7930555555555555,0.8208333333333333,0.8472222222222222,0.6819444444444445,0.736714065255732,1.0,110,0,0
rule_based,720,6285,0.44027777777777777,0.6375,0.8041666666666667,0.8472222222222222,0.6833333333333333,0.5664677028218695,1.0,110,9,172
logistic_regression,720,6285,0.7541666666666667,0.7902777777777777,0.8111111111111111,0.8472222222222222,0.8069444444444445,0.7795425485008818,1.0,110,68,5
xgboost_classifier,720,6285,0.7777777777777778,0.8097222222222222,0.825,0.8472222222222222,0.8375,0.798287037037037,1.0,110,83,3
xgboost_pairwise_ranker,720,6285,0.775,0.8138888888888889,0.8222222222222222,0.8472222222222222,0.8527777777777777,0.7979916225749559,1.0,110,82,4
