target_id,injection_count,star_count,tcf_harmonic_rank1_rate,bls_harmonic_rank1_rate,tcf_exact_rank1_rate,bls_exact_rank1_rate,tcf_exact_top10_rate,bls_exact_top10_rate,tcf_detection_rate_fap,bls_detection_rate_fap,tcf_harmonic_recovery_rate_fap,bls_harmonic_recovery_rate_fap,harmonic_union_recovery_rate_fap,tcf_exact_recovery_rate_fap,bls_exact_recovery_rate_fap,exact_union_recovery_rate_fap,exact_tcf_only_rate,exact_bls_only_rate,exact_neither_rate,median_tcf_score,median_bls_sde,median_tcf_exact_rank_top10,median_bls_exact_rank_top10,arima_convergence_rate,median_total_runtime_seconds,quarter,selection_group,noise_quartile
1996180,18,1,0.8888888888888888,0.9444444444444444,0.5,0.9444444444444444,0.5,1.0,0.2777777777777778,0.8333333333333334,0.2777777777777778,0.8333333333333334,0.8333333333333334,0.2222222222222222,0.8333333333333334,0.8333333333333334,0.0,0.6111111111111112,0.16666666666666666,11.298936754347803,9.224769678309258,1.0,1.0,1.0,7.666033707908355,5,confirmed_planet_host,lowest_scatter
2142522,18,1,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.6111111111111112,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.5,0.3888888888888889,0.2222222222222222,0.5,0.2777777777777778,0.1111111111111111,0.5,19.34599925547641,3.34125849797011,1.0,1.0,1.0,7.307650437462144,5,confirmed_planet_host,low_scatter
2161536,18,1,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.2777777777777778,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.346770967738993,5.08011745145792,5.0,3.0,1.0,13.003598520415835,5,confirmed_planet_host,highest_scatter
2164169,18,1,0.5,1.0,0.2777777777777778,1.0,0.2777777777777778,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,7.226453871454239,17.35407055361113,1.0,1.0,1.0,13.486139542073943,5,confirmed_planet_host,low_scatter
2165002,18,1,0.05555555555555555,0.16666666666666666,0.0,0.16666666666666666,0.05555555555555555,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.245193170775837,2.051382932217239,4.0,1.0,1.0,13.191182458540425,5,confirmed_planet_host,highest_scatter
2302548,18,1,0.6111111111111112,0.0,0.3888888888888889,0.0,0.6111111111111112,0.0,0.2777777777777778,0.0,0.2777777777777778,0.0,0.2777777777777778,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.8333333333333334,12.059193357076671,4.37373482829321,1.0,,1.0,13.434264437528327,5,confirmed_planet_host,highest_scatter
2304320,18,1,0.8888888888888888,0.9444444444444444,0.6111111111111112,0.9444444444444444,0.6111111111111112,0.9444444444444444,0.4444444444444444,0.6111111111111112,0.3333333333333333,0.6111111111111112,0.6666666666666666,0.2777777777777778,0.6111111111111112,0.6666666666666666,0.05555555555555555,0.3888888888888889,0.3333333333333333,14.68022306634155,6.5156317452591,1.0,1.0,1.0,13.881649333052337,5,confirmed_planet_host,lowest_scatter
2307415,18,1,0.8888888888888888,1.0,0.6111111111111112,1.0,0.7222222222222222,1.0,0.6111111111111112,0.9444444444444444,0.5,0.9444444444444444,0.9444444444444444,0.3333333333333333,0.9444444444444444,0.9444444444444444,0.0,0.6111111111111112,0.05555555555555555,18.84472882440437,14.40953602149473,1.0,1.0,1.0,13.637464520987123,5,confirmed_planet_host,lowest_scatter
2438264,18,1,0.7222222222222222,0.3888888888888889,0.3333333333333333,0.3888888888888889,0.6111111111111112,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.8333333333333334,11.691883616447738,3.982481054130569,1.0,1.0,1.0,14.244031749549322,5,confirmed_planet_host,highest_scatter
2438513,18,1,0.7222222222222222,0.0,0.3888888888888889,0.0,0.3888888888888889,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0,0.8888888888888888,10.44906694004531,5.632038952490541,1.0,,1.0,14.220660562510602,5,confirmed_planet_host,highest_scatter
