sample_stratum,n_cases,n_stars,exact_period_recovery,harmonic_period_recovery,median_mes,median_max_ses,median_max_ses_to_mes_ratio,single_event_dominance_rate,median_observability
quiet_low_scatter,12,2,0.5833333333333334,0.5833333333333334,101.91223098266249,94.6913747630796,0.7040071656197006,0.4166666666666667,0.5729483282674772
smooth_background_dominant,12,2,0.16666666666666666,0.3333333333333333,78.60954215494368,76.28370352009799,0.9305380458212806,0.5,0.5
gap_heavy,12,2,0.08333333333333333,0.16666666666666666,70.16658780875991,59.72873640398023,0.8868545418784466,0.75,0.40178571428571425
high_scatter,12,2,0.0,0.0,45.267209121341,42.544458812601164,1.0218949144280134,1.0,0.4415584415584415
long_memory,12,2,0.0,0.0,275.84836519313143,252.25557421081277,0.8842252310640393,0.5833333333333334,0.359375
