run_id,config_hash,star_id,treatment,detector,score_name,score_definition,fap_level,fap_threshold,null_trial_count,error,diagnostics
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_7771970_q5,arima,bls,bls_power,bls_power,0.01,0.0011915363442351228,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_7771970_q5,arima,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,8.8647430253925,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_7771970_q5,arima,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,72.31439674737123,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_7771970_q5,arima,tps_like,tps_like_mes,tps_like_mes,0.01,95.40774527627865,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_7771970_q5,arima,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,84.71403438599194,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_7771970_q5,gp,bls,bls_power,bls_power,0.01,0.002729075360396236,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_7771970_q5,gp,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,8.081450775390975,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_7771970_q5,gp,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,71.58463872752581,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_7771970_q5,gp,tps_like,tps_like_mes,tps_like_mes,0.01,96.81962389862795,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_7771970_q5,gp,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,96.81962389862795,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_7771970_q5,kalman,bls,bls_power,bls_power,0.01,0.001256308368067258,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_7771970_q5,kalman,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,9.341308611759635,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_7771970_q5,kalman,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,60.06549863531511,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_7771970_q5,kalman,tps_like,tps_like_mes,tps_like_mes,0.01,78.60905979512998,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_7771970_q5,kalman,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,70.90695875134834,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_7771970_q5,raw,bls,bls_power,bls_power,0.01,0.026625842663851762,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_7771970_q5,raw,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,5.672529137063557,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_7771970_q5,raw,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,652.4004127770368,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_7771970_q5,raw,tps_like,tps_like_mes,tps_like_mes,0.01,783.8526224993839,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_7771970_q5,raw,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,783.8526224993839,100,,
