period_cadences,period_days,duration_cadences,duration_hours,epoch_phase_cadence,mes,observed_event_count,expected_event_count,observability_fraction
591,12.076820122136269,20,9.808584870770574,357,93.18279960817148,3,8,0.375
592,12.097254673950374,20,9.808584870770574,352,93.06654975812528,3,8,0.375
600,12.260731088463217,20,9.808584870770574,301,92.86518934180188,3,8,0.375
590,12.056385570322163,20,9.808584870770574,363,92.68146751079334,3,8,0.375
596,12.178992881206796,20,9.808584870770574,324,92.19439945381363,4,8,0.5
589,12.035951018508058,20,9.808584870770574,369,92.08298960426598,3,8,0.375
601,12.281165640277322,20,9.808584870770574,298,91.64573014657196,3,8,0.375
597,12.199427433020901,20,9.808584870770574,320,91.45025820352404,4,8,0.5
598,12.219861984835006,20,9.808584870770574,312,90.76089231370989,4,8,0.5
600,12.260731088463217,16,7.846867896616459,301,90.73587440281698,3,8,0.375
595,12.15855832939269,20,9.808584870770574,328,90.7282925444205,4,8,0.5
599,12.240296536649112,20,9.808584870770574,307,90.614317553218,4,8,0.5
588,12.015516466693953,20,9.808584870770574,373,90.0755500830151,4,8,0.5
602,12.301600192091428,20,9.808584870770574,297,89.22092410355316,3,8,0.375
596,12.178992881206796,16,7.846867896616459,326,89.17977267512154,4,8,0.5
592,12.097254673950374,16,7.846867896616459,352,89.03448538006602,3,8,0.375
591,12.076820122136269,16,7.846867896616459,357,88.68736964187389,3,8,0.375
593,12.11768922576448,20,9.808584870770574,343,88.43528448722978,4,8,0.5
586,11.974647363065742,20,9.808584870770574,390,88.42404639023586,4,8,0.5
599,12.240296536649112,16,7.846867896616459,307,88.31128673961324,4,8,0.5
587,11.995081914879847,20,9.808584870770574,377,88.22280775132869,4,8,0.5
590,12.056385570322163,16,7.846867896616459,363,88.20370801140407,3,8,0.375
594,12.138123777578585,20,9.808584870770574,339,88.1104078979927,4,8,0.5
585,11.954212811251637,20,9.808584870770574,394,88.03227370020929,4,8,0.5
589,12.035951018508058,16,7.846867896616459,369,87.82651225376077,3,8,0.375
597,12.199427433020901,16,7.846867896616459,320,87.8186558730986,4,8,0.5
598,12.219861984835006,16,7.846867896616459,313,87.783410829534,4,8,0.5
583,11.913343707623426,20,9.808584870770574,403,87.45537831339713,4,8,0.5
584,11.933778259437531,20,9.808584870770574,395,87.03018540043375,4,8,0.5
601,12.281165640277322,16,7.846867896616459,298,86.88004621042786,4,8,0.5
595,12.15855832939269,16,7.846867896616459,328,86.62346375474068,4,8,0.5
588,12.015516466693953,16,7.846867896616459,370,86.5684225774722,3,8,0.375
728,14.876353720668703,20,9.808584870770574,261,86.4271514945907,3,7,0.42857142857142855
582,11.89290915580932,20,9.808584870770574,406,85.97647174665818,4,8,0.5
727,14.855919168854598,20,9.808584870770574,266,85.80712164413922,3,7,0.42857142857142855
593,12.11768922576448,16,7.846867896616459,344,85.60229097481658,4,8,0.5
729,14.896788272482809,20,9.808584870770574,255,85.5716983129374,3,7,0.42857142857142855
594,12.138123777578585,16,7.846867896616459,339,85.54184807687034,4,8,0.5
724,14.794615513412282,20,9.808584870770574,282,85.51224276460927,3,7,0.42857142857142855
723,14.774180961598177,20,9.808584870770574,284,85.50271588564674,3,7,0.42857142857142855
730,14.917222824296914,20,9.808584870770574,254,85.36097807296956,3,6,0.5
545,11.136830738687422,20,9.808584870770574,92,85.30689679055223,3,9,0.3333333333333333
603,12.322034743905533,20,9.808584870770574,294,85.20722077800185,4,8,0.5
731,14.93765737611102,20,9.808584870770574,247,85.02490616609545,4,7,0.5714285714285714
585,11.954212811251637,16,7.846867896616459,392,84.8298601073927,4,8,0.5
544,11.116396186873317,20,9.808584870770574,97,84.74219803418033,3,9,0.3333333333333333
596,12.178992881206796,12,5.885150922462344,328,84.73095128044493,4,8,0.5
725,14.815050065226387,20,9.808584870770574,278,84.69156497402092,3,7,0.42857142857142855
734,14.998961031553335,20,9.808584870770574,233,84.6109215014204,4,6,0.6666666666666666
587,11.995081914879847,16,7.846867896616459,377,84.60411073982142,4,8,0.5
546,11.157265290501527,20,9.808584870770574,87,84.56211296595465,3,9,0.3333333333333333
726,14.835484617040493,20,9.808584870770574,269,84.50338286621539,3,7,0.42857142857142855
680,13.895495233591646,20,9.808584870770574,499,84.37349237038954,3,7,0.42857142857142855
599,12.240296536649112,12,5.885150922462344,307,84.27990003627366,4,8,0.5
586,11.974647363065742,16,7.846867896616459,390,84.24228201835403,4,8,0.5
733,14.97852647973923,20,9.808584870770574,238,84.13195469183573,4,6,0.6666666666666666
732,14.958091927925125,20,9.808584870770574,244,84.12501247070357,4,6,0.6666666666666666
722,14.753746409784071,20,9.808584870770574,286,84.03468855708337,3,7,0.42857142857142855
592,12.097254673950374,12,5.885150922462344,352,83.93464642390016,3,8,0.375
581,11.872474603995215,20,9.808584870770574,409,83.70353231681976,4,8,0.5
584,11.933778259437531,16,7.846867896616459,395,83.55961943034393,4,8,0.5
600,12.260731088463217,12,5.885150922462344,301,83.3015546414775,4,8,0.5
591,12.076820122136269,12,5.885150922462344,358,83.30027856033776,3,8,0.375
598,12.219861984835006,12,5.885150922462344,315,83.28246009716204,4,8,0.5
615,12.567249365674797,20,9.808584870770574,216,83.17025668321821,6,8,0.75
685,13.997667992662173,20,9.808584870770574,476,83.16487786436342,4,7,0.5714285714285714
614,12.546814813860692,20,9.808584870770574,217,83.06617873396348,6,8,0.75
616,12.587683917488903,20,9.808584870770574,211,83.01938216275717,6,8,0.75
597,12.199427433020901,12,5.885150922462344,322,82.88862784461841,4,8,0.5
590,12.056385570322163,12,5.885150922462344,360,82.80767773405147,3,8,0.375
727,14.855919168854598,16,7.846867896616459,267,82.79102515423035,3,7,0.42857142857142855
687,14.038537096290383,20,9.808584870770574,466,82.75046452947299,4,7,0.5714285714285714
728,14.876353720668703,16,7.846867896616459,262,82.74889252620049,3,7,0.42857142857142855
684,13.977233440848067,20,9.808584870770574,481,82.73493775320892,3,7,0.42857142857142855
683,13.956798889033962,20,9.808584870770574,486,82.69244119856835,3,7,0.42857142857142855
682,13.936364337219857,20,9.808584870770574,490,82.67006700875518,3,7,0.42857142857142855
729,14.896788272482809,16,7.846867896616459,258,82.60674272699448,3,7,0.42857142857142855
612,12.505945710232481,20,9.808584870770574,229,82.59901362877481,5,8,0.625
613,12.526380262046587,20,9.808584870770574,222,82.5940638300423,6,8,0.75
611,12.485511158418376,20,9.808584870770574,234,82.57485749764824,5,8,0.625
589,12.035951018508058,12,5.885150922462344,367,82.55439194202042,3,8,0.375
602,12.301600192091428,16,7.846867896616459,296,82.53609445171942,4,8,0.5
363,7.417742308520246,20,9.808584870770574,276,82.34997153516387,3,13,0.23076923076923078
688,14.058971648104489,20,9.808584870770574,462,82.13734137177984,4,7,0.5714285714285714
686,14.018102544476278,20,9.808584870770574,472,81.87305225796744,4,7,0.5714285714285714
730,14.917222824296914,16,7.846867896616459,254,81.71281909641998,3,6,0.5
681,13.915929785405751,20,9.808584870770574,493,81.68865402300698,3,7,0.42857142857142855
588,12.015516466693953,12,5.885150922462344,370,81.66324876175047,3,8,0.375
594,12.138123777578585,12,5.885150922462344,338,81.61451815435481,5,8,0.625
609,12.444642054790165,20,9.808584870770574,249,81.57569031497204,6,8,0.75
561,11.463783567713108,20,9.808584870770574,542,81.56755155450011,5,8,0.625
726,14.835484617040493,16,7.846867896616459,270,81.43249539362114,3,7,0.42857142857142855
298,6.089496440603398,20,9.808584870770574,28,81.34837236879534,5,16,0.3125
694,14.181578958989121,20,9.808584870770574,432,81.29475360193037,6,7,0.8571428571428571
721,14.733311857969966,20,9.808584870770574,288,81.20930754692391,4,7,0.5714285714285714
364,7.438176860334352,20,9.808584870770574,269,81.19586141279478,4,12,0.3333333333333333
702,14.345055373501964,20,9.808584870770574,393,81.1577410639793,5,7,0.7142857142857143
