target_id,quarter,selection_order,population_cohort,flux_robust_scale,flux_skewness,flux_outlier_fraction,v2_acf_lag_1,v2_acf_decay_e_days,original_series_stationarity_conclusion,v2_spectral_concentration,v2_spectral_harmonic_power_ratio,v2_ls_dominant_period_days,v2_ls_acf_period_relative_error,v2_segment_scale_relative_mad,v2_amplitude_population_label,v2_memory_population_label,v2_acf1_operational_label,v2_quiet_candidate,v2_low_scatter_structured_candidate,v2_correlated_stochastic_candidate,v2_evolving_variability_candidate,v2_quasi_periodic_candidate,v2_coherent_periodic_candidate,v2_rotation_spot_review_flag,v2_pulsation_review_flag,v2_dominant_statistical_behaviour
8720209,5,11,development_reference_100,0.0006169931664204,6.374645339316172,0.0013374944271065,0.0141930378976352,0.0204344107114593,stationary_supported,0.0019419159735788,0.0568182815206094,8.929450847626475,,0.0083035303000413,typical,low,weak,False,False,False,False,False,False,False,False,Short-memory stochastic
6859305,5,12,development_reference_100,0.0002913658357145,1.1511856745954108,0.0015604101649576,0.0264756872468781,0.0204344027952174,stationary_supported,0.0010408665940598,0.5036571517063874,5.991094985662613,,0.0041378091323006,typical,low,weak,False,False,False,False,False,False,False,False,Low-scatter structured
2579916,5,13,development_reference_100,0.0003920951125709,0.3974177316677956,0.0004458314757021,0.6960774928469525,0.3269525486975908,stationary_supported,0.0138236902692335,0.1276992850322977,3.3095371409193093,0.191666674442934,0.0399369110766512,typical,typical,strong,False,False,False,False,False,True,True,True,Coherent periodic
11042669,5,14,development_reference_100,0.0004153751122519,1.4933737600437789,0.000222915737851,0.702455193848373,0.06130286649568,stationary_supported,0.0035864827427333,0.4074351186304474,11.268049509814896,0.934715019018385,0.0519385286536471,typical,typical,strong,False,False,False,False,False,False,False,False,Mixed / complex
8963963,5,15,development_reference_100,0.0002763705794505,4.415154887200366,0.0013374944271065,0.0176130006550992,0.020434365957044,conflicting_rejections,0.0007471768704563,0.5628857667648925,21.51181245959428,,0.0604315141567573,typical,low,weak,False,False,False,False,False,False,False,False,Low-scatter structured
3940608,5,16,development_reference_100,0.0005004495591788,1.5120681884516136,0.0013374944271065,0.0083630679956435,0.0204344723024405,stationary_supported,0.0010520385967373,0.0498133682447935,6.573088111776296,,0.0122444597384159,typical,low,weak,False,False,False,False,False,False,False,False,Mixed / complex
10989954,5,17,development_reference_100,0.0005359701830548,0.0331530679655752,0.0,0.8625844443832965,0.0817371762823313,stationary_supported,0.0098320865512732,0.0984655426343464,7.17057902354538,0.8917098365233247,0.0837449351074079,typical,high,strong,False,False,True,False,False,False,False,False,Long-memory / correlated
11414923,5,18,development_reference_100,0.0033032119536754,-0.1235119169333151,0.0,0.9672182013701384,0.919542156298121,stationary_supported,0.1162190982137143,0.2192314026481025,6.0674059470382975,,0.1520935554437419,high,high,strong,False,False,True,True,False,False,False,False,Evolving variability
7918274,5,19,development_reference_100,0.0003787817169807,1.8217725412762185,0.0008916629514043,0.0081181632171955,0.020434428966837,conflicting_rejections,0.0008904302651593,0.0961794546680423,0.2265492457530995,,0.0348383299798794,typical,low,weak,False,False,False,False,False,False,False,False,Short-memory stochastic
6846674,5,20,development_reference_100,0.0003470891386982,1.5409351777504254,0.0008916629514043,0.384511275036372,0.0408687418093904,stationary_supported,0.0200272582899131,0.0785788163562872,12.454211068156376,,0.0290640000001524,typical,typical,moderate,False,False,False,False,False,False,False,False,Mixed / complex
6140620,5,21,development_reference_100,0.0005436320094404,0.9779558561802468,0.0006687472135532,0.01925034730781,0.0204344669473357,stationary_supported,0.0008241019556003,0.1662912573009912,0.1288951654189161,,0.0301510026069934,typical,low,weak,False,False,False,False,False,False,False,False,Mixed / complex
6151368,5,22,development_reference_100,0.0032517829540663,-0.2463562266389767,0.0,0.9670778184836564,0.4699931039358489,stationary_supported,0.1240853385695473,0.0094109388576996,2.6889921422846363,0.0044904921581586,0.1716641859909123,high,high,strong,False,False,False,True,True,True,False,False,Quasi-periodic / structured
