quality_policy,mode,order,name,estimate,std_error,ci_low,ci_high,boundary_distance,near_boundary
default,longest_segment,"(2, 0, 1)",sigma2,5.7041838441024976e-09,4.4755368157635047e-10,4.826994747064543e-09,6.581372941140452e-09,,False
default,longest_segment,"(1, 1, 0)",ar.L1,-0.3078372152404595,4.2008000046295323e-19,-0.3078372152404595,-0.3078372152404595,0.6921627847595405,False
default,longest_segment,"(1, 1, 0)",sigma2,8.065774312102746e-09,5.233797683750692e-10,7.039968815850695e-09,9.091579808354797e-09,,False
strict,full_gap,"(2, 0, 0)",const,-2.3476079340160337e-05,8.449125768530859e-06,-4.003606154733013e-05,-6.916097132990547e-06,,False
strict,full_gap,"(2, 0, 0)",ar.L1,0.6359914496111678,1.4664883404767193e-09,0.6359914467369034,0.6359914524854322,0.3640085503888322,False
strict,full_gap,"(2, 0, 0)",ar.L2,0.24678206786713383,1.277842424493972e-09,0.2467820653626087,0.24678207037165897,0.7532179321328661,False
strict,full_gap,"(2, 0, 0)",sigma2,4.49765843077286e-09,8.873519860557585e-11,4.323740637344923e-09,4.671576224200798e-09,,False
strict,full_gap,"(2, 0, 1)",const,-2.3473895483314007e-05,9.378517610142572e-06,-4.185545222756811e-05,-5.092338739059905e-06,,False
strict,full_gap,"(2, 0, 1)",ar.L1,0.9192552375141344,2.543392308707052e-09,0.9192552325291771,0.9192552424990917,0.0807447624858656,False
strict,full_gap,"(2, 0, 1)",ar.L2,0.007620149561736424,2.195156964699551e-09,0.007620145259307833,0.007620153864165016,0.9923798504382636,False
strict,full_gap,"(2, 0, 1)",ma.L1,-0.3018502388054565,7.941914888715438e-10,-0.3018502403620432,-0.30185023724886983,0.6981497611945435,False
strict,full_gap,"(2, 0, 1)",sigma2,4.449285354959582e-09,8.695428813259721e-11,4.278858081918373e-09,4.619712628000791e-09,,False
strict,full_gap,"(1, 0, 1)",const,-2.3473854370247693e-05,9.410924630961948e-06,-4.191892770815401e-05,-5.0287810323413744e-06,,False
strict,full_gap,"(1, 0, 1)",ar.L1,0.9280643904751863,2.5856590116032517e-09,0.9280643854073878,0.9280643955429848,0.0719356095248137,False
strict,full_gap,"(1, 0, 1)",ma.L1,-0.31065935073199435,8.139623938682532e-10,-0.31065935232733133,-0.3106593491366574,0.6893406492680056,False
strict,full_gap,"(1, 0, 1)",sigma2,4.447560860279847e-09,8.691263957164116e-11,4.277215216918119e-09,4.6179065036415745e-09,,False
strict,full_gap,"(3, 0, 1)",const,-2.347408689052413e-05,8.980168629694573e-06,-4.10748939798219e-05,-5.873279801226357e-06,,False
strict,full_gap,"(3, 0, 1)",ar.L1,0.42592118222418063,1.513925006649565e-09,0.4259211792569421,0.42592118519141914,0.5740788177758194,False
strict,full_gap,"(3, 0, 1)",ar.L2,0.321376390528643,1.295849173994189e-09,0.3213763879888253,0.32137639306846066,0.678623609471357,False
strict,full_gap,"(3, 0, 1)",ar.L3,0.1217459983099436,1.3123465889916778e-09,0.12174599573779156,0.12174600088209565,0.8782540016900564,False
strict,full_gap,"(3, 0, 1)",ma.L1,0.1914838165253589,3.9677131470443884e-10,0.1914838157477014,0.1914838173030164,0.808516183474641,False
strict,full_gap,"(3, 0, 1)",sigma2,4.486056805174075e-09,8.762062080067988e-11,4.314323544101701e-09,4.657790066246448e-09,,False
strict,full_gap,"(3, 0, 0)",const,-2.34740059949481e-05,9.08451215567895e-06,-4.127932263719517e-05,-5.6686893527010315e-06,,False
strict,full_gap,"(3, 0, 0)",ar.L1,0.6174049987520067,1.7939533542038537e-09,0.6174049952359227,0.6174050022680907,0.3825950012479933,False
strict,full_gap,"(3, 0, 0)",ar.L2,0.19959432046497005,1.5807205019466844e-09,0.1995943173668148,0.19959432356312531,0.80040567953503,False
strict,full_gap,"(3, 0, 0)",ar.L3,0.07449122611945262,1.4654926571287485e-09,0.07449122324713979,0.07449122899176545,0.9255087738805474,False
strict,full_gap,"(3, 0, 0)",sigma2,4.47643191303664e-09,8.745737375633438e-11,4.305018610291766e-09,4.647845215781513e-09,,False
strict,full_gap,"(1, 1, 1)",ar.L1,0.1696996260652887,1.4569930562699383e-20,0.1696996260652887,0.1696996260652887,0.8303003739347112,False
