center_cadenceno,duration_cadences,depth,raw_flux_box_statistic,raw_flux_box_numerator,raw_flux_box_denominator,raw_flux_box_n_points,innovation_unchanged_box_statistic,innovation_unchanged_box_numerator,innovation_unchanged_box_denominator,innovation_unchanged_box_n_points,innovation_transformed_template_statistic,innovation_transformed_template_numerator,innovation_transformed_template_denominator,innovation_transformed_template_n_points,transformed_template_minus_raw_flux,transformed_template_minus_unchanged_box,transformed_template_to_raw_flux_ratio,transformed_template_to_unchanged_box_ratio,transformed_template_positive,transformed_template_improves_unchanged_box,quality_policy,mode,order
16518,6,0.001,32.76757107187462,1023.6340277881285,31.239240331326968,49,13.475967747867244,390.08243211064325,28.946524613965416,49,22.01312211857652,439.50018366392567,19.965372530825082,49,-10.754448953298102,8.537154370709274,0.6717959677356444,1.6335095579358592,True,True,default,full_gap,"(1, 0, 1)"
