center_cadenceno,duration_cadences,depth,observed_depth_before_arima,innovation_depth_after_arima,standardized_innovation_depth_after_arima,depth_retention_fraction,local_snr_before_arima,local_snr_after_arima,standardized_snr_after_arima,snr_retention_fraction,event_center_shift_cadences,transit_preservation_failure,quality_policy,mode,order,innovation_transformed_template_statistic,innovation_unchanged_box_statistic,raw_flux_box_statistic,transformed_template_improves_unchanged_box
16518,6,0.001,0.0011011202423351065,0.00037061552737416065,4.980391624827336,0.33658043247684694,47.35929432772535,10.587088819073756,10.475900516687195,0.2235482806355035,-2,True,default,full_gap,"(1, 0, 1)",22.01312211857652,13.475967747867244,32.76757107187462,True
