injected_duration_hours,injection_count,arima_convergence_rate,period_match_rate,exact_period_match_rate,exact_period_present_top10_rate,detection_rate_fap_1_percent,recovery_rate_fap_1_percent,exact_recovery_rate_fap_1_percent,median_period_error_fraction,median_exact_period_error_fraction,median_score,median_raw_pooled_score,median_valid_transit_events,median_positive_event_fraction,median_event_score
2.0,27,0.6666666666666666,0.7777777777777778,0.6666666666666666,1.0,1.0,0.7777777777777778,0.6666666666666666,0.0001500150015001367,0.0001500150015001367,28.113506715315257,26.550530536085844,36.0,1.0,6.449680774769015
4.0,27,0.2962962962962963,0.8518518518518519,0.6666666666666666,1.0,1.0,0.8518518518518519,0.6666666666666666,0.0001500150015001367,0.0001500150015001367,41.506225040792096,35.24232490660161,23.0,1.0,9.818820683941233
8.0,27,0.48148148148148145,0.7407407407407407,0.6296296296296297,1.0,1.0,0.7407407407407407,0.6296296296296297,0.0001500150015001367,0.0001500150015001367,26.94002144343193,23.82633752650278,36.0,1.0,6.040216674060238
