injected_period_days,injected_epoch_days,epoch_phase_fraction,injected_duration_hours,injected_depth,in_transit_observation_count,arima_converged,recovered_period_days,recovered_epoch_days,recovered_duration_hours,recovered_score,recovered_raw_pooled_score,recovered_valid_transit_events,recovered_positive_transit_events,recovered_positive_event_fraction,recovered_median_event_score,period_error_fraction,exact_period_error_fraction,period_matched,exact_period_matched,fap_1_percent_threshold,passes_fap_1_percent,recovered_at_fap_1_percent,exact_recovered_at_fap_1_percent,exact_period_rank_top10,exact_period_present_top10,half_period_rank_top10,double_period_rank_top10,triple_period_rank_top10,top_periods_json,top_scores_json,top_raw_pooled_scores_json,top_valid_event_counts_json,top_positive_event_fractions_json
2.0,444.4112269027813,0.45,4.0,0.0002,377,True,2.512151215121512,443.98160276635673,1.5,18.25335527861923,17.510873916699538,36,36,1.0,3.042225879769872,0.256075607560756,0.256075607560756,False,False,15.58599716225368,True,False,False,3,True,8.0,2.0,4.0,"[2.512151215121512, 4.000500050005, 1.9996999699969997, 5.999899989999, 8.000700070007, 4.186718671867187, 5.024002400240024, 1.0, 5.8612861286128615, 10.001500150015001]","[18.25335527861923, 17.72527288778862, 17.167104669039105, 16.34382225313697, 15.39908959626994, 14.038455395179769, 13.437160994366325, 13.13906626841055, 12.73216371208471, 12.245878137503391]","[17.510873916699538, 15.702036532973082, 17.386425341973233, 16.272005410946157, 14.630020171354825, 14.310910161241672, 12.704403492988124, 16.46782100209752, 12.655295211120844, 11.368424150089176]","[36, 23, 45, 16, 11, 22, 19, 91, 16, 9]","[1.0, 1.0, 0.9333333333333333, 1.0, 1.0, 1.0, 1.0, 0.7362637362637363, 1.0, 1.0]"
2.0,445.01122690278135,0.75,4.0,0.0002,374,True,1.9996999699969997,445.0316607058241,3.928571428571429,24.381141367050784,22.91422140140302,44,43,0.9772727272727273,3.675595357960008,0.0001500150015001367,0.0001500150015001367,True,True,15.58599716225368,True,True,True,1,True,,3.0,4.0,"[1.9996999699969997, 2.512151215121512, 4.000500050005, 6.001300130013001, 4.186718671867187, 7.999299929992999, 12.002300230023002, 5.024002400240024, 5.8612861286128615, 10.001500150015001]","[24.381141367050784, 18.16040555863266, 17.617710430676585, 14.58455128475725, 14.538448635373097, 14.504440286205284, 13.691445227741125, 13.598347022046315, 12.666105741266298, 12.54998449468599]","[22.91422140140302, 17.55554450545122, 15.857082817810502, 13.943777617026319, 14.548399962629347, 12.291281990054998, 11.250313621081153, 12.973362426224476, 12.590316565106331, 10.502406873307585]","[44, 36, 23, 15, 22, 11, 8, 19, 16, 9]","[0.9772727272727273, 1.0, 0.9130434782608695, 1.0, 1.0, 0.9090909090909091, 1.0, 1.0, 1.0, 1.0]"
2.0,443.81122690278136,0.15,4.0,0.0005,373,False,1.9996999699969997,443.827759703479,3.928571428571429,66.10996538968361,55.8935476047367,46,44,0.9565217391304348,9.747382618387498,0.0001500150015001367,0.0001500150015001367,True,True,15.58599716225368,True,True,True,1,True,,2.0,3.0,"[1.9996999699969997, 3.999099909990999, 5.999899989999, 7.999299929992999, 10.000100010001, 11.999499949994998, 14.000300030003, 14.995799579957996, 13.002000200020001, 10.999799979998]","[66.10996538968361, 45.05897008744633, 37.3437056879923, 34.45406931513277, 30.621497154484715, 28.293371158018083, 27.37367672358473, 25.510607573556165, 23.29802248676614, 22.907010175760995]","[55.8935476047367, 36.95660978776176, 31.13800438790261, 35.20154368267351, 25.534422446864266, 27.40396759986799, 25.45622964863267, 12.889191803414985, 14.607397068487261, 14.724567361972479]","[46, 24, 15, 12, 10, 8, 7, 7, 7, 7]","[0.9565217391304348, 0.875, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7142857142857143, 0.8571428571428571, 0.7142857142857143]"
2.0,444.4112269027813,0.45,4.0,0.0005,377,True,4.000500050005,446.4199793846308,3.928571428571429,45.633888072363526,39.97233655787712,23,22,0.9565217391304348,9.515323432555014,0.00012501250124996588,1.0002500250025,True,False,15.58599716225368,True,True,False,2,True,5.0,1.0,3.0,"[4.000500050005, 1.9996999699969997, 5.999899989999, 8.000700070007, 1.0, 10.001500150015001, 12.003700370037004, 9.001800180018002, 14.003100310031003, 5.0002000200020005]","[45.633888072363526, 41.71942677133633, 40.5002396585418, 35.544170402252284, 35.52893200090402, 30.347939403736063, 28.733850721503043, 28.545970297665043, 26.812414265660735, 22.42173966933892]","[39.97233655787712, 38.50572608721662, 38.28353602343325, 34.75196964694143, 24.721088980110192, 27.63352638252147, 24.689844621092597, 18.257855483054836, 23.874409295580815, 20.480817608941894]","[23, 46, 16, 11, 89, 9, 8, 9, 7, 19]","[0.9565217391304348, 0.8695652173913043, 1.0, 1.0, 0.7415730337078652, 1.0, 1.0, 1.0, 1.0, 0.6842105263157895]"
2.0,445.01122690278135,0.75,4.0,0.0005,374,False,1.9996999699969997,445.0316607058241,3.928571428571429,65.1306881848277,56.48654520352424,44,44,1.0,9.818820683941233,0.0001500150015001367,0.0001500150015001367,True,True,15.58599716225368,True,True,True,1,True,,2.0,3.0,"[1.9996999699969997, 4.000500050005, 6.001300130013001, 7.999299929992999, 10.000100010001, 12.002300230023002, 14.001700170017001, 15.0, 10.999799979998, 9.001800180018002]","[65.1306881848277, 47.1247959445732, 38.87435967017682, 35.05341511834994, 31.527755930341456, 31.087602207830187, 27.508203139913117, 24.26263072243061, 23.19791326526544, 22.017828159560437]","[56.48654520352424, 39.00728753268921, 33.29296408242456, 30.982681291772963, 31.57496031646202, 23.018719814968854, 24.52371960975477, 15.805748015956901, 17.591276616796268, 16.183788034434436]","[44, 23, 15, 11, 10, 8, 6, 7, 8, 9]","[1.0, 0.9130434782608695, 1.0, 0.9090909090909091, 1.0, 1.0, 1.0, 0.7142857142857143, 0.875, 0.7777777777777778]"
2.0,443.81122690278136,0.15,4.0,0.001,373,False,1.9996999699969997,443.827759703479,3.928571428571429,131.70447411428069,108.33219917879146,46,44,0.9565217391304348,19.418765297761556,0.0001500150015001367,0.0001500150015001367,True,True,15.58599716225368,True,True,True,1,True,,2.0,3.0,"[1.9996999699969997, 3.999099909990999, 5.999899989999, 7.999299929992999, 10.000100010001, 11.999499949994998, 13.997499749974997, 13.002000200020001, 10.999799979998, 14.998599859985998]","[131.70447411428069, 92.85928608801035, 75.12391377629602, 67.99614196966044, 61.53046769803572, 55.66965670633404, 53.346685278317125, 49.10451909332407, 48.847201882433765, 43.55305860038968]","[108.33219917879146, 72.68630611355276, 58.625627792114216, 69.07222230838603, 50.30431294492486, 51.53854988774669, 49.5289284372167, 29.419247912642547, 29.351784764828324, 27.280436767556207]","[46, 24, 15, 12, 10, 8, 7, 7, 7, 5]","[0.9565217391304348, 0.875, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8571428571428571, 0.7142857142857143, 0.8]"
2.0,444.4112269027813,0.45,4.0,0.001,377,False,4.000500050005,446.4199793846308,3.928571428571429,92.9872681988217,77.74546019663305,23,22,0.9565217391304348,19.38918574324537,0.00012501250124996588,1.0002500250025,True,False,15.58599716225368,True,True,False,4,True,2.0,1.0,3.0,"[4.000500050005, 1.0, 5.999899989999, 1.9996999699969997, 8.000700070007, 10.001500150015001, 9.001800180018002, 12.003700370037004, 14.003100310031003, 13.000600060006]","[92.9872681988217, 81.27267386722815, 79.6517512832838, 74.35453219703646, 68.11676000936149, 59.69646087150116, 58.050497941607375, 56.535819550902964, 52.722032820939326, 32.97750406040412]","[77.74546019663305, 48.18535167482611, 73.87961270401274, 75.57268989709077, 67.30365228130877, 53.7214856079311, 34.53254645597129, 47.05947005205656, 46.26597511255233, 26.81591283202533]","[23, 89, 16, 46, 11, 9, 9, 8, 7, 7]","[0.9565217391304348, 0.7415730337078652, 1.0, 0.8913043478260869, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7142857142857143]"
2.0,445.01122690278135,0.75,4.0,0.001,374,False,1.9996999699969997,445.0316607058241,3.928571428571429,129.4416831902355,107.45003313163669,44,44,1.0,19.514067971548403,0.0001500150015001367,0.0001500150015001367,True,True,15.58599716225368,True,True,True,1,True,,2.0,3.0,"[1.9996999699969997, 4.000500050005, 6.001300130013001, 8.000700070007, 6.998199819981998, 10.000100010001, 11.999499949994998, 14.007300730073007, 15.0, 10.999799979998]","[129.4416831902355, 93.73055938263853, 76.60446579632136, 68.32812365230832, 65.88974767559523, 62.465822374896526, 58.41092859074966, 52.48319293214183, 49.9470526670115, 43.70937996281096]","[107.45003313163669, 75.46048637421677, 63.28051346688173, 50.07483154605254, 37.33118492399991, 60.832789374666376, 57.83563017544814, 35.08683694889585, 30.54523423792279, 33.0358695998199]","[44, 23, 15, 12, 13, 10, 8, 7, 7, 8]","[1.0, 0.9130434782608695, 1.0, 0.8333333333333334, 0.6923076923076923, 1.0, 1.0, 1.0, 0.7142857142857143, 1.0]"
2.0,443.81122690278136,0.15,8.0,0.0002,740,False,2.512151215121512,443.98160276635673,1.5,17.83829639916278,17.309468903713377,36,36,1.0,2.9730493998604635,0.256075607560756,0.256075607560756,False,False,15.58599716225368,True,False,False,2,True,,9.0,,"[2.512151215121512, 1.9996999699969997, 4.186718671867187, 5.024002400240024, 5.8612861286128615, 8.373137313731373, 6.698569856985698, 7.5386538653865385, 3.999099909990999, 9.21042104210421]","[17.83829639916278, 16.535980186131944, 13.652218072810735, 13.471322285910613, 13.142709088590292, 11.77782404846076, 11.469384980574818, 11.330326410217625, 10.743820798941377, 10.466093317152897]","[17.309468903713377, 15.172778310898732, 13.891952819668449, 12.732587947934663, 13.00572005146493, 10.437250278511545, 10.339572986897316, 9.766906882779795, 9.370121789919281, 9.452325078795466]","[36, 46, 22, 19, 16, 11, 14, 13, 22, 11]","[1.0, 0.8913043478260869, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8636363636363636, 1.0]"
2.0,444.4112269027813,0.45,8.0,0.0002,743,False,2.512151215121512,443.98160276635673,1.5,18.169332748332216,17.196295621588106,36,36,1.0,3.0282221247220362,0.256075607560756,0.256075607560756,False,False,15.58599716225368,True,False,False,2,True,5.0,7.0,8.0,"[2.512151215121512, 2.0011001100110013, 4.186718671867187, 5.024002400240024, 1.0, 5.8612861286128615, 4.000500050005, 6.0027002700270025, 6.698569856985698, 8.373137313731373]","[18.169332748332216, 14.346655968896435, 13.941894039009341, 13.602114395253455, 12.958995940475123, 12.663260778468077, 12.651149816247365, 12.057292374549212, 11.710406808247566, 11.704505344560811]","[17.196295621588106, 12.323229701351966, 14.241226916411483, 12.97630821037888, 11.255852171342774, 12.749598813256089, 12.32643783316219, 8.177997390551765, 11.122597232303667, 11.197632379301009]","[36, 45, 22, 19, 89, 16, 23, 15, 14, 11]","[1.0, 0.8, 1.0, 1.0, 0.797752808988764, 1.0, 0.9565217391304348, 0.7333333333333333, 1.0, 1.0]"
2.0,445.01122690278135,0.75,8.0,0.0002,747,False,2.512151215121512,443.98160276635673,1.5,18.505017926349442,17.849106587585474,36,36,1.0,3.0841696543915735,0.256075607560756,0.256075607560756,False,False,15.58599716225368,True,False,False,2,True,,6.0,10.0,"[2.512151215121512, 1.9996999699969997, 4.186718671867187, 5.024002400240024, 5.8612861286128615, 4.001900190019002, 6.698569856985698, 8.373137313731373, 7.54005400540054, 5.998499849984999]","[18.505017926349442, 17.520603024324007, 14.588589543633784, 13.641692302727902, 13.074079220719193, 12.72216357652532, 11.749839699964246, 11.735324776564616, 11.284001239458629, 11.203693467855306]","[17.849106587585474, 17.65951188702071, 14.595801595712206, 13.014397745841675, 13.314252121664484, 10.980793239233252, 11.71653545164555, 11.227213252750245, 9.905672560899173, 11.10388450968584]","[36, 45, 22, 19, 16, 24, 14, 11, 13, 16]","[1.0, 0.9777777777777777, 1.0, 1.0, 1.0, 0.9166666666666666, 1.0, 1.0, 1.0, 1.0]"
2.0,443.81122690278136,0.15,8.0,0.0005,740,True,1.9996999699969997,443.84243725541785,7.571428571428571,39.027420437018016,35.38336378616181,46,44,0.9565217391304348,5.754279212913547,0.0001500150015001367,0.0001500150015001367,True,True,15.58599716225368,True,True,True,1,True,,2.0,3.0,"[1.9996999699969997, 3.999099909990999, 5.999899989999, 7.999299929992999, 10.000100010001, 11.999499949994998, 6.999599959995999, 13.994699469946994, 2.512151215121512, 9.001800180018002]","[39.027420437018016, 26.508366495823967, 23.170289603400235, 21.26365324807496, 20.480979457470767, 18.66534172196077, 18.13582812448639, 17.44610692964184, 17.147637036785305, 16.54650709324748]","[35.38336378616181, 22.459957620318868, 21.263652039658616, 21.75365279990453, 19.270501862429686, 17.60537895439024, 10.877866785914149, 14.235371227285096, 15.304800932447499, 11.142813691451881]","[46, 22, 16, 12, 9, 8, 13, 7, 36, 9]","[0.9565217391304348, 0.9090909090909091, 0.9375, 1.0, 1.0, 1.0, 0.7692307692307693, 1.0, 0.9444444444444444, 0.7777777777777778]"
2.0,444.4112269027813,0.45,8.0,0.0005,743,False,1.9996999699969997,444.47010289187943,6.357142857142858,35.39005468830274,25.674047121226735,46,43,0.9347826086956522,5.217978891672145,0.0001500150015001367,0.0001500150015001367,True,True,15.58599716225368,True,True,True,1,True,3.0,2.0,4.0,"[1.9996999699969997, 4.000500050005, 1.0, 6.0027002700270025, 8.000700070007, 9.998699869986998, 8.998999899989998, 13.996099609960996, 12.003700370037004, 2.512151215121512]","[35.39005468830274, 29.196845654317258, 27.432255850548625, 23.855586071941847, 21.071605977111595, 19.50535800025161, 18.85649359579682, 17.9891402505457, 17.974330610859834, 17.468490638511028]","[25.674047121226735, 26.250844277724152, 24.281855698937296, 17.00942150837145, 20.729583414051405, 17.130570400560103, 12.278073533781608, 15.775722905347306, 13.130858441678406, 15.584116110626471]","[46, 23, 91, 15, 11, 9, 11, 6, 8, 36]","[0.9347826086956522, 1.0, 0.7802197802197802, 0.7333333333333333, 1.0, 1.0, 0.8181818181818182, 1.0, 0.75, 0.9722222222222222]"
2.0,445.01122690278135,0.75,8.0,0.0005,747,False,1.9996999699969997,445.046338257763,7.571428571428571,39.935039707564485,37.67210104284608,45,44,0.9777777777777777,5.953164231351167,0.0001500150015001367,0.0001500150015001367,True,True,15.58599716225368,True,True,True,1,True,,2.0,3.0,"[1.9996999699969997, 3.999099909990999, 5.998499849984999, 7.999299929992999, 10.004300430043005, 11.999499949994998, 6.998199819981998, 2.512151215121512, 11.001200120012001, 14.003100310031003]","[39.935039707564485, 28.187579967499232, 23.98677397436544, 23.02857090240864, 18.732977721520882, 18.12969695118341, 17.795145718306905, 17.715696138839938, 17.516601977617473, 17.145276211773044]","[37.67210104284608, 26.532924275152617, 22.93051316435479, 23.51126969747004, 15.271707201750083, 19.20615578296924, 10.128173066325099, 17.19911612545991, 10.666975032831937, 17.999112920265112]","[45, 22, 16, 12, 9, 8, 13, 36, 9, 7]","[0.9777777777777777, 0.9545454545454546, 1.0, 1.0, 0.8888888888888888, 1.0, 0.6153846153846154, 1.0, 0.8888888888888888, 1.0]"
2.0,443.81122690278136,0.15,8.0,0.001,740,True,1.9996999699969997,443.84243725541785,7.571428571428571,71.37511939042645,63.47318467255785,46,44,0.9565217391304348,10.523687223713805,0.0001500150015001367,0.0001500150015001367,True,True,15.58599716225368,True,True,True,1,True,,2.0,3.0,"[1.9996999699969997, 3.999099909990999, 5.999899989999, 7.999299929992999, 10.000100010001, 9.003200320032002, 11.999499949994998, 13.987698769876987, 11.002600260026002, 13.002000200020001]","[71.37511939042645, 50.85163678286085, 42.951114404162084, 37.57478920707426, 34.563439683009015, 32.697058349278244, 32.408335073667644, 30.010519030360452, 29.263483815601617, 26.507617882727857]","[63.47318467255785, 42.45616958021774, 38.13237811513981, 38.22108990745386, 33.798220842438106, 19.301572673100864, 31.081357530545564, 18.22127349470549, 17.71757988942804, 16.351474857221163]","[46, 24, 16, 12, 9, 11, 8, 7, 9, 7]","[0.9565217391304348, 0.9583333333333334, 0.9375, 1.0, 1.0, 0.7272727272727273, 1.0, 1.0, 0.8888888888888888, 0.8571428571428571]"
2.0,444.4112269027813,0.45,8.0,0.001,743,True,1.9996999699969997,444.47010289187943,6.357142857142858,68.1440250789243,45.31982282466818,46,42,0.9130434782608695,10.047288357904968,0.0001500150015001367,0.0001500150015001367,True,True,15.58599716225368,True,True,True,1,True,3.0,2.0,4.0,"[1.9996999699969997, 4.000500050005, 1.0, 6.0027002700270025, 8.000700070007, 8.998999899989998, 9.998699869986998, 12.003700370037004, 10.999799979998, 13.998899889988998]","[68.1440250789243, 51.947264859935416, 48.3197310532889, 43.11424611361753, 37.090988224445496, 34.577956576683434, 33.67450684554191, 30.88070605619818, 29.284885241011153, 29.26281056666826]","[45.31982282466818, 45.80596580264486, 48.53453569853182, 29.21940294981508, 36.93099410498482, 20.940759958758385, 33.48065120949432, 23.039435404749774, 17.386431437206852, 27.314740630596667]","[46, 23, 90, 15, 12, 11, 10, 8, 9, 6]","[0.9130434782608695, 1.0, 0.7888888888888889, 0.7333333333333333, 1.0, 0.8181818181818182, 1.0, 0.75, 0.7777777777777778, 1.0]"
