injected_period_days,injected_epoch_days,epoch_phase_fraction,injected_duration_hours,injected_depth,in_transit_observation_count,arima_converged,recovered_period_days,recovered_epoch_days,recovered_duration_hours,recovered_score,recovered_raw_pooled_score,recovered_valid_transit_events,recovered_positive_transit_events,recovered_positive_event_fraction,recovered_median_event_score,period_error_fraction,exact_period_error_fraction,period_matched,exact_period_matched,fap_1_percent_threshold,passes_fap_1_percent,recovered_at_fap_1_percent,exact_recovered_at_fap_1_percent,exact_period_rank_top10,exact_period_present_top10,half_period_rank_top10,double_period_rank_top10,triple_period_rank_top10,top_periods_json,top_scores_json,top_raw_pooled_scores_json,top_valid_event_counts_json,top_positive_event_fractions_json
2.0,445.01122690278135,0.75,8.0,0.001,747,False,1.9996999699969997,445.046338257763,7.571428571428571,70.86198477876519,65.21305907977028,45,44,0.9777777777777777,10.56348099905829,0.0001500150015001367,0.0001500150015001367,True,True,15.58599716225368,True,True,True,1,True,,2.0,3.0,"[1.9996999699969997, 3.999099909990999, 5.998499849984999, 7.999299929992999, 6.998199819981998, 10.000100010001, 11.001200120012001, 9.000400040004001, 11.999499949994998, 14.003100310031003]","[70.86198477876519, 50.55913634822727, 43.32998329967311, 38.65090246361337, 35.36995472170986, 33.55396584589443, 32.10197752219935, 31.90019345691735, 31.473933689419745, 29.44185247012779]","[65.21305907977028, 43.05370995798752, 39.51032895446761, 41.394504179428736, 19.68754634526157, 32.17222601903771, 18.666690490287618, 18.439070009421698, 32.52415162186384, 30.2254974118842]","[45, 23, 16, 12, 13, 10, 9, 11, 8, 7]","[0.9777777777777777, 0.9565217391304348, 1.0, 1.0, 0.6153846153846154, 1.0, 0.8888888888888888, 0.7272727272727273, 1.0, 1.0]"
5.0,444.26122690278135,0.15,2.0,0.0002,71,False,2.512151215121512,443.98160276635673,1.5,18.526646771988244,17.51753613267558,36,35,0.9722222222222222,3.0877744619980407,0.004860486048604784,0.4975697569756976,True,False,15.58599716225368,True,True,False,4,True,1.0,10.0,,"[2.512151215121512, 3.3494349434943493, 4.186718671867187, 4.998799879987999, 5.8612861286128615, 6.698569856985698, 8.373137313731373, 7.541454145414542, 9.21042104210421, 10.047704770477047]","[18.526646771988244, 16.64742435321959, 14.479531794437952, 14.2431899403127, 13.047615775117835, 12.094432581829878, 11.98307252415835, 11.557159318840585, 10.693305754887307, 10.38381014664284]","[17.51753613267558, 15.183653620683012, 14.630312363637229, 13.93651815874039, 13.118804210021015, 11.804328331048895, 11.465313157583058, 10.14302937954828, 9.644164285066129, 10.263341112726916]","[36, 28, 22, 18, 16, 14, 11, 13, 11, 10]","[0.9722222222222222, 1.0, 1.0, 0.9444444444444444, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5.0,445.76122690278135,0.45,2.0,0.0002,71,False,2.512151215121512,443.98160276635673,1.5,18.61473776793468,18.197963121531963,36,36,1.0,3.1024562946557803,0.004860486048604784,0.4975697569756976,True,False,15.58599716225368,True,True,False,4,True,1.0,10.0,,"[2.512151215121512, 3.3494349434943493, 4.186718671867187, 5.024002400240024, 5.8612861286128615, 6.698569856985698, 8.373137313731373, 7.541454145414542, 9.21042104210421, 10.047704770477047]","[18.61473776793468, 16.61249816178897, 14.446593701623971, 13.952446308514022, 13.026204218787473, 12.072293186974338, 11.969555540424917, 11.541047690048641, 10.692360436551429, 10.36760387733506]","[18.197963121531963, 15.323547928133065, 15.214802570989017, 13.314417622420912, 12.389222054455043, 11.915482031650807, 12.307939326794843, 10.129138724619553, 9.63044771408038, 10.249345036666508]","[36, 28, 22, 19, 16, 14, 11, 13, 11, 10]","[1.0, 0.9642857142857143, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5.0,447.26122690278135,0.75,2.0,0.0002,77,True,2.512151215121512,443.98160276635673,1.5,18.554735712947974,18.1247744735838,36,36,1.0,3.0924559521579953,0.004860486048604784,0.4975697569756976,True,False,15.58599716225368,True,True,False,3,True,1.0,9.0,,"[2.512151215121512, 4.186718671867187, 5.024002400240024, 5.8612861286128615, 6.698569856985698, 8.373137313731373, 7.5386538653865385, 9.21042104210421, 10.047704770477047, 11.725072507250724]","[18.554735712947974, 14.379367474862526, 13.905331034129098, 12.977556979445776, 12.023892871347151, 11.933747182456539, 11.502075339495725, 10.676445548624438, 10.330091621457377, 9.96838944182511]","[18.1247744735838, 14.560207932397535, 12.779318564239771, 13.051839947089544, 11.936841752695441, 11.417887047717418, 10.095282606298873, 9.597534075202804, 10.215192057913312, 9.437259756731734]","[36, 22, 19, 16, 14, 11, 13, 11, 10, 7]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5.0,444.26122690278135,0.15,2.0,0.0005,71,True,4.998799879987999,444.2872267981476,1.5,30.689851237950922,30.486890874017853,18,17,0.9444444444444444,7.233667307987153,0.0002400240024002187,0.0002400240024002187,True,True,15.58599716225368,True,True,True,1,True,5.0,2.0,4.0,"[4.998799879987999, 10.001500150015001, 12.5007500750075, 14.998599859985998, 2.512151215121512, 3.3494349434943493, 7.502250225022502, 4.186718671867187, 5.8612861286128615, 13.332433243324331]","[30.689851237950922, 22.2265658415975, 19.184729540337138, 18.763973779827776, 18.331920780157528, 16.12176801141348, 15.56839956141968, 14.175387548919636, 12.826561528214576, 11.939955110565226]","[30.486890874017853, 20.731714802324717, 11.516567416790041, 21.281537174654684, 16.05803168543703, 14.666544354494478, 11.301646308691398, 14.459612104123462, 12.928316299346308, 11.879390652445979]","[18, 9, 7, 6, 36, 28, 10, 22, 16, 7]","[0.9444444444444444, 1.0, 0.8571428571428571, 1.0, 0.9444444444444444, 0.9642857142857143, 0.8, 1.0, 1.0, 0.7142857142857143]"
5.0,445.76122690278135,0.45,2.0,0.0005,71,True,5.0002000200020005,445.7772851917421,1.5,25.56696653882849,26.036315413871634,17,17,1.0,6.200900209777778,4.0004000400095666e-05,4.0004000400095666e-05,True,True,15.58599716225368,True,True,True,1,True,3.0,2.0,5.0,"[5.0002000200020005, 10.000100010001, 2.512151215121512, 3.3494349434943493, 14.98879887988799, 7.499449944994499, 4.186718671867187, 5.8612861286128615, 12.495149514951494, 8.373137313731373]","[25.56696653882849, 18.51647121377305, 18.372788787334336, 16.00030714908439, 15.632104644868692, 15.36917718338939, 14.12321899359808, 12.760496851507812, 12.48834303695482, 11.872525412439515]","[26.036315413871634, 18.69767056430675, 17.740102759028723, 14.927151947160377, 12.663942214244774, 9.555043504904695, 15.838786120012497, 11.172110808660397, 8.37782846931225, 13.399614806404433]","[17, 8, 36, 28, 6, 11, 22, 16, 7, 11]","[1.0, 1.0, 1.0, 0.9642857142857143, 1.0, 0.8181818181818182, 1.0, 0.9375, 0.8571428571428571, 1.0]"
5.0,447.26122690278135,0.75,2.0,0.0005,77,True,4.998799879987999,447.28650672614043,1.5,28.113506715315257,26.550530536085844,19,19,1.0,6.449680774769015,0.0002400240024002187,0.0002400240024002187,True,True,15.58599716225368,True,True,True,1,True,5.0,3.0,4.0,"[4.998799879987999, 7.498049804980498, 10.000100010001, 14.998599859985998, 2.512151215121512, 12.497949794979498, 4.186718671867187, 5.8612861286128615, 8.373137313731373, 6.698569856985698]","[28.113506715315257, 24.371322433142044, 20.90994807019181, 18.90170685651684, 18.128092761854436, 14.285777819330072, 13.996531365677624, 12.615224000167542, 11.764764969706095, 11.739753928705905]","[26.550530536085844, 13.539664961871287, 19.00852142461844, 18.763484688199583, 17.521964572604848, 9.74500363294448, 14.246112236033072, 12.725492738712093, 11.253675867103393, 11.366373042897132]","[19, 13, 10, 7, 36, 7, 22, 16, 11, 14]","[1.0, 0.8461538461538461, 1.0, 1.0, 1.0, 0.8571428571428571, 1.0, 1.0, 1.0, 1.0]"
5.0,444.26122690278135,0.15,2.0,0.001,71,True,4.998799879987999,444.2872267981476,1.5,52.37007964244307,54.94828841763888,18,18,1.0,12.343746148817022,0.0002400240024002187,0.0002400240024002187,True,True,15.58599716225368,True,True,True,1,True,7.0,2.0,4.0,"[4.998799879987999, 10.001500150015001, 12.5007500750075, 14.994399439943994, 7.502250225022502, 13.338033803380338, 2.512151215121512, 3.3494349434943493, 4.186718671867187, 5.8612861286128615]","[52.37007964244307, 38.741178710410736, 33.609291964810836, 32.27768336384667, 32.092181338580744, 18.90160608833507, 17.431858303599828, 15.830294838721812, 13.830453201439045, 12.286307189838155]","[54.94828841763888, 37.02698293691133, 19.741664968135474, 28.320664591640426, 21.27893959862982, 13.462159736621578, 13.338852631695868, 13.716282135523908, 13.921551555851975, 12.376295188796263]","[18, 9, 7, 6, 10, 5, 36, 27, 22, 16]","[1.0, 1.0, 0.7142857142857143, 0.8333333333333334, 0.8, 1.0, 0.9444444444444444, 1.0, 1.0, 1.0]"
5.0,445.76122690278135,0.45,2.0,0.001,71,True,5.0002000200020005,445.7772851917421,1.5,48.136605375122464,47.805930375174526,17,17,1.0,11.674841671782632,4.0004000400095666e-05,4.0004000400095666e-05,True,True,15.58599716225368,True,True,True,1,True,7.0,2.0,4.0,"[5.0002000200020005, 9.997299729972998, 7.499449944994499, 14.998599859985998, 12.497949794979498, 13.332433243324331, 2.512151215121512, 3.3494349434943493, 4.186718671867187, 5.8612861286128615]","[48.136605375122464, 34.75447525572361, 32.47812385897317, 28.578211948808022, 26.052663662059395, 20.751318751863845, 17.61271656189247, 15.624674575738958, 13.641497674445267, 12.140888635589846]","[47.805930375174526, 21.97981525413589, 18.98480695821794, 27.90008205621152, 16.89414477814185, 13.341232933253929, 16.555470549211172, 13.494991970029591, 16.294118900077077, 9.15271920478769]","[17, 9, 11, 6, 7, 7, 36, 27, 22, 16]","[1.0, 1.0, 0.8181818181818182, 1.0, 1.0, 0.7142857142857143, 1.0, 1.0, 1.0, 0.9375]"
5.0,447.26122690278135,0.75,2.0,0.001,77,True,4.998799879987999,447.28650672614043,1.5,50.91825847659068,47.835618733246676,19,19,1.0,11.681449635818002,0.0002400240024002187,0.0002400240024002187,True,True,15.58599716225368,True,True,True,1,True,6.0,3.0,4.0,"[4.998799879987999, 7.5008500850085005, 10.000100010001, 15.0, 12.497949794979498, 2.512151215121512, 11.664866486648664, 4.186718671867187, 5.8612861286128615, 6.698569856985698]","[50.91825847659068, 43.090562278185175, 37.43866290564104, 32.39823891060939, 28.01938409827855, 17.3558223860495, 13.877320874531565, 13.455457061806605, 12.00355266246384, 11.839482757480672]","[47.835618733246676, 23.679617555213675, 33.71746552690957, 32.607876622858704, 17.524142111344506, 16.250261281487077, 13.655781894631305, 13.498792117178546, 11.982569666416481, 10.89112989672899]","[19, 13, 10, 7, 7, 36, 6, 22, 16, 14]","[1.0, 0.8461538461538461, 1.0, 1.0, 0.8571428571428571, 1.0, 0.8333333333333334, 1.0, 1.0, 1.0]"
5.0,444.26122690278135,0.15,4.0,0.0002,143,False,2.512151215121512,443.98160276635673,1.5,19.010986329387585,17.99433623647922,36,36,1.0,3.1684977215645973,0.004860486048604784,0.4975697569756976,True,False,15.58599716225368,True,True,False,4,True,1.0,8.0,7.0,"[2.512151215121512, 3.3494349434943493, 4.186718671867187, 5.001600160016001, 5.8612861286128615, 6.698569856985698, 15.0, 10.000100010001, 7.541454145414542, 8.373137313731373]","[19.010986329387585, 16.83351665920636, 15.188650301452816, 14.863100585318167, 13.13481397327157, 12.993930496592096, 12.395874114027938, 12.246296785660409, 11.634129194645437, 11.215508361335779]","[17.99433623647922, 15.826205553269908, 14.624410451079822, 13.87406507776101, 13.206340755473011, 13.035229305083622, 11.141426342828114, 11.425414606045308, 10.210557496402753, 10.762548561255073]","[36, 28, 23, 17, 16, 14, 6, 9, 13, 12]","[1.0, 1.0, 1.0, 0.9411764705882353, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5.0,445.76122690278135,0.45,4.0,0.0002,143,True,2.512151215121512,443.98160276635673,1.5,18.620477395857996,18.18347623259308,36,36,1.0,3.103412899309666,0.004860486048604784,0.4975697569756976,True,False,15.58599716225368,True,True,False,2,True,1.0,5.0,8.0,"[2.512151215121512, 5.0002000200020005, 3.3494349434943493, 4.186718671867187, 10.001500150015001, 5.8612861286128615, 6.698569856985698, 14.998599859985998, 8.373137313731373, 7.541454145414542]","[18.620477395857996, 17.927472561028328, 16.684161142904806, 14.422473417241347, 13.11765998641669, 13.02101041929873, 12.880303893030053, 12.11719032915906, 11.977082791898564, 11.542156221055965]","[18.18347623259308, 14.384331154254673, 16.102539085221004, 14.154134729884403, 10.280907249816416, 13.096324852165141, 12.551343924281685, 10.738175646306173, 10.813388057177894, 10.130589721955202]","[36, 17, 28, 22, 9, 16, 14, 6, 11, 13]","[1.0, 0.9411764705882353, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5.0,447.26122690278135,0.75,4.0,0.0002,153,False,2.512151215121512,443.98160276635673,1.5,18.633621839656087,18.221476846145624,36,36,1.0,3.105603639942681,0.004860486048604784,0.4975697569756976,True,False,15.58599716225368,True,True,False,2,True,1.0,6.0,9.0,"[2.512151215121512, 5.0002000200020005, 3.3494349434943493, 4.186718671867187, 5.8612861286128615, 10.000100010001, 6.698569856985698, 8.373137313731373, 15.0, 7.5386538653865385]","[18.633621839656087, 16.449275085822688, 15.894237973875823, 14.468428600005097, 13.041732939739724, 12.683948485266733, 12.08783689110182, 11.980734355733716, 11.779287275803856, 11.553371278517988]","[18.221476846145624, 15.329329416738986, 15.44343287087464, 14.47598027859079, 13.113595741427606, 12.248816878377836, 12.561169249246412, 11.251659428095799, 10.880466300632284, 10.539402970050247]","[36, 19, 28, 22, 16, 9, 14, 11, 7, 13]","[1.0, 0.9473684210526315, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5.0,444.26122690278135,0.15,4.0,0.0005,143,False,5.001600160016001,444.25656901298134,3.928571428571429,41.506225040792096,32.37544083712624,17,16,0.9411764705882353,10.066738233167206,0.0003200320032002324,0.0003200320032002324,True,True,15.58599716225368,True,True,True,1,True,4.0,2.0,3.0,"[5.001600160016001, 10.000100010001, 15.0, 2.512151215121512, 7.5008500850085005, 12.496549654965497, 4.186718671867187, 5.8612861286128615, 6.698569856985698, 9.21042104210421]","[41.506225040792096, 31.819034593845913, 28.017515630985056, 18.785750693673478, 17.422459925763246, 16.475574408986766, 14.45930362682631, 12.880143005950611, 12.734123218321997, 10.94167331969895]","[32.37544083712624, 27.46778490643399, 26.890781721330605, 17.017202821945094, 18.955802321103423, 9.34427082793483, 15.605062155927536, 12.98350778308452, 14.403801682359438, 11.190656228280872]","[17, 9, 6, 36, 12, 7, 23, 16, 14, 11]","[0.9411764705882353, 1.0, 1.0, 0.9166666666666666, 0.75, 0.7142857142857143, 1.0, 0.9375, 1.0, 1.0]"
5.0,445.76122690278135,0.45,4.0,0.0005,143,False,5.0002000200020005,445.7666534908169,3.928571428571429,41.147657205614394,35.24232490660161,17,16,0.9411764705882353,9.979772759144456,4.0004000400095666e-05,4.0004000400095666e-05,True,True,15.58599716225368,True,True,True,1,True,6.0,2.0,3.0,"[5.0002000200020005, 10.001500150015001, 14.994399439943994, 7.498049804980498, 12.497949794979498, 2.512151215121512, 4.186718671867187, 13.333833383338334, 5.8612861286128615, 11.636863686368637]","[41.147657205614394, 32.20801852943232, 27.61007044830581, 22.966236609019766, 20.203980301371736, 18.265727653036794, 14.152119212731748, 13.383409348771686, 12.710220486697875, 12.62489741047008]","[35.24232490660161, 25.256889506078064, 18.659574596014078, 19.885029428622047, 14.286700287043082, 17.654421726952233, 14.560957504110545, 13.371246983318374, 12.821117297825966, 8.028228373705964]","[17, 9, 6, 12, 7, 36, 23, 6, 16, 7]","[0.9411764705882353, 1.0, 0.8333333333333334, 0.8333333333333334, 0.7142857142857143, 1.0, 1.0, 0.8333333333333334, 1.0, 0.8571428571428571]"
5.0,447.26122690278135,0.75,4.0,0.0005,153,False,5.0002000200020005,447.27691798665427,3.928571428571429,43.94660367996614,36.528022183676214,19,19,1.0,10.08204233435816,4.0004000400095666e-05,4.0004000400095666e-05,True,True,15.58599716225368,True,True,True,1,True,6.0,2.0,4.0,"[5.0002000200020005, 10.001500150015001, 7.498049804980498, 14.998599859985998, 12.497949794979498, 2.512151215121512, 4.186718671867187, 5.8612861286128615, 8.373137313731373, 6.698569856985698]","[43.94660367996614, 32.93746625958721, 29.556867286021898, 29.037816286306374, 26.67457672433681, 18.440186128630867, 14.350003222115719, 12.803729789473245, 11.90877795104851, 11.812552865315624]","[36.528022183676214, 29.749157512367045, 20.391834670464483, 27.957318798598155, 15.640749641743403, 17.80254944969608, 13.580826105584832, 12.908278269773351, 10.95427589045754, 13.287504444143426]","[19, 10, 13, 7, 7, 36, 23, 16, 11, 14]","[1.0, 1.0, 0.7692307692307693, 1.0, 0.7142857142857143, 1.0, 1.0, 1.0, 1.0, 1.0]"
5.0,444.26122690278135,0.15,4.0,0.001,143,False,5.0002000200020005,444.27679797465305,3.928571428571429,84.68912396614034,67.0988444676734,18,18,1.0,19.961417949735335,4.0004000400095666e-05,4.0004000400095666e-05,True,True,15.58599716225368,True,True,True,1,True,6.0,2.0,3.0,"[5.0002000200020005, 10.000100010001, 15.0, 7.5008500850085005, 12.5007500750075, 2.512151215121512, 4.186718671867187, 13.374437443744375, 5.8612861286128615, 6.698569856985698]","[84.68912396614034, 63.26130451210465, 52.99821594367369, 35.64731741660914, 30.902592875676156, 18.193428520464145, 14.319883282753766, 14.191864238469302, 12.305095781115721, 12.161220283770087]","[67.0988444676734, 53.171636278654674, 52.12349620168296, 36.86310740818124, 32.28414537724967, 15.076752838338951, 16.889961576778983, 13.133329980015318, 12.374191740250438, 16.623569053047227]","[18, 9, 6, 12, 8, 36, 23, 6, 16, 14]","[1.0, 1.0, 1.0, 0.75, 1.0, 0.8888888888888888, 1.0, 0.8333333333333334, 0.9375, 0.9285714285714286]"
5.0,445.76122690278135,0.45,4.0,0.001,143,False,4.998799879987999,445.7864538381986,3.928571428571429,83.54201547195672,66.42140095364775,18,18,1.0,19.691041884737356,0.0002400240024002187,0.0002400240024002187,True,True,15.58599716225368,True,True,True,1,True,7.0,2.0,3.0,"[4.998799879987999, 10.001500150015001, 15.0, 7.5008500850085005, 12.497949794979498, 13.333833383338334, 2.512151215121512, 14.516951695169517, 13.996099609960996, 11.66066606660666]","[83.54201547195672, 62.35038094268825, 51.72961828794365, 38.317286429649116, 33.230939322838005, 25.87777962030267, 17.532791759377712, 14.836952339512251, 14.6328369784463, 13.315093554309113]","[66.42140095364775, 47.46328415730091, 50.850840496630134, 36.82690539524639, 27.50622072921205, 25.849832014435222, 16.42666844721121, 10.023331499568378, 13.080254587230725, 15.720016342519402]","[18, 9, 6, 12, 7, 6, 36, 3, 6, 7]","[1.0, 1.0, 1.0, 0.8333333333333334, 0.7142857142857143, 0.8333333333333334, 1.0, 0.6666666666666666, 0.8333333333333334, 0.8571428571428571]"
5.0,447.26122690278135,0.75,4.0,0.001,153,False,5.0002000200020005,447.27691798665427,3.928571428571429,88.06307158729824,67.57689341928435,19,19,1.0,20.20305419509584,4.0004000400095666e-05,4.0004000400095666e-05,True,True,15.58599716225368,True,True,True,1,True,6.0,3.0,4.0,"[5.0002000200020005, 7.498049804980498, 10.001500150015001, 15.0, 12.497949794979498, 2.512151215121512, 11.67046704670467, 4.186718671867187, 5.8612861286128615, 6.698569856985698]","[88.06307158729824, 66.45017400479202, 65.17779276500285, 56.35541757066816, 53.4522571241838, 17.655916299940223, 16.56742916892469, 13.678648815154547, 12.168563555257396, 11.997347121709401]","[67.57689341928435, 40.20780516176971, 57.25934460185956, 54.975973637476955, 30.984909822000223, 16.615670226212526, 14.230201828386322, 13.379989835971259, 12.220781121158995, 11.076886828126863]","[19, 13, 10, 7, 7, 36, 6, 22, 16, 14]","[1.0, 0.7692307692307693, 1.0, 1.0, 0.7142857142857143, 1.0, 0.8333333333333334, 1.0, 1.0, 1.0]"
5.0,444.26122690278135,0.15,8.0,0.0002,290,False,2.512151215121512,443.98160276635673,1.5,19.028352776201658,18.75183246086713,36,36,1.0,3.171392129366943,0.004860486048604784,0.4975697569756976,True,False,15.58599716225368,True,True,False,3,True,1.0,8.0,,"[2.512151215121512, 4.186718671867187, 5.024002400240024, 6.698569856985698, 5.8612861286128615, 8.373137313731373, 7.535853585358535, 10.047704770477047, 9.21042104210421, 11.726472647264726]","[19.028352776201658, 14.961619536969359, 14.023187635253796, 13.690078145658868, 13.17964206801782, 13.133343212299144, 11.69648924210534, 10.806583548364781, 10.67004588849424, 10.147492356524255]","[18.75183246086713, 14.831573310750407, 13.38136477154279, 13.188625293502255, 13.33576153195034, 12.1640044842802, 10.56952016460313, 10.141481228429571, 9.029860009632701, 8.42630014207502]","[36, 22, 19, 14, 16, 11, 12, 9, 11, 9]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5.0,445.76122690278135,0.45,8.0,0.0002,287,True,2.512151215121512,443.98160276635673,1.5,18.663629363968354,18.24719017752997,36,36,1.0,3.1106048939947257,0.004860486048604784,0.4975697569756976,True,False,15.58599716225368,True,True,False,4,True,1.0,10.0,,"[2.512151215121512, 3.3494349434943493, 4.186718671867187, 5.024002400240024, 5.8612861286128615, 6.698569856985698, 8.373137313731373, 7.541454145414542, 9.21042104210421, 10.047704770477047]","[18.663629363968354, 16.658042628129362, 14.486563469570472, 13.989302383900874, 13.061070495821602, 12.104931307776438, 12.000721575882297, 11.571533936997904, 10.718624928628628, 10.395235794391704]","[18.24719017752997, 15.193842212449582, 14.797712291600805, 13.349638854152557, 13.133558899772744, 12.19506023197283, 11.693308696269757, 10.155860385029012, 10.078307190169932, 10.276374740291322]","[36, 28, 22, 19, 16, 14, 11, 13, 11, 10]","[1.0, 0.9642857142857143, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5.0,447.26122690278135,0.75,8.0,0.0002,308,False,2.512151215121512,443.98160276635673,1.5,18.676749408278678,18.24221015599724,36,36,1.0,3.1127915680464464,0.004860486048604784,0.4975697569756976,True,False,15.58599716225368,True,True,False,4,True,1.0,10.0,,"[2.512151215121512, 3.3494349434943493, 4.186718671867187, 5.024002400240024, 5.8612861286128615, 8.373137313731373, 6.698569856985698, 7.5386538653865385, 12.56095609560956, 10.047704770477047]","[18.676749408278678, 15.934064275127824, 14.93337149202304, 14.099953594030266, 13.285724223622445, 13.108305535387814, 12.615309864030595, 11.75377011871308, 11.029688511296106, 10.831507971338223]","[18.24221015599724, 15.47103172967185, 15.113699114822394, 13.689899596154584, 13.310234109319838, 12.141041681341322, 12.2003110828515, 10.565317206247958, 10.434509807969096, 10.282232055457925]","[36, 28, 22, 19, 16, 11, 14, 13, 8, 10]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5.0,444.26122690278135,0.15,8.0,0.0005,290,False,5.0002000200020005,444.2914638927755,7.571428571428571,26.94002144343193,23.82633752650278,18,18,1.0,6.349823949320574,4.0004000400095666e-05,4.0004000400095666e-05,True,True,15.58599716225368,True,True,True,1,True,3.0,2.0,4.0,"[5.0002000200020005, 9.998699869986998, 2.512151215121512, 14.994399439943994, 4.186718671867187, 6.698569856985698, 5.8612861286128615, 8.373137313731373, 7.5008500850085005, 13.333833383338334]","[26.94002144343193, 20.217128270618996, 18.847411622636546, 17.402406243441305, 14.742127180719875, 14.320800750392884, 13.040945705142606, 12.824603890495537, 12.410213288057962, 12.290203573866462]","[23.82633752650278, 17.774905899138457, 18.796736408287725, 16.3460675560462, 14.661906375566312, 14.648649425457982, 13.18171643711023, 12.951833942444587, 9.032306863433723, 11.549065515283893]","[18, 9, 36, 6, 22, 14, 16, 11, 11, 5]","[1.0, 1.0, 0.9722222222222222, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6363636363636364, 0.8]"
5.0,445.76122690278135,0.45,8.0,0.0005,287,False,5.0002000200020005,445.7862080483135,8.785714285714285,25.626469020384288,23.457639785634477,18,18,1.0,6.040216674060238,4.0004000400095666e-05,4.0004000400095666e-05,True,True,15.58599716225368,True,True,True,1,True,4.0,3.0,5.0,"[5.0002000200020005, 7.499449944994499, 10.001500150015001, 2.512151215121512, 14.998599859985998, 4.186718671867187, 12.497949794979498, 5.8612861286128615, 8.373137313731373, 6.698569856985698]","[25.626469020384288, 20.26815598532842, 19.648311610204864, 18.40952627166562, 16.291931095267454, 14.139490577503212, 13.410052277687367, 12.78120292717499, 11.886449875746418, 11.792282819376213]","[23.457639785634477, 11.116099153379372, 15.083222004993884, 17.77203854090282, 15.489729974875708, 14.724367887898378, 11.744451236190502, 12.885247336165088, 11.808209435700892, 12.223823920368767]","[18, 11, 9, 36, 6, 22, 6, 16, 11, 14]","[1.0, 0.7272727272727273, 1.0, 1.0, 1.0, 1.0, 0.8333333333333334, 1.0, 1.0, 1.0]"
5.0,447.26122690278135,0.75,8.0,0.0005,308,True,5.0002000200020005,447.29158390477664,7.571428571428571,27.092687991859936,24.42028644216399,19,19,1.0,6.215488898178703,4.0004000400095666e-05,4.0004000400095666e-05,True,True,15.58599716225368,True,True,True,1,True,4.0,2.0,5.0,"[5.0002000200020005, 10.001500150015001, 7.5008500850085005, 2.512151215121512, 14.998599859985998, 4.186718671867187, 12.495149514951494, 5.8612861286128615, 8.373137313731373, 6.698569856985698]","[27.092687991859936, 20.59101698557455, 19.405283255684935, 18.290927789740756, 17.169268961476718, 14.752778443482706, 13.299539544283489, 13.048185702940316, 12.830483124851847, 12.444279271963723]","[24.42028644216399, 16.737352267495517, 10.870056727027967, 17.678346088789784, 16.92630146170708, 15.509613358100012, 9.195274409905295, 13.184969820756656, 12.96139832667678, 12.175791937507553]","[19, 10, 13, 36, 6, 22, 7, 16, 11, 14]","[1.0, 0.9, 0.6923076923076923, 1.0, 1.0, 1.0, 0.8571428571428571, 1.0, 1.0, 1.0]"
5.0,444.26122690278135,0.15,8.0,0.001,290,True,5.0002000200020005,444.2914638927755,7.571428571428571,49.49013711559217,41.26452604342318,18,18,1.0,11.664937185429089,4.0004000400095666e-05,4.0004000400095666e-05,True,True,15.58599716225368,True,True,True,1,True,7.0,2.0,3.0,"[5.0002000200020005, 9.998699869986998, 14.994399439943994, 7.498049804980498, 13.33103310331033, 12.493749374937494, 2.512151215121512, 4.186718671867187, 6.698569856985698, 5.8612861286128615]","[49.49013711559217, 35.914919305405725, 30.54930728758248, 29.426350698965635, 23.69937345895108, 22.066326555730864, 18.051300692958677, 14.202321988093361, 13.751865722074578, 12.434700836450673]","[41.26452604342318, 29.982483838499004, 29.272135266830702, 18.05493957393036, 15.246070497423318, 14.649834870515996, 18.460503060678437, 14.005198427537806, 16.810685300622506, 12.53387728551182]","[18, 9, 6, 11, 5, 7, 36, 22, 14, 16]","[1.0, 1.0, 1.0, 0.7272727272727273, 0.8, 0.7142857142857143, 0.9722222222222222, 1.0, 1.0, 1.0]"
