injected_period_days,injection_count,arima_convergence_rate,period_match_rate,exact_period_match_rate,exact_period_present_top10_rate,detection_rate_fap_1_percent,recovery_rate_fap_1_percent,exact_recovery_rate_fap_1_percent,median_period_error_fraction,median_exact_period_error_fraction,median_score,median_raw_pooled_score,median_valid_transit_events,median_positive_event_fraction,median_event_score
2.0,27,0.37037037037037035,0.7407407407407407,0.6666666666666666,1.0,1.0,0.7407407407407407,0.6666666666666666,0.0001500150015001367,0.0001500150015001367,39.26394382004287,38.205746018742055,44.0,0.9777777777777777,5.950904750630868
5.0,27,0.4444444444444444,1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.0002400240024002187,0.0002400240024002187,28.113506715315257,26.550530536085844,19.0,1.0,6.449680774769015
10.0,27,0.6296296296296297,0.6296296296296297,0.6296296296296297,1.0,1.0,0.6296296296296297,0.6296296296296297,0.0001300130013001777,0.0001300130013001777,20.480149262166854,20.11298528678678,10.0,1.0,6.826716420722285
