period,score,raw_pooled_score,epoch,duration,edge_amplitude,n_edge_observations,n_valid_transit_events,n_positive_transit_events,positive_event_fraction,median_event_score,periodogram_index,rank,period_days
4.9997999799979995,86.313991992837,79.65382534385425,444.5216330704075,0.1636904761904762,0.0019519210666454874,36.0,18.0,18.0,1.0,20.34440301647214,790.0,1,4.9997999799979995
10.001350135013501,65.14699330952367,60.66878708982474,449.51409818833537,0.1636904761904762,0.00208348521485268,18.0,9.0,9.0,1.0,21.71566443650789,1813.0,2,10.001350135013501
15.0,51.53191592642247,51.115554999902805,454.5160946911233,0.1636904761904762,0.0020184498580761755,12.0,6.0,6.0,1.0,21.03781658128949,2935.0,3,15.0
7.501300130013001,31.265039738823347,20.74269529481617,449.44312102673666,0.31547619047619047,0.0009485850720776666,20.0,10.0,9.0,0.9,9.886873671035769,1278.0,4,7.501300130013001
12.497049704970497,28.66231382470528,26.945910238908894,454.5280046112564,0.1636904761904762,0.001122672080623096,12.0,6.0,4.0,0.6666666666666666,11.701340619674678,2302.0,5,12.497049704970497
13.333783378337833,26.155678950722177,26.301555451290195,449.5248848305618,0.1636904761904762,0.0010244898819859643,12.0,6.0,4.0,0.6666666666666666,10.678011217553976,2466.0,6,13.333783378337833
1.6746174617461747,20.069023518642734,18.1942219543258,443.98156526260635,0.0625,0.0002596343788641777,110.0,55.0,54.0,0.9818181818181818,2.7061065792081003,186.0,7,1.6746174617461747
6.667466746674667,16.691200463250166,18.45434227749212,449.56567620437534,0.0625,0.00044415361149167725,27.0,13.0,11.0,0.8461538461538461,4.629306086099751,1095.0,8,6.667466746674667
3.3495349534953496,14.569038384088625,12.909273502665584,443.98160276635673,0.0625,0.00026416128752497145,56.0,28.0,27.0,0.9642857142857143,2.75328945754663,464.0,9,3.3495349534953496
4.186268626862686,12.484090542809007,12.046939382826105,445.6560452106011,0.0625,0.0002553658802736459,44.0,22.0,21.0,0.9545454545454546,2.6616170467751816,629.0,10,4.186268626862686
