run_id,config_hash,star_id,treatment,detector,score_name,score_definition,fap_level,fap_threshold,null_trial_count,error,diagnostics
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,arima,bls,bls_power,bls_power,0.01,0.0034248587204383663,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,arima,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,27.293769787517604,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,arima,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,160.84895129044457,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,arima,tps_like,tps_like_mes,tps_like_mes,0.01,186.1072091441471,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,arima,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,178.31307092822647,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,gp,bls,bls_power,bls_power,0.01,0.0007552669409145763,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,gp,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,15.114376031276059,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,gp,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,56.83868736940626,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,gp,tps_like,tps_like_mes,tps_like_mes,0.01,75.1518968644713,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,gp,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,74.11673198178515,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,kalman,bls,bls_power,bls_power,0.01,0.0006661783990722156,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,kalman,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,12.980298383664408,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,kalman,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,206.5624144563901,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,kalman,tps_like,tps_like_mes,tps_like_mes,0.01,248.8491318312236,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,kalman,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,229.90619604072768,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,raw,bls,bls_power,bls_power,0.01,0.0006950642352318529,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,raw,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,12.403394284049499,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,raw,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,86.37735871393727,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,raw,tps_like,tps_like_mes,tps_like_mes,0.01,123.3137623733558,100,,
demo50_662c028d7106501c,662c028d7106501c,kic_2834231_q5,raw,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,106.70271611555005,100,,
