target_id,quarter,sample_stratum,case_index,pipeline,branch,detector,injected_period_days,injected_epoch_days,requested_duration_hours,requested_depth,phase_fraction,success,error,recovered_period_days,recovered_epoch_days,recovered_duration_hours,mes,max_ses,observed_event_count,expected_event_count,observability_fraction,period_cadences,duration_cadences,period_exact_fractional_error,exact_period_recovered,harmonic_period_recovered,runtime_seconds,wavelet,segment_count,n_period_trials,n_duration_trials,radius_ratio,realized_max_depth_on_observed_cadences,in_transit_cadence_count
11450313,5,smooth_background_dominant,2,tps_like_wavelet_matched_filter,integrated_wavelet_whitening,tps_like,5.0,447.2609955530279,2.0,0.0005,0.75,True,,10.033198544617335,447.0052440154577,9.808422202477232,59.646066230545294,43.85510426588941,5,10,0.5,491,20,1.0066397089234669,False,True,0.402795999776572,db6,43,686,7,0.02101365271685804,0.0004999934479515966,97
11450313,5,smooth_background_dominant,3,tps_like_wavelet_matched_filter,integrated_wavelet_whitening,tps_like,5.0,445.7609955530279,8.0,0.0002,0.45,True,,10.033198544617335,447.0052440154577,9.808422202477232,57.64196525837833,42.96882395924441,5,10,0.5,491,20,1.0066397089234669,False,True,0.3974871248938143,db6,43,686,7,0.013262342907482646,0.00019999989420915742,305
11450313,5,smooth_background_dominant,4,tps_like_wavelet_matched_filter,integrated_wavelet_whitening,tps_like,10.0,445.0109955530279,4.0,0.0002,0.15,True,,10.033198544617335,447.0052440154577,9.808422202477232,57.67586869127899,42.96882395924441,5,10,0.5,491,20,0.0033198544617334845,True,True,0.39764416590332985,db6,43,686,7,0.013267644379321462,0.0001999981034572773,85
11450313,5,smooth_background_dominant,5,tps_like_wavelet_matched_filter,integrated_wavelet_whitening,tps_like,10.0,451.0109955530279,8.0,0.0005,0.75,True,,10.033198544617335,447.0052440154577,9.808422202477232,57.6745290254424,42.96882395924441,5,10,0.5,491,20,0.0033198544617334845,True,True,0.3970474172383547,db6,43,686,7,0.020969831915462433,0.0004999986501864617,153
11666946,5,smooth_background_dominant,0,tps_like_wavelet_matched_filter,integrated_wavelet_whitening,tps_like,2.0,443.8106768896585,2.0,0.0002,0.15,True,,13.547900345292874,443.65364289570425,9.808434639126062,98.11032267815514,109.30146907152584,3,7,0.42857142857142855,663,20,5.773950172646437,False,False,0.41247524973005056,db6,43,686,7,0.013289696362551926,0.00019997463824605877,225
11666946,5,smooth_background_dominant,1,tps_like_wavelet_matched_filter,integrated_wavelet_whitening,tps_like,2.0,444.4106768896585,4.0,0.0005,0.45,True,,13.629637300618924,456.956332375019,9.808434639126062,97.93274662334221,108.71230277430656,3,6,0.5,667,20,5.814818650309462,False,False,0.40476575028151274,db6,43,686,7,0.020978641661721815,0.000499990936353556,421
11666946,5,smooth_background_dominant,2,tps_like_wavelet_matched_filter,integrated_wavelet_whitening,tps_like,5.0,447.2606768896585,2.0,0.0005,0.75,True,,13.547900345292874,443.65364289570425,9.808434639126062,97.57301807934209,108.74260050682472,3,7,0.42857142857142855,663,20,1.7095800690585747,False,False,0.40123137505725026,db6,43,686,7,0.0210136528394027,0.0004999914427624708,97
11666946,5,smooth_background_dominant,3,tps_like_wavelet_matched_filter,integrated_wavelet_whitening,tps_like,5.0,445.7606768896585,8.0,0.0002,0.45,True,,13.547900345292874,443.65364289570425,9.808434639126062,98.91392472520873,109.76877534891473,3,7,0.42857142857142855,663,20,1.7095800690585747,False,False,0.400774666108191,db6,43,686,7,0.013262342912039708,0.00019999992018060464,305
11666946,5,smooth_background_dominant,4,tps_like_wavelet_matched_filter,integrated_wavelet_whitening,tps_like,10.0,445.0106768896585,4.0,0.0002,0.15,True,,13.547900345292874,443.65364289570425,9.808434639126062,97.83338049279456,109.0916117116274,3,7,0.42857142857142855,663,20,0.35479003452928737,False,False,0.4000180419534445,db6,43,686,7,0.013267644397510976,0.00019999816246740743,85
11666946,5,smooth_background_dominant,5,tps_like_wavelet_matched_filter,integrated_wavelet_whitening,tps_like,10.0,451.0106768896585,8.0,0.0005,0.75,True,,13.629637300618924,456.956332375019,9.808434639126062,100.79695382875158,112.82733361131694,3,6,0.5,667,20,0.3629637300618924,False,False,0.4014182919636369,db6,43,686,7,0.02096983192271036,0.0004999989244129921,154
