pipeline,n_cases,exact_period_recovery,harmonic_period_recovery,median_period_error,median_mes,median_candidate_observability,median_runtime_seconds
tps_like_wavelet_matched_filter,60,0.16666666666666666,0.21666666666666667,0.6674325973144732,93.88503443526545,0.45454545454545453,0.4004565835930407
