period,score,raw_pooled_score,epoch,duration,edge_amplitude,n_edge_observations,n_valid_transit_events,n_positive_transit_events,positive_event_fraction,median_event_score,periodogram_index,rank,period_days
5.0002000200020005,85.52886009851852,76.48985297680426,444.52168071601983,0.1636904761904762,0.001922161390819051,36.0,18.0,18.0,1.0,20.15934565427266,740.0,1,5.0002000200020005
10.001500150015001,65.55426823498131,61.02934129686974,449.51420566527196,0.1636904761904762,0.002083498237255047,18.0,9.0,9.0,1.0,21.85142274499377,1742.0,2,10.001500150015001
14.998599859985998,51.90427493216543,51.47735805771031,454.53551113954484,0.1636904761904762,0.0020204165701969493,12.0,6.0,6.0,1.0,21.189831508822877,2934.0,3,14.998599859985998
7.498049804980498,30.596085221758422,20.601540977616203,449.5028793402127,0.1130952380952381,0.0008795953759267839,22.0,11.0,8.0,0.7272727272727273,9.225066794028224,1239.0,4,7.498049804980498
12.497949794979498,28.881440881408004,27.119858422110294,454.52877821148365,0.1636904761904762,0.0011242338286051048,12.0,6.0,4.0,0.6666666666666666,11.790798865967943,2241.0,5,12.497949794979498
13.333833383338334,26.34942844129863,26.40448428333566,449.5248923519942,0.1636904761904762,0.0010256731629060347,12.0,6.0,4.0,0.6666666666666666,10.757109115860057,2457.0,6,13.333833383338334
2.512151215121512,17.67621862835341,15.012767544769455,443.98159276558715,0.0625,0.00028089986621082186,72.0,36.0,35.0,0.9722222222222222,2.946036438058902,240.0,7,2.512151215121512
4.186718671867187,13.807740866186457,13.853182983417833,445.65625925662647,0.0625,0.00028068855564179274,44.0,22.0,22.0,1.0,2.9438202439235894,527.0,8,4.186718671867187
6.667766776677667,13.302068600859482,17.027455170544442,449.56596560134443,0.0625,0.0003517717224680814,26.0,13.0,12.0,0.9230769230769231,3.689330031549107,1054.0,9,6.667766776677667
5.8612861286128615,12.138416369539975,12.318818524786401,443.9815627974335,0.0625,0.00028934465050792224,32.0,16.0,16.0,1.0,3.0346040923849937,911.0,10,5.8612861286128615
