period,power,duration,transit_time,depth,depth_err,depth_snr,log_likelihood
1.0,0.0013770713935699118,0.0625,444.45497690278137,8.499090258843188e-05,0.0617185884372356,0.0013770713935699118,1.0112834931914842e-06
1.014014014014014,0.00019801500875578126,0.0625,444.14872690278133,1.232448487895566e-05,0.06224015521043595,0.00019801500875578126,2.0885277535595923e-08
1.028028028028028,0.00023103337848929612,0.1125,443.9737269027813,1.1009330267809741e-05,0.04765255280340286,0.00023103337848929612,2.999832485406365e-08
1.042042042042042,0.00032170294999989114,0.0625,443.79872690278137,2.0518757919256556e-05,0.06378169028062534,0.00032170294999989114,5.4943035164651504e-08
1.0560560560560561,0.00023055354687360154,0.0625,443.89872690278133,1.4549264830287351e-05,0.06310579484714597,0.00023055354687360154,2.825942779809516e-08
1.07007007007007,0.0004546091002651158,0.1125,443.79872690278137,2.1978109448316243e-05,0.048345071481189446,0.0004546091002651158,1.1568743213385917e-07
1.084084084084084,0.00018162774395372806,0.0625,444.3799769027813,1.1668805982388239e-05,0.06424572440519337,0.00018162774395372806,1.7496692747518612e-08
1.098098098098098,0.0002165048952050327,0.0625,444.41747690278135,1.3960653623901907e-05,0.06448193058489972,0.0002165048952050327,2.4849730824837095e-08
1.112112112112112,0.0005249724055501361,0.0625,443.84247690278136,3.4167887657936514e-05,0.06508511170626358,0.0005249724055501361,1.459305683756713e-07
1.1261261261261262,0.0002559369275890599,0.0625,444.3799769027813,1.672076988854511e-05,0.06533160355582797,0.0002559369275890599,3.466843406254393e-08
1.14014014014014,0.00018047439088150026,0.0625,444.64872690278133,1.1813131391032588e-05,0.06545599812434943,0.00018047439088150026,1.7234434047832242e-08
1.1541541541541542,0.0006468888488105568,0.0625,443.65497690278136,4.2423726817466696e-05,0.06558116884449589,0.0006468888488105568,2.2137202944121428e-07
1.1681681681681682,0.00019951761333706107,0.1125,443.60497690278135,1.0129306808053687e-05,0.0507689854476228,0.00019951761333706107,2.200831270030595e-08
1.1821821821821823,0.00023804723662103393,0.0625,444.3487269027813,1.5919972471600793e-05,0.06687736727204713,0.00023804723662103393,2.990657177259019e-08
1.1961961961961962,0.0003090066774007552,0.0625,444.42372690278137,2.0833141503550368e-05,0.06741971299387672,0.0003090066774007552,5.034629504920654e-08
1.2102102102102101,0.00022848474053909943,0.0625,444.11122690278137,1.5342010611865702e-05,0.06714676251756209,0.00022848474053909943,2.753914288490818e-08
1.2242242242242243,0.00028328382829042817,0.0625,444.5674769027813,1.9177265893744532e-05,0.06769629600629239,0.00028328382829042817,4.2293265623328385e-08
1.2382382382382382,0.00023266539832139915,0.1625,444.4737269027813,1.0323129583261335e-05,0.04436899366102207,0.00023266539832139915,3.1117565282699157e-08
1.2522522522522523,0.001022202114415451,0.1625,444.35497690278135,4.5621208885483145e-05,0.04463032138372337,0.001022202114415451,5.994128736497913e-07
1.2662662662662663,0.0002135536214299996,0.1125,444.67997690278133,1.1383120304497092e-05,0.053303335379064724,0.0002135536214299996,2.494326986433089e-08
1.2802802802802802,0.00022269033969088048,0.0625,443.67372690278137,1.563416763270551e-05,0.07020586368680165,0.00022269033969088048,2.6031496540942652e-08
1.2942942942942943,0.00019168959192882373,0.2625,443.9112269027813,7.0911856760175625e-06,0.03699306574063025,0.00019168959192882373,2.3105918117062186e-08
1.3083083083083082,0.00026850462717978036,0.0625,444.42372690278137,1.8850599255059157e-05,0.07020586368680165,0.00026850462717978036,3.7844252327270124e-08
1.3223223223223224,0.00020422302960007796,0.0625,444.1612269027813,1.424273966360989e-05,0.06974110457327411,0.00020422302960007796,2.1908408377539566e-08
1.3363363363363363,0.0002716868304280085,0.0625,443.96747690278136,1.9203028488318582e-05,0.07068074833832255,0.0002716868304280085,3.871941182793338e-08
1.3503503503503502,0.00022044052014129041,0.0625,443.66747690278135,1.5797292026482235e-05,0.07166237866049775,0.00022044052014129041,2.5454552407735838e-08
1.3643643643643644,0.000565013820638371,0.0625,444.42372690278137,4.0490234363001506e-05,0.07166237866049775,0.000565013820638371,1.672248260346204e-07
1.3783783783783785,0.0001765444149742936,0.1625,443.9424769027813,8.186260476741892e-06,0.0463694106547289,0.0001765444149742936,1.765841576627299e-08
1.3923923923923924,0.00024550794257468124,0.0625,443.77372690278133,1.771828730611963e-05,0.07216991483169588,0.00024550794257468124,3.15507393587511e-08
1.4064064064064064,0.0002785295850813967,0.0625,444.4424769027813,2.019750325840677e-05,0.07251475010277385,0.0002785295850813967,4.058994421839853e-08
1.4204204204204205,0.0002430802167157952,0.0625,444.57372690278135,1.7886285174138282e-05,0.0735818217368573,0.0002430802167157952,3.0872202542402794e-08
1.4344344344344344,0.0003245947563901362,0.0625,444.10497690278135,2.400340576587265e-05,0.07394884018712407,0.0003245947563901362,5.502361313848776e-08
1.4484484484484486,0.00030115173373565474,0.0625,443.99247690278133,2.2104682472316294e-05,0.07340048220250116,0.00030115173373565474,4.7395847758586935e-08
1.4624624624624625,0.00020960564735895442,0.0625,443.86747690278133,1.5385155588514666e-05,0.07340048220250116,0.00020960564735895442,2.2960192210831996e-08
1.4764764764764764,0.0002781282756379717,0.0625,444.6924769027813,2.0618916554741512e-05,0.07413455718389568,0.0002781282756379717,4.038827338968239e-08
1.4904904904904905,0.00030209397797526536,0.0625,444.5049769027813,2.2624604848141616e-05,0.07489260461191338,0.00030209397797526536,4.760416524171344e-08
1.5045045045045045,0.00027981745922034217,0.0625,443.7549769027813,2.0902581123517512e-05,0.0747007752188107,0.00027981745922034217,4.085182342795906e-08
1.5185185185185186,0.00022589256323703804,0.0625,444.7862269027813,1.7049841662588236e-05,0.07547765813209689,0.00022589256323703804,2.6598784715818656e-08
1.5325325325325325,0.00016801399363257813,0.1625,444.86747690278133,8.160287437325193e-06,0.04856909392422717,0.00016801399363257813,1.5781898981164862e-08
1.5465465465465464,0.0002001598406844813,0.1625,444.77372690278133,9.739729555046323e-06,0.04865975872952151,0.0002001598406844813,2.2387510306084515e-08
1.5605605605605606,0.0003733136778993914,0.1125,444.79872690278137,2.171831470456915e-05,0.05817712018154949,0.0003733136778993914,7.499794578346603e-08
1.5745745745745747,0.00021201140173722868,0.1125,444.3799769027813,1.2316342578976888e-05,0.058092831225379185,0.00021201140173722868,2.419492097637369e-08
1.5885885885885886,0.00022901098018360806,0.0625,444.7549769027813,1.7611281997760234e-05,0.07690147425962067,0.00022901098018360806,2.7293838317207768e-08
1.6026026026026026,0.0002671225858505334,0.0625,444.40497690278136,2.054212065994811e-05,0.07690147425962067,0.0002671225858505334,3.713412746629229e-08
1.6166166166166165,0.0002561293525045975,0.0625,444.30497690278133,1.980500635052538e-05,0.07732423541799989,0.0002561293525045975,3.4124730059358503e-08
