period,score,raw_pooled_score,epoch,duration,edge_amplitude,n_edge_observations,n_valid_transit_events,n_positive_transit_events,positive_event_fraction,median_event_score
1.0,5.502742240720832,14.38061105718448,443.7452830252303,0.36607142857142855,7.251155167533815e-05,178,89,62,0.6966292134831461,0.583289510938553
1.007000700070007,2.408548221548364,3.9194571443365174,444.4902240371887,0.4166666666666667,3.191810077663587e-05,177,88,55,0.625,0.25675210310557134
1.014001400140014,2.71890267421938,4.257122484167381,443.63854495601527,0.31547619047619047,3.603092052764049e-05,176,88,54,0.6136363636363636,0.2898359989223783
1.021002100210021,2.898258082403032,3.1545976400981193,444.0973310131924,0.4166666666666667,3.84077398672011e-05,176,88,54,0.6136363636363636,0.3089553496758821
1.028002800280028,2.1832737400444278,0.4888603097330809,444.25018903113704,0.2648809523809524,2.8932761501001755e-05,176,88,57,0.6477272727272727,0.23273776268893237
1.035003500350035,1.8582272623023088,2.2423768421543793,444.5211805942289,0.4166666666666667,2.4766362939187235e-05,174,87,53,0.6091954022988506,0.19922287404916242
1.042004200420042,2.9857512245759774,4.86972407823322,443.63345165151674,0.2648809523809524,4.0498320032216796e-05,168,84,56,0.6666666666666666,0.32577216649825025
1.049004900490049,1.9224847066905308,1.0256239256229396,444.0052731824093,0.0625,2.5333250778611198e-05,179,89,54,0.6067415730337079,0.20378297134366116
1.056005600560056,2.4644121525123213,1.4429875760825062,443.5875595360447,0.4166666666666667,3.342694837474346e-05,168,84,53,0.6309523809523809,0.26888941029658975
1.063006300630063,2.2181542488792916,3.2975493959409556,443.7980072635097,0.0625,2.9734836149767057e-05,172,86,55,0.6395348837209303,0.23918972404964395
1.07000700070007,3.0348080584483332,-1.606228898866509,444.10665117735164,0.2648809523809524,4.11637201973669e-05,168,84,51,0.6071428571428571,0.3311247058928918
1.077007700770077,3.181714025666415,3.3620373843864275,444.20746884840446,0.31547619047619047,4.3679458746007354e-05,164,82,58,0.7073170731707317,0.3513615353880857
1.084008400840084,3.3138917709739895,2.155530644704006,444.03173693053617,0.36607142857142855,4.521914082270678e-05,166,83,52,0.6265060240963856,0.36374687792688437
1.091009100910091,2.986428466105502,2.395530788394763,444.57384094720464,0.4166666666666667,4.150784200787454e-05,160,80,50,0.625,0.3338928530076164
1.098009800980098,2.584236059761849,1.8220440334315224,444.5634011016827,0.4166666666666667,3.59178407576355e-05,160,80,49,0.6125,0.28892637497668516
1.105010501050105,2.359021365298575,3.216279249832814,443.7044941957805,0.36607142857142855,3.238530413962235e-05,166,82,50,0.6097560975609756,0.26051032941308966
1.112011201120112,3.793042169274966,6.329944103593954,444.09582221747155,0.36607142857142855,5.271882346366205e-05,161,80,50,0.625,0.42407500660110437
1.119011901190119,3.5994793659377793,5.026407403602596,444.08605125209937,0.31547619047619047,5.002852823285126e-05,160,80,53,0.6625,0.40243402729223576
1.126012601260126,3.053513265482277,1.021709924153087,443.7454450080334,0.36607142857142855,4.270800622496913e-05,158,79,50,0.6329113924050633,0.3435470830311224
1.133013301330133,2.2780448341097896,1.6740622336857722,444.0312799632822,0.1130952380952381,3.127363570401727e-05,165,82,50,0.6097560975609756,0.2515679674976647
1.14001400140014,2.0712074750890865,1.7740956606750058,443.87224068273076,0.4166666666666667,2.8968972474837512e-05,158,79,48,0.6075949367088608,0.23302904705302702
1.147014701470147,2.292948964117455,2.8835369372841675,444.1599319518577,0.4166666666666667,3.269720455102265e-05,152,76,47,0.618421052631579,0.26301928466537516
1.154015401540154,2.314928548615633,6.523915226446162,443.85066486443463,0.1636904761904762,3.258466957951683e-05,156,78,49,0.6282051282051282,0.2621140431283162
1.161016101610161,3.67853271752831,4.598454297138803,444.16306931916586,0.2648809523809524,5.211374606418299e-05,154,77,51,0.6623376623376623,0.4192077090151647
1.168016801680168,3.1375848790539367,3.1493907057082744,444.0637435971199,0.2648809523809524,4.360873830535814e-05,160,80,49,0.6125,0.3507926537370029
1.175017501750175,2.659783783669667,3.5216055181378354,444.0387163666292,0.2648809523809524,3.768113738048494e-05,154,77,50,0.6493506493506493,0.3031104932449922
1.1820182018201821,2.8802093591601774,1.2096873740680114,443.75575531190304,0.2648809523809524,4.134437751426856e-05,150,75,48,0.64,0.33257792976672157
1.189018901890189,2.8931164481651854,1.5872952040204455,444.5149312294948,0.2648809523809524,4.18093183016052e-05,149,74,45,0.6081081081081081,0.33631795571010803
1.196019601960196,2.993077084153223,2.2032219076766903,444.48996150444975,0.31547619047619047,4.385051371919133e-05,144,72,45,0.625,0.35273751713646717
1.203020302030203,2.490448122699499,1.167354798019849,444.7141515460326,0.2648809523809524,3.623590408850276e-05,146,73,44,0.6027397260273972,0.2914849053131991
1.21002100210021,2.318026901704357,1.6449730695646245,443.77218598900475,0.21428571428571427,3.3727183360752686e-05,147,73,44,0.6027397260273972,0.2713045278069702
1.217021702170217,2.4138345811463,1.6485604728699839,444.0086598901277,0.36607142857142855,3.488306818571769e-05,148,74,50,0.6756756756756757,0.28060257037643344
1.224022402240224,2.5521882353366974,1.6608415396610186,444.1989690103254,0.4166666666666667,3.663575133996608e-05,150,75,45,0.6,0.2947013129388476
1.231023102310231,2.9789127421368398,1.8383455801928261,444.084783990633,0.2648809523809524,4.334304153064822e-05,146,73,46,0.6301369863013698,0.3486553647368668
1.238023802380238,2.2001693226402566,3.3255276927458746,444.2070818951893,0.1130952380952381,3.223390255392483e-05,144,72,47,0.6527777777777778,0.2592924412995897
1.245024502450245,3.733562186564219,8.662552977719685,443.7297653549872,0.4166666666666667,5.547501154793896e-05,140,70,44,0.6285714285714286,0.4462460340110629
1.252025202520252,6.9847522110689,18.4911648564481,444.60762526480727,0.36607142857142855,0.00010304925619484488,143,71,52,0.7323943661971831,0.8289375811125532
1.259025902590259,3.6039615102175238,5.606152891035996,444.4404540996946,0.4166666666666667,5.2437471968435484e-05,146,73,45,0.6164383561643836,0.42181178960655824
1.266026602660266,2.545357959507936,1.591264211716552,444.06715078434,0.31547619047619047,3.7034839654343475e-05,146,73,44,0.6027397260273972,0.2979116156056109
1.273027302730273,2.3197037381679535,1.5332395184128256,443.75659722034305,0.2648809523809524,3.375158125312923e-05,146,73,45,0.6164383561643836,0.2715007866703298
1.28002800280028,3.070348517791057,2.912586789712175,444.4868604284355,0.2648809523809524,4.5298261335013565e-05,142,71,46,0.647887323943662,0.36438333051771105
1.2870287028702871,2.029610738548286,1.2779452041345138,443.9457115218782,0.1130952380952381,3.0156904728671362e-05,140,70,42,0.6,0.24258488205252193
1.2940294029402941,2.2533938115365686,2.937798780317132,443.6333973043453,0.2648809523809524,3.422336647553254e-05,134,67,41,0.6119402985074627,0.27529586987135934
1.301030103010301,2.8000745095296375,3.332356727474383,444.4362563476901,0.36607142857142855,4.2847022953883956e-05,132,66,42,0.6363636363636364,0.3446653462312269
1.308030803080308,3.115085682729703,2.086907151382903,443.88942286969944,0.1636904761904762,4.6961133652917604e-05,136,68,45,0.6617647058823529,0.3777596265512903
1.315031503150315,2.6414097924468773,5.46263468609779,444.5848692000468,0.1130952380952381,3.9530678640617954e-05,139,69,45,0.6521739130434783,0.3179883712128219
1.322032203220322,2.6463543032859937,1.8396519224675476,443.9693428448701,0.1636904761904762,3.9604676953782034e-05,138,69,42,0.6086956521739131,0.31858362036828075
1.329032903290329,2.2762419215845657,-0.47278083417846406,443.76097496824724,0.31547619047619047,3.565095554962372e-05,126,63,38,0.6031746031746031,0.2867795261110737
1.336033603360336,2.8631754421998976,2.7412650727136847,444.0539639718179,0.36607142857142855,4.316348836192439e-05,138,68,45,0.6617647058823529,0.3472110227313156
1.343034303430343,2.798024890593981,3.1554865903453773,443.851828765998,0.4166666666666667,4.187454104804351e-05,138,69,44,0.6376811594202898,0.33684261340937244
1.35003500350035,2.968792988455978,2.20511510629552,444.824676781319,0.31547619047619047,4.475571413385844e-05,136,68,43,0.6323529411764706,0.36001903152932674
