target_id,quarter,sample_stratum,case_index,pipeline,branch,detector,zero_injection_control,injected_period_days,injected_epoch_days,requested_duration_hours,requested_depth,phase_fraction,success,error,recovered_period_days,recovered_epoch_days,recovered_duration_hours,mes,max_ses,observed_event_count,expected_event_count,observability_fraction,period_cadences,duration_cadences,period_exact_fractional_error,exact_period_recovered,harmonic_period_recovered,runtime_seconds,wavelet,segment_count,n_period_trials,n_duration_trials,radius_ratio,realized_max_depth_on_observed_cadences,in_transit_cadence_count,event_consistency_score,consistency_weight,valid_event_count,expected_event_count_event_check,event_observability_fraction,positive_event_fraction,single_event_fraction,anti_dominance_score,combined_event_snr,leave_one_out_combined_snr_min,leave_one_out_ratio,leave_one_out_ratio_normalized,median_event_depth,event_depth_relative_mad,event_consistent_flag,raw_rank_of_selected_candidate,ranking_changed,raw_top1_period_days,raw_top1_epoch_days,raw_top1_duration_hours,raw_top1_mes,raw_top1_max_ses,raw_top1_period_exact_fractional_error,raw_top1_exact_period_recovered,raw_top1_harmonic_period_recovered
12645975,5,gap_heavy,0,tps_like_event_consistency_hardened,integrated_wavelet_whitening,tps_like_event_consistency,False,2.0,443.81103698692897,2.0,0.0002,0.15,True,,13.323070168728009,455.93500430809945,9.80839521624148,23.763618341770893,,3,7,0.42857142857142855,666,20,5.661535084364004,False,False,0.4178491672500968,db6,43,686,7,0.013289696120800746,0.00019997743581789962,225,18.964187577321113,0.7980345124457119,7,7,1.0,0.8571428571428571,0.3970936419097447,0.7033907511052978,1.9485977136452415,1.2136281027536688,0.6228212700113124,0.6727238587327306,0.00011682415702263249,1.1475927364863394,True,6,True,13.609148362535052,455.3015103537691,9.808395216241479,25.363013050705266,20.667918176130193,5.804574181267526,False,False
12645975,5,gap_heavy,3,tps_like_event_consistency_hardened,integrated_wavelet_whitening,tps_like_event_consistency,False,5.0,445.76103698692896,8.0,0.0002,0.45,True,,9.317975455429403,446.53529222586803,9.80839521624148,27.0242255179338,,4,9,0.4444444444444444,530,20,0.8635950910858806,False,False,0.42698879120871425,db6,43,686,7,0.013262342897632272,0.00019999998734576696,305,23.911303626181677,0.884809949884176,10,10,1.0,0.9,0.23585331973973564,0.8490518669558492,2.8945680478860774,2.20256269205138,0.760929663982136,0.8020902924567134,0.00017328885340842093,0.8196353203368235,True,7,True,10.830103051266633,445.2274711004211,9.808395216241479,29.343813624841314,25.926078043379892,1.1660206102533266,False,False
12645975,5,gap_heavy,4,tps_like_event_consistency_hardened,integrated_wavelet_whitening,tps_like_event_consistency,False,10.0,445.01103698692896,4.0,0.0002,0.15,True,,9.992302626546008,445.1049012568328,9.80839521624148,24.19118317472097,,3,7,0.42857142857142855,666,20,0.0007697373453991573,True,True,0.41785545786842704,db6,43,686,7,0.013267644340028159,0.0001999963346620559,85,20.150632176484777,0.83297422994761,10,10,1.0,0.7,0.24460934034737825,0.8393229551695797,1.9624881912386125,1.5255534504225607,0.7773567541620299,0.8194059658891967,9.17605120861753e-05,1.510837532762056,True,4,True,13.609148362535052,455.2810761970686,9.808395216241479,26.46813759992034,21.275429957940517,0.3609148362535052,False,False
12645975,5,gap_heavy,5,tps_like_event_consistency_hardened,integrated_wavelet_whitening,tps_like_event_consistency,False,10.0,451.01103698692896,8.0,0.0005,0.75,True,,10.01273678324651,450.9695042298772,5.885037129744887,42.72243640895231,,11,19,0.5789473684210527,245,12,0.001273678324650973,True,True,0.42496116599068046,db6,43,686,7,0.020969831899798272,0.0004999985270420781,153,41.40583608195436,0.9691824615432733,9,9,1.0,1.0,0.16505364998837493,0.9393146437630783,8.026325977974633,7.108068849305891,0.8855943390302651,0.9393146437630783,0.0005737812138303378,0.2607261668920848,True,2,True,5.006368391623255,445.9426665849387,5.885037129744887,44.11788644910206,33.90367292699,0.4993631608376745,False,True
1431344,5,gap_heavy,0,tps_like_event_consistency_hardened,integrated_wavelet_whitening,tps_like_event_consistency,False,2.0,443.81043848144037,2.0,0.0002,0.15,True,,12.587683917488905,447.78125982618803,9.808584870770574,83.78306720523038,,3,8,0.375,600,20,5.293841958744452,False,False,0.398312124889344,db6,44,686,7,0.01328969728215662,0.00019999985006957655,229,67.49404511376794,0.8055809767436449,8,8,1.0,0.75,0.2967041015993224,0.8037667410293459,1.8119683662114312,1.1841320916582485,0.6535059406881925,0.6986272372218939,7.415822001774486e-05,0.8771096138567576,True,9,True,12.260731088463217,449.64086386159033,9.808584870770574,93.48056920375603,85.55379988097046,5.1303655442316085,False,False
1431344,5,gap_heavy,1,tps_like_event_consistency_hardened,integrated_wavelet_whitening,tps_like_event_consistency,False,2.0,444.41043848144034,4.0,0.0005,0.45,True,,12.178992881206796,450.11079873299605,9.808584870770574,92.19439945381365,,3,8,0.375,591,20,5.089496440603398,False,False,0.400838500354439,db6,44,686,7,0.020978642021184858,0.0004999999974948377,418,84.05994749873496,0.911768480479622,8,8,1.0,0.875,0.20312656950662872,0.9107124919924244,3.0344649960433476,2.4616999152686514,0.8112467662268218,0.8672592729568744,0.00012944391437189062,0.500562433067101,True,3,True,12.076820122136269,450.78519876318023,9.808584870770574,93.18279960817148,86.74167158869739,5.038410061068134,False,False
1431344,5,gap_heavy,2,tps_like_event_consistency_hardened,integrated_wavelet_whitening,tps_like_event_consistency,False,5.0,447.26043848144036,2.0,0.0005,0.75,True,,12.035951018508058,451.0303535646308,9.808584870770574,91.01953081618926,,3,8,0.375,600,20,1.4071902037016115,False,False,0.40091529209166765,db6,44,686,7,0.021013654312968692,0.0004999894170547581,96,75.02580884875083,0.8242825267937582,8,8,1.0,0.75,0.26203396676608204,0.8433897522673348,1.0496326603390684,0.7165659279764423,0.6826825755831246,0.7298183719292737,4.789751519956864e-05,0.9077619097593086,True,4,True,12.260731088463217,449.64086386159033,9.808584870770574,93.21827228693354,85.95931767581779,1.4521462176926434,False,False
1431344,5,gap_heavy,3,tps_like_event_consistency_hardened,integrated_wavelet_whitening,tps_like_event_consistency,False,5.0,445.76043848144036,8.0,0.0002,0.45,True,,12.097254673950374,450.682966183791,9.808584870770574,93.7688920129635,,3,8,0.375,600,20,1.4194509347900748,False,False,0.4763016668148339,db6,44,686,7,0.01326234296684581,0.00019999992133612476,305,75.97128038580513,0.8101970574132639,8,8,1.0,0.75,0.2609114323524445,0.8446726487400634,1.909276624277523,1.2147469940447233,0.6362341520335681,0.6801629184783586,9.926295122678064e-05,0.917631764807194,True,2,True,12.260731088463217,449.64086386159033,9.808584870770574,96.24072026399726,85.67167824616584,1.4521462176926434,False,False
1431344,5,gap_heavy,5,tps_like_event_consistency_hardened,integrated_wavelet_whitening,tps_like_event_consistency,False,10.0,451.01043848144036,8.0,0.0005,0.75,True,,12.076820122136269,450.7647043910474,9.808584870770574,94.55205556213618,,3,8,0.375,600,20,0.20768201221362687,False,False,0.4070222079753876,db6,44,686,7,0.020969832009878304,0.0004999991196493747,154,73.39078086828286,0.7761944511090306,8,8,1.0,0.75,0.3377264589625718,0.756884046899918,2.3381598184115426,1.3985234060706664,0.5981299460619293,0.6394278088380905,8.157152903340292e-05,0.509272643253878,True,2,True,12.260731088463217,449.64086386159033,9.808584870770574,96.01422400913985,85.67167824616584,0.2260731088463217,False,False
10677499,5,high_scatter,2,tps_like_event_consistency_hardened,integrated_wavelet_whitening,tps_like_event_consistency,False,5.0,447.26051277094666,2.0,0.0005,0.75,True,,14.304007886676118,446.9434748041458,9.808462550863624,54.79135175006804,,3,7,0.42857142857142855,693,20,1.8608015773352236,False,False,0.40461945813149214,db6,43,686,7,0.021013653112727487,0.000499995382505003,97,46.882513134703494,0.8556553477373421,5,7,0.7142857142857143,1.0,0.3069704660277011,0.8662869174653737,10.81436386710892,8.379299764635697,0.7748305741885301,0.8662869174653737,0.0026373177142383075,0.29021143257935395,True,2,True,14.160967807809357,447.0864306432559,9.808462550863624,55.58760277645332,56.70784043172604,1.8321935615618714,False,False
