target_id,quarter,selection_order,population_cohort,selection_group
6207890,5,579,population_expansion_900,random_clean_q5_population_expansion
6470627,5,582,population_expansion_900,random_clean_q5_population_expansion
7512682,5,583,population_expansion_900,random_clean_q5_population_expansion
10972263,5,585,population_expansion_900,random_clean_q5_population_expansion
9272980,5,586,population_expansion_900,random_clean_q5_population_expansion
7532509,5,587,population_expansion_900,random_clean_q5_population_expansion
5987658,5,588,population_expansion_900,random_clean_q5_population_expansion
7130391,5,589,population_expansion_900,random_clean_q5_population_expansion
9074961,5,590,population_expansion_900,random_clean_q5_population_expansion
8618399,5,591,population_expansion_900,random_clean_q5_population_expansion
7449823,5,592,population_expansion_900,random_clean_q5_population_expansion
7022432,5,593,population_expansion_900,random_clean_q5_population_expansion
9534658,5,594,population_expansion_900,random_clean_q5_population_expansion
9119915,5,595,population_expansion_900,random_clean_q5_population_expansion
9049163,5,597,population_expansion_900,random_clean_q5_population_expansion
6371152,5,598,population_expansion_900,random_clean_q5_population_expansion
10754084,5,599,population_expansion_900,random_clean_q5_population_expansion
8656535,5,600,population_expansion_900,random_clean_q5_population_expansion
5194719,5,601,population_expansion_900,random_clean_q5_population_expansion
8026274,5,602,population_expansion_900,random_clean_q5_population_expansion
7882211,5,603,population_expansion_900,random_clean_q5_population_expansion
10620759,5,604,population_expansion_900,random_clean_q5_population_expansion
5390660,5,605,population_expansion_900,random_clean_q5_population_expansion
8610327,5,606,population_expansion_900,random_clean_q5_population_expansion
11607386,5,607,population_expansion_900,random_clean_q5_population_expansion
10267801,5,608,population_expansion_900,random_clean_q5_population_expansion
11136629,5,609,population_expansion_900,random_clean_q5_population_expansion
11502932,5,610,population_expansion_900,random_clean_q5_population_expansion
12072626,5,611,population_expansion_900,random_clean_q5_population_expansion
7212990,5,612,population_expansion_900,random_clean_q5_population_expansion
6387867,5,613,population_expansion_900,random_clean_q5_population_expansion
9163565,5,614,population_expansion_900,random_clean_q5_population_expansion
12217278,5,615,population_expansion_900,random_clean_q5_population_expansion
8525677,5,616,population_expansion_900,random_clean_q5_population_expansion
9409368,5,617,population_expansion_900,random_clean_q5_population_expansion
9878067,5,619,population_expansion_900,random_clean_q5_population_expansion
6704825,5,620,population_expansion_900,random_clean_q5_population_expansion
8251107,5,621,population_expansion_900,random_clean_q5_population_expansion
11602041,5,622,population_expansion_900,random_clean_q5_population_expansion
3640863,5,623,population_expansion_900,random_clean_q5_population_expansion
7610842,5,625,population_expansion_900,random_clean_q5_population_expansion
2018392,5,626,population_expansion_900,random_clean_q5_population_expansion
6143052,5,627,population_expansion_900,random_clean_q5_population_expansion
8558506,5,628,population_expansion_900,random_clean_q5_population_expansion
5474681,5,629,population_expansion_900,random_clean_q5_population_expansion
6690726,5,630,population_expansion_900,random_clean_q5_population_expansion
4346187,5,632,population_expansion_900,random_clean_q5_population_expansion
9425897,5,633,population_expansion_900,random_clean_q5_population_expansion
1429275,5,635,population_expansion_900,random_clean_q5_population_expansion
3442547,5,636,population_expansion_900,random_clean_q5_population_expansion
1718537,5,638,population_expansion_900,random_clean_q5_population_expansion
6057800,5,639,population_expansion_900,random_clean_q5_population_expansion
5211089,5,640,population_expansion_900,random_clean_q5_population_expansion
10554677,5,641,population_expansion_900,random_clean_q5_population_expansion
11954852,5,642,population_expansion_900,random_clean_q5_population_expansion
8645067,5,643,population_expansion_900,random_clean_q5_population_expansion
5526468,5,644,population_expansion_900,random_clean_q5_population_expansion
10989780,5,645,population_expansion_900,random_clean_q5_population_expansion
6526239,5,647,population_expansion_900,random_clean_q5_population_expansion
5445046,5,648,population_expansion_900,random_clean_q5_population_expansion
6212024,5,649,population_expansion_900,random_clean_q5_population_expansion
4489036,5,650,population_expansion_900,random_clean_q5_population_expansion
10989682,5,651,population_expansion_900,random_clean_q5_population_expansion
8742584,5,652,population_expansion_900,random_clean_q5_population_expansion
2438003,5,653,population_expansion_900,random_clean_q5_population_expansion
9512252,5,654,population_expansion_900,random_clean_q5_population_expansion
8940751,5,655,population_expansion_900,random_clean_q5_population_expansion
2716732,5,656,population_expansion_900,random_clean_q5_population_expansion
2721353,5,658,population_expansion_900,random_clean_q5_population_expansion
3341286,5,659,population_expansion_900,random_clean_q5_population_expansion
1430207,5,660,population_expansion_900,random_clean_q5_population_expansion
7456336,5,661,population_expansion_900,random_clean_q5_population_expansion
5566223,5,662,population_expansion_900,random_clean_q5_population_expansion
7583973,5,663,population_expansion_900,random_clean_q5_population_expansion
6609906,5,664,population_expansion_900,random_clean_q5_population_expansion
5965476,5,665,population_expansion_900,random_clean_q5_population_expansion
8250550,5,666,population_expansion_900,random_clean_q5_population_expansion
10593493,5,668,population_expansion_900,random_clean_q5_population_expansion
6043057,5,670,population_expansion_900,random_clean_q5_population_expansion
5650499,5,671,population_expansion_900,random_clean_q5_population_expansion
11135657,5,673,population_expansion_900,random_clean_q5_population_expansion
9465564,5,674,population_expansion_900,random_clean_q5_population_expansion
7428031,5,675,population_expansion_900,random_clean_q5_population_expansion
3336036,5,676,population_expansion_900,random_clean_q5_population_expansion
6531459,5,677,population_expansion_900,random_clean_q5_population_expansion
11198914,5,680,population_expansion_900,random_clean_q5_population_expansion
11969071,5,681,population_expansion_900,random_clean_q5_population_expansion
6955587,5,682,population_expansion_900,random_clean_q5_population_expansion
11363314,5,683,population_expansion_900,random_clean_q5_population_expansion
7123913,5,686,population_expansion_900,random_clean_q5_population_expansion
4546909,5,687,population_expansion_900,random_clean_q5_population_expansion
5041821,5,688,population_expansion_900,random_clean_q5_population_expansion
9595597,5,689,population_expansion_900,random_clean_q5_population_expansion
5375352,5,690,population_expansion_900,random_clean_q5_population_expansion
10550019,5,691,population_expansion_900,random_clean_q5_population_expansion
10412043,5,694,population_expansion_900,random_clean_q5_population_expansion
1028201,5,695,population_expansion_900,random_clean_q5_population_expansion
11087103,5,696,population_expansion_900,random_clean_q5_population_expansion
7283948,5,697,population_expansion_900,random_clean_q5_population_expansion
11076477,5,698,population_expansion_900,random_clean_q5_population_expansion
11356809,5,699,population_expansion_900,random_clean_q5_population_expansion
9933507,5,700,population_expansion_900,random_clean_q5_population_expansion
4862089,5,701,population_expansion_900,random_clean_q5_population_expansion
10923902,5,702,population_expansion_900,random_clean_q5_population_expansion
8881398,5,703,population_expansion_900,random_clean_q5_population_expansion
4264019,5,704,population_expansion_900,random_clean_q5_population_expansion
11817562,5,705,population_expansion_900,random_clean_q5_population_expansion
8241187,5,706,population_expansion_900,random_clean_q5_population_expansion
5350800,5,707,population_expansion_900,random_clean_q5_population_expansion
11611313,5,708,population_expansion_900,random_clean_q5_population_expansion
3099945,5,709,population_expansion_900,random_clean_q5_population_expansion
8461439,5,710,population_expansion_900,random_clean_q5_population_expansion
5039489,5,711,population_expansion_900,random_clean_q5_population_expansion
11775950,5,712,population_expansion_900,random_clean_q5_population_expansion
9482027,5,715,population_expansion_900,random_clean_q5_population_expansion
5106172,5,716,population_expansion_900,random_clean_q5_population_expansion
10924469,5,717,population_expansion_900,random_clean_q5_population_expansion
11455016,5,718,population_expansion_900,random_clean_q5_population_expansion
3525667,5,719,population_expansion_900,random_clean_q5_population_expansion
6371699,5,720,population_expansion_900,random_clean_q5_population_expansion
2310716,5,721,population_expansion_900,random_clean_q5_population_expansion
7733473,5,722,population_expansion_900,random_clean_q5_population_expansion
10057634,5,723,population_expansion_900,random_clean_q5_population_expansion
6060408,5,724,population_expansion_900,random_clean_q5_population_expansion
5779724,5,725,population_expansion_900,random_clean_q5_population_expansion
9491880,5,726,population_expansion_900,random_clean_q5_population_expansion
7108500,5,727,population_expansion_900,random_clean_q5_population_expansion
8053021,5,728,population_expansion_900,random_clean_q5_population_expansion
11571971,5,729,population_expansion_900,random_clean_q5_population_expansion
5286347,5,731,population_expansion_900,random_clean_q5_population_expansion
5450508,5,732,population_expansion_900,random_clean_q5_population_expansion
9674376,5,733,population_expansion_900,random_clean_q5_population_expansion
10484900,5,735,population_expansion_900,random_clean_q5_population_expansion
10196398,5,736,population_expansion_900,random_clean_q5_population_expansion
11075006,5,737,population_expansion_900,random_clean_q5_population_expansion
11067728,5,738,population_expansion_900,random_clean_q5_population_expansion
9968207,5,739,population_expansion_900,random_clean_q5_population_expansion
8753496,5,740,population_expansion_900,random_clean_q5_population_expansion
8128508,5,741,population_expansion_900,random_clean_q5_population_expansion
7954696,5,743,population_expansion_900,random_clean_q5_population_expansion
7447006,5,745,population_expansion_900,random_clean_q5_population_expansion
3937432,5,746,population_expansion_900,random_clean_q5_population_expansion
9004969,5,747,population_expansion_900,random_clean_q5_population_expansion
9873877,5,749,population_expansion_900,random_clean_q5_population_expansion
3647870,5,750,population_expansion_900,random_clean_q5_population_expansion
6279955,5,752,population_expansion_900,random_clean_q5_population_expansion
6629271,5,753,population_expansion_900,random_clean_q5_population_expansion
5802008,5,754,population_expansion_900,random_clean_q5_population_expansion
9588586,5,755,population_expansion_900,random_clean_q5_population_expansion
8435303,5,756,population_expansion_900,random_clean_q5_population_expansion
12350839,5,757,population_expansion_900,random_clean_q5_population_expansion
8962913,5,758,population_expansion_900,random_clean_q5_population_expansion
7200570,5,759,population_expansion_900,random_clean_q5_population_expansion
11038123,5,760,population_expansion_900,random_clean_q5_population_expansion
5702188,5,761,population_expansion_900,random_clean_q5_population_expansion
12200349,5,762,population_expansion_900,random_clean_q5_population_expansion
7123580,5,763,population_expansion_900,random_clean_q5_population_expansion
8554658,5,764,population_expansion_900,random_clean_q5_population_expansion
5352812,5,765,population_expansion_900,random_clean_q5_population_expansion
6461795,5,766,population_expansion_900,random_clean_q5_population_expansion
9472976,5,767,population_expansion_900,random_clean_q5_population_expansion
8975659,5,768,population_expansion_900,random_clean_q5_population_expansion
10617411,5,769,population_expansion_900,random_clean_q5_population_expansion
8885713,5,770,population_expansion_900,random_clean_q5_population_expansion
10684591,5,771,population_expansion_900,random_clean_q5_population_expansion
8038724,5,772,population_expansion_900,random_clean_q5_population_expansion
9707138,5,774,population_expansion_900,random_clean_q5_population_expansion
10329709,5,775,population_expansion_900,random_clean_q5_population_expansion
5630394,5,776,population_expansion_900,random_clean_q5_population_expansion
9730003,5,778,population_expansion_900,random_clean_q5_population_expansion
5197628,5,779,population_expansion_900,random_clean_q5_population_expansion
4662298,5,780,population_expansion_900,random_clean_q5_population_expansion
12009867,5,782,population_expansion_900,random_clean_q5_population_expansion
10602391,5,783,population_expansion_900,random_clean_q5_population_expansion
6278347,5,784,population_expansion_900,random_clean_q5_population_expansion
12008810,5,785,population_expansion_900,random_clean_q5_population_expansion
2857477,5,786,population_expansion_900,random_clean_q5_population_expansion
3660677,5,787,population_expansion_900,random_clean_q5_population_expansion
4253127,5,788,population_expansion_900,random_clean_q5_population_expansion
9463266,5,790,population_expansion_900,random_clean_q5_population_expansion
7734846,5,791,population_expansion_900,random_clean_q5_population_expansion
11769606,5,792,population_expansion_900,random_clean_q5_population_expansion
10977703,5,793,population_expansion_900,random_clean_q5_population_expansion
6946839,5,794,population_expansion_900,random_clean_q5_population_expansion
8218500,5,796,population_expansion_900,random_clean_q5_population_expansion
5436490,5,798,population_expansion_900,random_clean_q5_population_expansion
7691042,5,799,population_expansion_900,random_clean_q5_population_expansion
5301019,5,800,population_expansion_900,random_clean_q5_population_expansion
6861207,5,801,population_expansion_900,random_clean_q5_population_expansion
5791231,5,802,population_expansion_900,random_clean_q5_population_expansion
11017553,5,803,population_expansion_900,random_clean_q5_population_expansion
1873523,5,804,population_expansion_900,random_clean_q5_population_expansion
8807201,5,805,population_expansion_900,random_clean_q5_population_expansion
8548074,5,806,population_expansion_900,random_clean_q5_population_expansion
9100271,5,807,population_expansion_900,random_clean_q5_population_expansion
5528431,5,808,population_expansion_900,random_clean_q5_population_expansion
9706186,5,809,population_expansion_900,random_clean_q5_population_expansion
3550158,5,810,population_expansion_900,random_clean_q5_population_expansion
8961100,5,811,population_expansion_900,random_clean_q5_population_expansion
8166154,5,812,population_expansion_900,random_clean_q5_population_expansion
7385172,5,813,population_expansion_900,random_clean_q5_population_expansion
10290857,5,814,population_expansion_900,random_clean_q5_population_expansion
2584189,5,817,population_expansion_900,random_clean_q5_population_expansion
4169257,5,818,population_expansion_900,random_clean_q5_population_expansion
4040823,5,820,population_expansion_900,random_clean_q5_population_expansion
7837614,5,821,population_expansion_900,random_clean_q5_population_expansion
7868492,5,822,population_expansion_900,random_clean_q5_population_expansion
11014400,5,824,population_expansion_900,random_clean_q5_population_expansion
6127433,5,827,population_expansion_900,random_clean_q5_population_expansion
7419067,5,828,population_expansion_900,random_clean_q5_population_expansion
3953364,5,829,population_expansion_900,random_clean_q5_population_expansion
2970584,5,830,population_expansion_900,random_clean_q5_population_expansion
5096475,5,831,population_expansion_900,random_clean_q5_population_expansion
3752259,5,832,population_expansion_900,random_clean_q5_population_expansion
7819911,5,833,population_expansion_900,random_clean_q5_population_expansion
4170269,5,834,population_expansion_900,random_clean_q5_population_expansion
10127978,5,835,population_expansion_900,random_clean_q5_population_expansion
3427296,5,836,population_expansion_900,random_clean_q5_population_expansion
5286094,5,837,population_expansion_900,random_clean_q5_population_expansion
10811603,5,838,population_expansion_900,random_clean_q5_population_expansion
7888577,5,839,population_expansion_900,random_clean_q5_population_expansion
3749576,5,840,population_expansion_900,random_clean_q5_population_expansion
8522218,5,841,population_expansion_900,random_clean_q5_population_expansion
5821441,5,842,population_expansion_900,random_clean_q5_population_expansion
9285773,5,843,population_expansion_900,random_clean_q5_population_expansion
10935326,5,844,population_expansion_900,random_clean_q5_population_expansion
6441357,5,846,population_expansion_900,random_clean_q5_population_expansion
7366275,5,847,population_expansion_900,random_clean_q5_population_expansion
3527822,5,848,population_expansion_900,random_clean_q5_population_expansion
4922403,5,849,population_expansion_900,random_clean_q5_population_expansion
8409160,5,850,population_expansion_900,random_clean_q5_population_expansion
5649238,5,851,population_expansion_900,random_clean_q5_population_expansion
12058143,5,852,population_expansion_900,random_clean_q5_population_expansion
9080896,5,853,population_expansion_900,random_clean_q5_population_expansion
12153260,5,856,population_expansion_900,random_clean_q5_population_expansion
3748800,5,857,population_expansion_900,random_clean_q5_population_expansion
1294229,5,858,population_expansion_900,random_clean_q5_population_expansion
8079142,5,859,population_expansion_900,random_clean_q5_population_expansion
8678461,5,860,population_expansion_900,random_clean_q5_population_expansion
8827621,5,861,population_expansion_900,random_clean_q5_population_expansion
6604612,5,862,population_expansion_900,random_clean_q5_population_expansion
3459311,5,863,population_expansion_900,random_clean_q5_population_expansion
3534644,5,864,population_expansion_900,random_clean_q5_population_expansion
9661884,5,866,population_expansion_900,random_clean_q5_population_expansion
9406358,5,868,population_expansion_900,random_clean_q5_population_expansion
8056951,5,870,population_expansion_900,random_clean_q5_population_expansion
7429433,5,871,population_expansion_900,random_clean_q5_population_expansion
3217404,5,872,population_expansion_900,random_clean_q5_population_expansion
11236012,5,874,population_expansion_900,random_clean_q5_population_expansion
12109987,5,875,population_expansion_900,random_clean_q5_population_expansion
9700065,5,876,population_expansion_900,random_clean_q5_population_expansion
7808914,5,877,population_expansion_900,random_clean_q5_population_expansion
9457382,5,878,population_expansion_900,random_clean_q5_population_expansion
9790286,5,879,population_expansion_900,random_clean_q5_population_expansion
7751530,5,880,population_expansion_900,random_clean_q5_population_expansion
10976135,5,881,population_expansion_900,random_clean_q5_population_expansion
9139648,5,882,population_expansion_900,random_clean_q5_population_expansion
6071132,5,883,population_expansion_900,random_clean_q5_population_expansion
11126673,5,884,population_expansion_900,random_clean_q5_population_expansion
2307464,5,885,population_expansion_900,random_clean_q5_population_expansion
10798480,5,891,population_expansion_900,random_clean_q5_population_expansion
7124310,5,892,population_expansion_900,random_clean_q5_population_expansion
9823549,5,893,population_expansion_900,random_clean_q5_population_expansion
6508233,5,894,population_expansion_900,random_clean_q5_population_expansion
4255694,5,897,population_expansion_900,random_clean_q5_population_expansion
9753810,5,899,population_expansion_900,random_clean_q5_population_expansion
9343808,5,902,population_expansion_900,random_clean_q5_population_expansion
12122184,5,903,population_expansion_900,random_clean_q5_population_expansion
6535417,5,904,population_expansion_900,random_clean_q5_population_expansion
7303392,5,905,population_expansion_900,random_clean_q5_population_expansion
10534811,5,906,population_expansion_900,random_clean_q5_population_expansion
3324261,5,907,population_expansion_900,random_clean_q5_population_expansion
6751930,5,908,population_expansion_900,random_clean_q5_population_expansion
9881932,5,909,population_expansion_900,random_clean_q5_population_expansion
9333212,5,910,population_expansion_900,random_clean_q5_population_expansion
5524498,5,911,population_expansion_900,random_clean_q5_population_expansion
10068705,5,912,population_expansion_900,random_clean_q5_population_expansion
3847513,5,913,population_expansion_900,random_clean_q5_population_expansion
7800164,5,914,population_expansion_900,random_clean_q5_population_expansion
5389438,5,915,population_expansion_900,random_clean_q5_population_expansion
5702970,5,916,population_expansion_900,random_clean_q5_population_expansion
11296048,5,917,population_expansion_900,random_clean_q5_population_expansion
11099229,5,918,population_expansion_900,random_clean_q5_population_expansion
12060332,5,919,population_expansion_900,random_clean_q5_population_expansion
6768142,5,920,population_expansion_900,random_clean_q5_population_expansion
6062018,5,922,population_expansion_900,random_clean_q5_population_expansion
8278667,5,923,population_expansion_900,random_clean_q5_population_expansion
3445508,5,924,population_expansion_900,random_clean_q5_population_expansion
6284156,5,925,population_expansion_900,random_clean_q5_population_expansion
4557905,5,927,population_expansion_900,random_clean_q5_population_expansion
7973389,5,928,population_expansion_900,random_clean_q5_population_expansion
10081703,5,929,population_expansion_900,random_clean_q5_population_expansion
9896743,5,930,population_expansion_900,random_clean_q5_population_expansion
9300167,5,931,population_expansion_900,random_clean_q5_population_expansion
5867825,5,933,population_expansion_900,random_clean_q5_population_expansion
10921096,5,934,population_expansion_900,random_clean_q5_population_expansion
5201443,5,935,population_expansion_900,random_clean_q5_population_expansion
10324764,5,936,population_expansion_900,random_clean_q5_population_expansion
12207740,5,937,population_expansion_900,random_clean_q5_population_expansion
10678359,5,938,population_expansion_900,random_clean_q5_population_expansion
2988826,5,939,population_expansion_900,random_clean_q5_population_expansion
12599638,5,941,population_expansion_900,random_clean_q5_population_expansion
9209844,5,942,population_expansion_900,random_clean_q5_population_expansion
11178331,5,943,population_expansion_900,random_clean_q5_population_expansion
8293288,5,944,population_expansion_900,random_clean_q5_population_expansion
6367619,5,945,population_expansion_900,random_clean_q5_population_expansion
10842144,5,946,population_expansion_900,random_clean_q5_population_expansion
6372328,5,947,population_expansion_900,random_clean_q5_population_expansion
9475077,5,948,population_expansion_900,random_clean_q5_population_expansion
8815335,5,949,population_expansion_900,random_clean_q5_population_expansion
4755563,5,950,population_expansion_900,random_clean_q5_population_expansion
11709894,5,951,population_expansion_900,random_clean_q5_population_expansion
6286686,5,952,population_expansion_900,random_clean_q5_population_expansion
4851802,5,953,population_expansion_900,random_clean_q5_population_expansion
6698245,5,954,population_expansion_900,random_clean_q5_population_expansion
6866257,5,955,population_expansion_900,random_clean_q5_population_expansion
9030246,5,956,population_expansion_900,random_clean_q5_population_expansion
8957944,5,957,population_expansion_900,random_clean_q5_population_expansion
9410558,5,958,population_expansion_900,random_clean_q5_population_expansion
5728749,5,959,population_expansion_900,random_clean_q5_population_expansion
6610693,5,960,population_expansion_900,random_clean_q5_population_expansion
11565045,5,961,population_expansion_900,random_clean_q5_population_expansion
5007747,5,962,population_expansion_900,random_clean_q5_population_expansion
11198938,5,963,population_expansion_900,random_clean_q5_population_expansion
6792354,5,964,population_expansion_900,random_clean_q5_population_expansion
12055208,5,965,population_expansion_900,random_clean_q5_population_expansion
5964534,5,966,population_expansion_900,random_clean_q5_population_expansion
5272556,5,967,population_expansion_900,random_clean_q5_population_expansion
5553498,5,968,population_expansion_900,random_clean_q5_population_expansion
7949248,5,970,population_expansion_900,random_clean_q5_population_expansion
9580141,5,972,population_expansion_900,random_clean_q5_population_expansion
12115708,5,973,population_expansion_900,random_clean_q5_population_expansion
8285253,5,974,population_expansion_900,random_clean_q5_population_expansion
7603568,5,975,population_expansion_900,random_clean_q5_population_expansion
6780245,5,976,population_expansion_900,random_clean_q5_population_expansion
6853977,5,981,population_expansion_900,random_clean_q5_population_expansion
2852641,5,983,population_expansion_900,random_clean_q5_population_expansion
6781315,5,984,population_expansion_900,random_clean_q5_population_expansion
9099877,5,985,population_expansion_900,random_clean_q5_population_expansion
8936557,5,986,population_expansion_900,random_clean_q5_population_expansion
9151190,5,987,population_expansion_900,random_clean_q5_population_expansion
7971082,5,988,population_expansion_900,random_clean_q5_population_expansion
11908383,5,990,population_expansion_900,random_clean_q5_population_expansion
8219462,5,991,population_expansion_900,random_clean_q5_population_expansion
10546013,5,992,population_expansion_900,random_clean_q5_population_expansion
8106886,5,995,population_expansion_900,random_clean_q5_population_expansion
11241779,5,996,population_expansion_900,random_clean_q5_population_expansion
4850507,5,998,population_expansion_900,random_clean_q5_population_expansion
8351314,5,999,population_expansion_900,random_clean_q5_population_expansion
10477607,5,1000,population_expansion_900,random_clean_q5_population_expansion
10488161,5,1001,population_expansion_900,random_clean_q5_population_expansion
6620507,5,1003,population_expansion_900,random_clean_q5_population_expansion
7206087,5,1004,population_expansion_900,random_clean_q5_population_expansion
5192627,5,1005,population_expansion_900,random_clean_q5_population_expansion
11029162,5,1006,population_expansion_900,random_clean_q5_population_expansion
4178935,5,1007,population_expansion_900,random_clean_q5_population_expansion
9108981,5,1008,population_expansion_900,random_clean_q5_population_expansion
4844029,5,1009,population_expansion_900,random_clean_q5_population_expansion
3758242,5,1010,population_expansion_900,random_clean_q5_population_expansion
3341436,5,1011,population_expansion_900,random_clean_q5_population_expansion
10056595,5,1012,population_expansion_900,random_clean_q5_population_expansion
9954248,5,1013,population_expansion_900,random_clean_q5_population_expansion
4949940,5,1014,population_expansion_900,random_clean_q5_population_expansion
9589235,5,1015,population_expansion_900,random_clean_q5_population_expansion
10777735,5,1016,population_expansion_900,random_clean_q5_population_expansion
8515104,5,1017,population_expansion_900,random_clean_q5_population_expansion
4447852,5,1018,population_expansion_900,random_clean_q5_population_expansion
8381046,5,1019,population_expansion_900,random_clean_q5_population_expansion
7120789,5,1020,population_expansion_900,random_clean_q5_population_expansion
9209699,5,1022,population_expansion_900,random_clean_q5_population_expansion
5949881,5,1023,population_expansion_900,random_clean_q5_population_expansion
4829092,5,1024,population_expansion_900,random_clean_q5_population_expansion
5795330,5,1026,population_expansion_900,random_clean_q5_population_expansion
4556617,5,1027,population_expansion_900,random_clean_q5_population_expansion
10587067,5,1028,population_expansion_900,random_clean_q5_population_expansion
10649700,5,1029,population_expansion_900,random_clean_q5_population_expansion
6285289,5,1031,population_expansion_900,random_clean_q5_population_expansion
6751414,5,1032,population_expansion_900,random_clean_q5_population_expansion
6371097,5,1033,population_expansion_900,random_clean_q5_population_expansion
12357194,5,1035,population_expansion_900,random_clean_q5_population_expansion
6860896,5,1036,population_expansion_900,random_clean_q5_population_expansion
8673099,5,1037,population_expansion_900,random_clean_q5_population_expansion
9667062,5,1038,population_expansion_900,random_clean_q5_population_expansion
4736564,5,1039,population_expansion_900,random_clean_q5_population_expansion
4055354,5,1040,population_expansion_900,random_clean_q5_population_expansion
4063764,5,1041,population_expansion_900,random_clean_q5_population_expansion
9368662,5,1042,population_expansion_900,random_clean_q5_population_expansion
5185968,5,1043,population_expansion_900,random_clean_q5_population_expansion
8905990,5,1044,population_expansion_900,random_clean_q5_population_expansion
8016522,5,1045,population_expansion_900,random_clean_q5_population_expansion
9724399,5,1046,population_expansion_900,random_clean_q5_population_expansion
9897328,5,1048,population_expansion_900,random_clean_q5_population_expansion
9143650,5,1049,population_expansion_900,random_clean_q5_population_expansion
12156630,5,1050,population_expansion_900,random_clean_q5_population_expansion
9729789,5,1051,population_expansion_900,random_clean_q5_population_expansion
10718399,5,1052,population_expansion_900,random_clean_q5_population_expansion
11412987,5,1053,population_expansion_900,random_clean_q5_population_expansion
2585851,5,1054,population_expansion_900,random_clean_q5_population_expansion
9958534,5,1055,population_expansion_900,random_clean_q5_population_expansion
11771660,5,1056,population_expansion_900,random_clean_q5_population_expansion
11876496,5,1057,population_expansion_900,random_clean_q5_population_expansion
11466154,5,1059,population_expansion_900,random_clean_q5_population_expansion
7446226,5,1060,population_expansion_900,random_clean_q5_population_expansion
10088639,5,1061,population_expansion_900,random_clean_q5_population_expansion
11565562,5,1062,population_expansion_900,random_clean_q5_population_expansion
11190734,5,1063,population_expansion_900,random_clean_q5_population_expansion
12556904,5,1064,population_expansion_900,random_clean_q5_population_expansion
12471119,5,1066,population_expansion_900,random_clean_q5_population_expansion
4671352,5,1067,population_expansion_900,random_clean_q5_population_expansion
9785109,5,1068,population_expansion_900,random_clean_q5_population_expansion
3852451,5,1070,population_expansion_900,random_clean_q5_population_expansion
9723894,5,1071,population_expansion_900,random_clean_q5_population_expansion
2996950,5,1072,population_expansion_900,random_clean_q5_population_expansion
10351880,5,1073,population_expansion_900,random_clean_q5_population_expansion
8283373,5,1075,population_expansion_900,random_clean_q5_population_expansion
7434302,5,1076,population_expansion_900,random_clean_q5_population_expansion
4458639,5,1078,population_expansion_900,random_clean_q5_population_expansion
5172043,5,1079,population_expansion_900,random_clean_q5_population_expansion
6549600,5,1080,population_expansion_900,random_clean_q5_population_expansion
7107894,5,1083,population_expansion_900,random_clean_q5_population_expansion
6205129,5,1084,population_expansion_900,random_clean_q5_population_expansion
12257237,5,1085,population_expansion_900,random_clean_q5_population_expansion
9590381,5,1086,population_expansion_900,random_clean_q5_population_expansion
3744781,5,1087,population_expansion_900,random_clean_q5_population_expansion
12003977,5,1088,population_expansion_900,random_clean_q5_population_expansion
12217049,5,1089,population_expansion_900,random_clean_q5_population_expansion
10066053,5,1090,population_expansion_900,random_clean_q5_population_expansion
3215855,5,1091,population_expansion_900,random_clean_q5_population_expansion
9353346,5,1092,population_expansion_900,random_clean_q5_population_expansion
8736693,5,1093,population_expansion_900,random_clean_q5_population_expansion
7596137,5,1094,population_expansion_900,random_clean_q5_population_expansion
6191637,5,1095,population_expansion_900,random_clean_q5_population_expansion
1576117,5,1096,population_expansion_900,random_clean_q5_population_expansion
4248950,5,1097,population_expansion_900,random_clean_q5_population_expansion
5957117,5,1098,population_expansion_900,random_clean_q5_population_expansion
5563287,5,1099,population_expansion_900,random_clean_q5_population_expansion
10360560,5,1100,population_expansion_900,random_clean_q5_population_expansion
12021604,5,1101,population_expansion_900,random_clean_q5_population_expansion
9631561,5,1102,population_expansion_900,random_clean_q5_population_expansion
2574713,5,1103,population_expansion_900,random_clean_q5_population_expansion
11868434,5,1104,population_expansion_900,random_clean_q5_population_expansion
10734822,5,1105,population_expansion_900,random_clean_q5_population_expansion
6200157,5,1106,population_expansion_900,random_clean_q5_population_expansion
8933959,5,1108,population_expansion_900,random_clean_q5_population_expansion
11147664,5,1109,population_expansion_900,random_clean_q5_population_expansion
5123580,5,1111,population_expansion_900,random_clean_q5_population_expansion
11289660,5,1112,population_expansion_900,random_clean_q5_population_expansion
2577052,5,1113,population_expansion_900,random_clean_q5_population_expansion
3628915,5,1114,population_expansion_900,random_clean_q5_population_expansion
8778471,5,1116,population_expansion_900,random_clean_q5_population_expansion
10622558,5,1117,population_expansion_900,random_clean_q5_population_expansion
3124079,5,1118,population_expansion_900,random_clean_q5_population_expansion
10004907,5,1119,population_expansion_900,random_clean_q5_population_expansion
5359390,5,1120,population_expansion_900,random_clean_q5_population_expansion
3323665,5,1121,population_expansion_900,random_clean_q5_population_expansion
10977553,5,1122,population_expansion_900,random_clean_q5_population_expansion
10669801,5,1123,population_expansion_900,random_clean_q5_population_expansion
9786678,5,1124,population_expansion_900,random_clean_q5_population_expansion
4276535,5,1125,population_expansion_900,random_clean_q5_population_expansion
2437810,5,1126,population_expansion_900,random_clean_q5_population_expansion
8684045,5,1127,population_expansion_900,random_clean_q5_population_expansion
4476454,5,1128,population_expansion_900,random_clean_q5_population_expansion
