target_id,quarter,sample_stratum,case_index,pipeline,branch,detector,zero_injection_control,injected_period_days,injected_epoch_days,requested_duration_hours,requested_depth,phase_fraction,success,error,recovered_period_days,recovered_epoch_days,recovered_duration_hours,mes,max_ses,observed_event_count,expected_event_count,observability_fraction,period_cadences,duration_cadences,period_exact_fractional_error,exact_period_recovered,harmonic_period_recovered,runtime_seconds,wavelet,segment_count,n_period_trials,n_duration_trials,radius_ratio,realized_max_depth_on_observed_cadences,in_transit_cadence_count,event_consistency_score,robust_veto_score,consistency_weight,valid_event_count,expected_event_count_event_check,event_observability_fraction,positive_event_fraction,single_event_fraction,anti_dominance_score,combined_event_snr,leave_one_out_combined_snr_min,leave_one_out_ratio,leave_one_out_ratio_normalized,median_event_depth,event_depth_relative_mad,event_depth_weighted_mean,event_depth_weighted_mean_error,event_depth_chi2,event_depth_chi2_dof,event_depth_reduced_chi2,event_depth_chi2_pvalue,odd_even_tested,odd_event_count,even_event_count,odd_depth,even_depth,odd_even_depth_difference,odd_even_depth_difference_fraction,odd_even_depth_z,odd_even_depth_pvalue,robust_event_snr,robust_event_weight_min,robust_event_effective_count,event_consistent_flag,transit_consistency_veto_pass,fails_min_events,fails_observability,fails_positive_events,fails_single_event_dominance,fails_leave_one_out,fails_depth_chi2,fails_odd_even,fails_robust_sign,veto_reason,any_candidate_survives_veto,selection_status,raw_rank_of_selected_candidate,ranking_changed,raw_top1_period_days,raw_top1_epoch_days,raw_top1_duration_hours,raw_top1_mes,raw_top1_max_ses,raw_top1_period_exact_fractional_error,raw_top1_exact_period_recovered,raw_top1_harmonic_period_recovered
12645975,5,gap_heavy,0,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,2.0,443.81103698692897,2.0,0.0002,0.15,True,,9.297541298728902,446.69876547947206,5.885037129744887,24.485313693871884,,3,7,0.42857142857142855,666,20,3.648770649364451,False,False,0.40975066600367427,db6,43,686,7,0.013289696120800746,0.00019997743581789962,225,17.543094829807664,24.485313693871884,0.7164741709720591,10,10,1.0,0.7,0.32415111370010546,0.7509432069998828,1.046351690339044,0.4976178567334228,0.4755741891831629,0.5012992114022022,5.313778417606607e-05,4.873872202900641,7.833244690140531e-05,7.331606254757786e-05,9.208773488023862,9,1.0231970542248736,0.4182301823625498,True,5,5,-5.245330865376354e-05,0.00022108489147867742,-0.00027353820013244093,2.0,-1.8636865322159881,0.06236573777935797,1.0900709554462649,0.6385110605675656,9.835556513208665,True,True,False,False,False,False,False,False,False,False,pass,True,veto_survivor_mes_rank,3,True,13.609148362535052,455.3015103537691,9.808395216241479,25.363013050705266,20.667918176130193,5.804574181267526,False,False
12645975,5,gap_heavy,3,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,5.0,445.76103698692896,8.0,0.0002,0.45,True,,13.323070168728009,455.91457015139895,9.80839521624148,29.036297205063573,,4,9,0.4444444444444444,530,20,1.6646140337456017,False,False,0.4048425001092255,db6,43,686,7,0.013262342897632272,0.00019999998734576696,305,23.10963886080332,29.036297205063573,0.7958879432041797,7,7,1.0,0.8571428571428571,0.4086355931215836,0.6899251413581524,2.403196904955946,1.5096229248677127,0.6281727983897292,0.6785041700261789,0.00014234664097517724,0.891096373056084,0.00019962153888814182,8.313540347039202e-05,5.031207322897981,6,0.8385345538163301,0.539816823676055,True,3,4,0.00019326878889351594,0.00020467507218202875,-1.1406283288512811e-05,0.05732609246783918,-0.06815417091777483,0.9456629084067123,2.0676124042132686,0.5634588255640948,6.8190088257641195,True,True,False,False,False,False,False,False,False,False,pass,True,veto_survivor_mes_rank,2,True,10.830103051266633,445.2274711004211,9.808395216241479,29.343813624841314,25.926078043379892,1.1660206102533266,False,False
12645975,5,gap_heavy,4,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,10.0,445.01103698692896,4.0,0.0002,0.15,True,,9.992302626546008,445.1049012568328,9.80839521624148,24.19118317472097,,3,7,0.42857142857142855,666,20,0.0007697373453991573,True,True,0.40577087504789233,db6,43,686,7,0.013267644340028159,0.0001999963346620559,85,20.150632176484777,24.19118317472097,0.83297422994761,10,10,1.0,0.7,0.24460934034737822,0.8393229551695797,1.5658390285472301,1.2172155447717008,0.7773567541620299,0.8194059658891967,9.17605120861753e-05,1.510837532762056,0.00010417916194912291,6.382088445614836e-05,2.1095869135259573,9,0.2343985459473286,0.9896136061571302,True,5,5,0.0001236517438948048,8.606108259595899e-05,3.75906612988458e-05,0.358496539557168,0.29431000782445904,0.7685210259976771,1.5658390285472301,1.0,10.0,True,True,False,False,False,False,False,False,False,False,pass,True,veto_survivor_mes_rank,4,True,13.609148362535052,455.2810761970686,9.808395216241479,26.46813759992034,21.275429957940517,0.3609148362535052,False,False
1431344,5,gap_heavy,0,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,2.0,443.81043848144037,2.0,0.0002,0.15,True,,12.50594571023248,448.16951631065604,9.808584870770574,83.96513978154653,,3,8,0.375,600,20,5.25297285511624,False,False,0.40486170910298824,db6,44,686,7,0.01328969728215662,0.00019999985006957655,229,65.79233371874795,83.96513978154653,0.7835672505270752,8,8,1.0,0.75,0.3062802318782186,0.7928225921391787,1.7959262832461482,1.0650263603542705,0.5930234276816911,0.6339687110614862,7.179601307721883e-05,2.1094746237298763,5.6092030235166765e-05,3.382064083190619e-05,12.275088214168505,7,1.7535840305955008,0.09186768822430462,True,4,4,0.00015479648918213215,-3.527366033657028e-05,0.00019007014951870243,2.0,2.807877290225282,0.004986922523230825,1.7959262832461482,1.0,8.0,True,True,False,False,False,False,False,False,False,False,pass,True,veto_survivor_mes_rank,8,True,12.260731088463217,449.64086386159033,9.808584870770574,93.48056920375603,85.55379988097046,5.1303655442316085,False,False
1431344,5,gap_heavy,1,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,2.0,444.41043848144034,4.0,0.0005,0.45,True,,12.260731088463215,449.6408040412716,9.808584870770574,92.86518934180188,,3,8,0.375,591,20,5.130365544231608,False,False,0.45711150020360947,db6,44,686,7,0.020978642021184858,0.0004999999974948377,418,73.79160006329803,92.86518934180188,0.7946099134272895,8,8,1.0,0.75,0.31408146110467355,0.7839069015946587,1.8736695195748199,1.1884671517700878,0.6342992397292022,0.6780944102165327,8.358191791910108e-05,1.0515494287406493,7.498219062510363e-05,3.609524208848745e-05,7.205964694530152,7,1.0294235277900217,0.40775473745170926,True,4,4,6.818253129152453e-05,7.93564294669689e-05,-1.1173898175444362e-05,0.15147047421236642,-0.15109318107904895,0.879902211459238,2.0088156907895955,0.5929380686984476,7.809529269260948,True,True,False,False,False,False,False,False,False,False,pass,True,veto_survivor_mes_rank,2,True,12.076820122136269,450.78519876318023,9.808584870770574,93.18279960817148,86.74167158869739,5.038410061068134,False,False
1431344,5,gap_heavy,2,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,5.0,447.26043848144036,2.0,0.0005,0.75,True,,12.1994274330209,449.9881914221114,9.808584870770574,91.68719953259024,,3,8,0.375,600,20,1.43988548660418,False,False,0.4068896253593266,db6,44,686,7,0.021013654312968692,0.0004999894170547581,96,72.27477587960675,91.68719953259024,0.7882755308053297,8,8,1.0,0.75,0.21624820181913643,0.8957163407781298,1.09127740793791,0.5867047615541718,0.537631180932093,0.574751908427018,0.00012100661102673604,0.4525305418310928,1.6359080370156203e-05,3.298175813239554e-05,17.173744845562105,7,2.4533921207945864,0.01630954772003355,True,4,4,0.0001222145456558327,-5.1485553095841106e-05,0.00017370009875167382,2.0,2.569452481721717,0.010185936030338363,2.4348151850419932,0.24602977015340471,6.949060632351957,True,True,False,False,False,False,False,False,False,False,pass,True,veto_survivor_mes_rank,3,True,12.260731088463217,449.64086386159033,9.808584870770574,93.21827228693354,85.95931767581779,1.4521462176926434,False,False
1431344,5,gap_heavy,3,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,5.0,445.76043848144036,8.0,0.0002,0.45,True,,12.097254673950374,450.682966183791,9.808584870770574,93.7688920129635,,3,8,0.375,600,20,1.4194509347900748,False,False,0.4044942921027541,db6,44,686,7,0.01326234296684581,0.00019999992133612476,305,75.97128038580513,93.7688920129635,0.8101970574132639,8,8,1.0,0.75,0.2609114323524445,0.8446726487400634,1.523382340812849,0.9692278718299752,0.6362341520335681,0.6801629184783586,9.926295122678064e-05,0.917631764807194,6.220734549812785e-05,3.644445284538286e-05,9.344256437296329,7,1.3348937767566185,0.22887554578210453,True,4,4,5.739385651053865e-05,6.67238503942407e-05,-9.329993883702042e-06,0.15034106118089707,-0.12793807137470908,0.8981979820008145,1.8887134121793903,0.5866628352824544,7.833468045367151,True,True,False,False,False,False,False,False,False,False,pass,True,veto_survivor_mes_rank,2,True,12.260731088463217,449.64086386159033,9.808584870770574,96.24072026399726,85.67167824616584,1.4521462176926434,False,False
1431344,5,gap_heavy,4,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,10.0,445.01043848144036,4.0,0.0002,0.15,True,,12.546814813860692,447.90386713707267,9.808584870770574,83.11640398140018,,3,8,0.375,600,20,0.2546814813860692,False,False,0.4078772501088679,db6,44,686,7,0.013267644616172766,0.0001999980667507506,85,70.35666254186503,83.11640398140018,0.8464834758444251,8,8,1.0,0.75,0.25203581023845784,0.8548162168703338,2.1140065465565105,1.5836174444478481,0.7491071619562346,0.8008292417196595,0.00012004534633169861,0.6222761147162513,5.796212242697389e-05,3.377025034764984e-05,7.8303949799834065,7,1.1186278542833439,0.3477869705192474,True,4,4,0.00011796330449987826,2.4029385244029047e-06,0.00011556036597547535,1.920145766320274,1.7097143307814902,0.08731871140867818,2.3766769710329165,0.5853562864684407,7.836093620371076,True,True,False,False,False,False,False,False,False,False,pass,True,veto_survivor_mes_rank,9,True,12.260731088463217,449.64086386159033,9.808584870770574,94.28949966677489,85.67167824616584,0.2260731088463217,False,False
1431344,5,gap_heavy,5,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,10.0,451.01043848144036,8.0,0.0005,0.75,True,,12.076820122136269,450.7647043910474,9.808584870770574,94.55205556213618,,3,8,0.375,600,20,0.20768201221362687,False,False,0.40457716723904014,db6,44,686,7,0.020969832009878304,0.0004999991196493747,154,73.39078086828286,94.55205556213618,0.7761944511090307,8,8,1.0,0.75,0.33772645896257175,0.7568840468999181,1.865581619800201,1.115860233625221,0.5981299460619294,0.6394278088380906,8.157152903340292e-05,0.509272643253878,7.190652336867708e-05,3.653478556364629e-05,7.203969976765225,7,1.029138568109318,0.4079562218965437,True,4,4,8.01410109742357e-05,6.315388900822867e-05,1.698712196600703e-05,0.23709318291280176,0.23237056854402582,0.816250206239574,2.0845514223190826,0.37941042469292896,6.966963385304567,True,True,False,False,False,False,False,False,False,False,pass,True,veto_survivor_mes_rank,2,True,12.260731088463217,449.64086386159033,9.808584870770574,96.01422400913985,85.67167824616584,0.2260731088463217,False,False
10677499,5,high_scatter,2,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,5.0,447.26051277094666,2.0,0.0005,0.75,True,,14.304007886676118,446.9434748041458,9.808462550863624,54.79135175006804,,3,7,0.42857142857142855,693,20,1.8608015773352236,False,False,0.40449516708031297,db6,43,686,7,0.021013653112727487,0.000499995382505003,97,46.882513134703494,54.79135175006804,0.8556553477373421,5,7,0.7142857142857143,1.0,0.3069704660277011,0.8662869174653737,8.62861396447058,6.685713912541908,0.7748305741885301,0.8662869174653737,0.0026373177142383075,0.29021143257935395,0.0023498423376451492,0.00026420341661605016,11.551616455677857,4,2.8879041139194643,0.02101645508607548,False,3,2,,,,,,1.0,8.963329975000589,0.731705585840718,4.936515409669895,True,True,False,False,False,False,False,False,False,False,pass,True,veto_survivor_mes_rank,2,True,14.160967807809357,447.0864306432559,9.808462550863624,55.58760277645332,56.70784043172604,1.8321935615618714,False,False
