injected_period_days,requested_duration_hours,requested_depth,n_cases,raw_harmonic_recovery,hardened_harmonic_recovery,ranking_changed_fraction,median_raw_mes,median_event_consistency_score,median_robust_veto_score,veto_pass_fraction,median_depth_chi2_pvalue,median_odd_even_pvalue,median_robust_event_snr,median_single_event_fraction,median_leave_one_out_ratio
2.0,2.0,0.0002,10,0.1,0.2,0.7,77.7278805048555,62.553701464762085,72.97016579375077,1.0,0.014789076084957452,0.3485446507641724,3.1188821121977024,0.291514198583008,0.7633503135543345
2.0,4.0,0.0005,10,0.3,0.4,0.5,95.55777311575685,77.53171420970415,95.39896798257203,1.0,0.01850927159248497,0.4245809261951625,7.097111012628472,0.23610406745461382,0.8243967897048646
5.0,2.0,0.0005,10,0.2,0.1,0.7,82.53091822934527,70.34534385638045,81.76538185217362,1.0,0.011203411963452956,0.39744069468977117,4.4551643402454495,0.22652166669936852,0.7715286213166328
5.0,8.0,0.0002,10,0.2,0.1,0.7,97.577322494603,78.43063772889617,95.74332403848095,1.0,0.031489242368660506,0.5580121369680345,2.9254702242071042,0.28436389855171523,0.7182804782648554
10.0,4.0,0.0002,10,0.2,0.2,0.7,83.00668923164935,70.26432947437206,77.420141388962,1.0,0.030784019271527262,0.37796650296473744,2.943494660558258,0.26803322361103676,0.789852444533736
10.0,8.0,0.0005,10,0.3,0.2,0.6,98.40558891894571,73.24988689415201,96.22430635635226,1.0,0.024898087535481724,0.43141277938846867,3.9767564817981746,0.28449298582885696,0.7522006477424463
