target_id,quarter,sample_stratum,raw_top1_mes,raw_top1_period_days,raw_top1_epoch_days,raw_top1_duration_hours,event_consistency_score,robust_veto_score,hardened_period_days,hardened_epoch_days,hardened_duration_hours,selected_raw_mes,consistency_weight,valid_event_count,event_observability_fraction,positive_event_fraction,single_event_fraction,leave_one_out_ratio_normalized,event_consistent_flag,transit_consistency_veto_pass,diagnostic_consistency_veto_pass,event_depth_chi2_pvalue,event_depth_reduced_chi2,odd_even_tested,odd_even_depth_pvalue,odd_even_depth_z,odd_even_depth_difference_fraction,robust_event_snr,fails_min_events,fails_observability,fails_positive_events,fails_single_event_dominance,fails_leave_one_out,fails_depth_chi2,fails_odd_even,fails_robust_sign,veto_reason,diagnostic_veto_reason,any_candidate_survives_veto,selection_status,ranking_changed,raw_score_threshold,hardened_score_threshold,hardened_score_name,raw_empirical_p_value,hardened_empirical_p_value,raw_passes_fap,hardened_passes_fap
10223890,5,quiet_low_scatter,101.05541370368394,13.915774834924378,447.6993529891952,9.808475654572248,83.68831504512572,94.04304493702982,11.627130515524186,454.5245150092014,9.808475654572248,94.04304493702982,0.8898937194256362,8,1.0,1.0,0.3070780221109562,0.7919108318731929,True,True,False,3.715656974803864e-05,4.601205158678011,True,0.00038592008036526077,-3.5495295971836955,0.8945191974252035,7.403604369578965,False,False,False,False,False,True,False,False,pass,fails_depth_chi2,True,raw_failed_event_penalty_rank,True,158.02826422066033,152.29220905627125,robust_veto_score,0.06593406593406594,0.07892107892107893,False,False
