run_id,config_hash,star_id,treatment,detector,score_name,score_definition,fap_level,fap_threshold,null_trial_count,error,diagnostics
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9827856_q5,arima,bls,bls_power,bls_power,0.01,0.001083472876508692,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9827856_q5,arima,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,18.29095629217854,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9827856_q5,arima,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,253.28882897446982,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9827856_q5,arima,tps_like,tps_like_mes,tps_like_mes,0.01,292.961222465451,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9827856_q5,arima,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,279.6826062168621,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9827856_q5,gp,bls,bls_power,bls_power,0.01,0.0011730941036146804,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9827856_q5,gp,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,18.162136892120706,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9827856_q5,gp,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,235.2446999493567,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9827856_q5,gp,tps_like,tps_like_mes,tps_like_mes,0.01,285.7494790197996,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9827856_q5,gp,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,285.7494790197996,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9827856_q5,kalman,bls,bls_power,bls_power,0.01,0.0006918683178280396,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9827856_q5,kalman,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,17.268442996830196,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9827856_q5,kalman,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,417.74346349879,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9827856_q5,kalman,tps_like,tps_like_mes,tps_like_mes,0.01,543.7568168836963,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9827856_q5,kalman,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,497.24471699220163,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9827856_q5,raw,bls,bls_power,bls_power,0.01,0.015366187671604038,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9827856_q5,raw,tcf,tcf_event_consistent_score,tcf_event_consistent_score,0.01,6.01905304535936,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9827856_q5,raw,tps_like,tps_like_event_consistency_score,tps_like_event_consistency_score,0.01,420.3824493353271,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9827856_q5,raw,tps_like,tps_like_mes,tps_like_mes,0.01,595.4278548918189,100,,
demo50_bf157dd78dfbaf8f,bf157dd78dfbaf8f,kic_9827856_q5,raw,tps_like,tps_like_robust_veto_score,tps_like_robust_veto_score,0.01,516.6959844544397,100,,
