branch,n_cases,median_template_amplitude_ratio,median_peak_depth_ratio,median_template_energy_ratio,median_template_correlation,median_template_rmse_ppm,median_oracle_signal_snr,median_background_scale_ppm,median_abs_background_acf1,oracle_snr_gain_vs_raw
arima,60,0.1316851826818915,0.8356233510444904,0.4774895813442859,0.27316580533711177,50.56564449989908,5.075222942465347,400.80450539615515,0.13524418574930247,1.2183800592199892
gp,60,0.8689078065187155,0.9915515155336322,0.9275044027341168,0.9846763154694356,21.924869909320662,9.346855327161482,411.43002371144325,0.28033634387049283,2.243846679471349
kalman,60,0.4321403827925902,0.9063677974433413,0.7241354379269309,0.5834414749360692,36.948178098420705,7.5479652720464365,365.6605773607016,0.03130386259599758,1.8119973209845157
raw,60,1.0,1.0,1.0,1.0,0.0,4.165549907074579,996.633688528552,0.8848374429188581,1.0
