run_id,config_hash,star_id,target_id,quarter,characterization_version,success,flux_robust_scale,flux_skewness,flux_outlier_fraction,v2_acf_lag_1,v2_acf_decay_e_days,original_series_stationarity_conclusion,v2_spectral_concentration,v2_spectral_harmonic_power_ratio,v2_ls_dominant_period_days,v2_ls_acf_period_relative_error,v2_segment_scale_relative_mad
smoke_ce55ac60038b7702,ce55ac60038b7702,kic_1431791_q5,1431791,5,stellar_variability_v2_100star_freeze,True,0.0007671257195479183,0.5781774285723587,0.0011148272017837235,0.07572460097199109,0.020434551344806096,stationary_supported,0.005433139209410842,0.7634978568037676,8.929512864683566,1.0367013265422858,0.060241578014259285
