trial,trial_seed,success,arima_refitted,arima_converged,max_score,best_raw_pooled_score,best_period,best_duration,best_epoch,best_valid_transit_events,best_positive_transit_events,best_positive_event_fraction,best_median_event_score,requested_period_count,evaluated_period_count,coarse_period_count,refined_period_count,error
71,8931992086758499766,True,False,False,11.516992862405317,12.659932007152657,11.862286228622862,0.0625,444.94105946934195,7,6,0.8571428571428571,4.353014137890057,10000,2961,2000,961,
72,7065437054142138404,True,False,False,8.93011685042879,6.893172481398533,12.88998899889989,0.0625,448.63923778500913,7,6,0.8571428571428571,3.3752669092831376,10000,2961,2000,961,
73,1498969335134864903,True,False,False,8.357358958396837,5.831419646729574,12.422342234223422,0.2648809523809524,444.59373389253324,7,5,0.7142857142857143,3.1587847744594044,10000,2960,2000,960,
74,11736552175184702013,True,False,False,8.018700808481306,6.557754107596104,12.71917191719172,0.36607142857142855,446.81269427295797,8,7,0.875,2.835038858991591,10000,2960,2000,960,
75,13649979793317817247,True,False,False,7.126130614097314,3.705415660103702,14.561756175617562,0.0625,457.25668020397427,5,3,0.6,3.186902493932783,10000,2945,2000,945,
76,17165321101101609283,True,False,False,9.548841763438668,9.288933696131025,8.434743474347435,0.36607142857142855,450.95468828616777,9,6,0.6666666666666666,3.182947254479556,10000,2960,2000,960,
77,16398442384268369172,True,False,False,8.668115913253676,5.523908043776702,12.824182418241824,0.0625,451.5780249085709,7,5,0.7142857142857143,3.276239863135822,10000,2961,2000,961,
78,4151295489693768665,True,False,False,11.623692437869142,11.348766606802823,12.531553155315532,0.21428571428571427,450.80407191244984,5,5,1.0,5.19827328812513,10000,2957,2000,957,
79,15262244025163740060,True,False,False,8.158175996404678,5.341248927442556,14.431543154315431,0.4166666666666667,449.3511253861116,7,6,0.8571428571428571,3.0835006911976213,10000,2960,2000,960,
80,4261389646617318149,True,False,False,8.514459780140037,5.47214434589463,13.368836883688369,0.36607142857142855,455.43798094294675,7,6,0.8571428571428571,3.2181633037588897,10000,2944,2000,944,
81,12228061547635429342,True,False,False,7.862649721043973,6.222458189690652,13.942894289428942,0.0625,445.8015427515576,7,7,1.0,2.971802258270533,10000,2960,2000,960,
