target_id,quarter,sample_stratum,branch,n_attempted_cases,n_successful_cases,median_template_amplitude_ratio,median_amplitude_abs_error,median_peak_depth_ratio,median_peak_depth_abs_error,fraction_peak_depth_within_20pct,median_template_energy_ratio,median_template_correlation,fraction_template_corr_ge_0p8,median_template_rmse_ppm,median_oracle_signal_snr,median_background_scale_ppm,median_abs_background_acf1,success_rate,fit_status,fit_clean,raw_median_oracle_signal_snr,oracle_snr_gain_vs_raw
12645975,5,gap_heavy,gp,6,6,0.839145050268418,0.160854949731582,0.9910185642462742,0.00966346109401095,1.0,0.90877775276062,0.9771698406019521,1.0,22.99957522754825,4.352853168573355,731.0212422287544,0.1056348944317378,1.0,boundary_limited,True,5.140806932605065,0.8467256649857456
12645975,5,gap_heavy,kalman,6,6,0.9409916904968425,0.05900830950315744,0.959189409106292,0.040810590893707976,1.0,0.9730725530838669,0.9956038490775857,1.0,11.677772147106108,4.993438021465986,679.963093016904,0.0249710269646732,1.0,clean,True,5.140806932605065,0.9713335059901965
12645975,5,gap_heavy,raw,6,6,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.140806932605065,676.2508402428601,0.0106844100295485,1.0,clean,True,5.140806932605065,1.0
1431344,5,gap_heavy,arima,6,6,0.13478134405509065,0.8652186559449093,0.8390194292846846,0.16098057071531535,0.6666666666666666,0.48265616921962773,0.2952385002626769,0.0,50.50305289742576,4.372488579321281,391.6045758955455,0.1445302000776438,1.0,optimizer_flagged,False,9.247719414909731,0.47281804119961635
1431344,5,gap_heavy,gp,6,6,0.8689078065187155,0.13109219348128454,0.9868134236659639,0.018429214872711375,1.0,0.924129011561503,0.9840102202305714,1.0,21.228059663504595,9.439779874297502,338.4442844299748,0.1870873800632485,1.0,boundary_limited,True,9.247719414909731,1.0207684133536878
1431344,5,gap_heavy,kalman,6,6,0.7997352834477074,0.20026471655229267,0.9197597288851191,0.08024027111488091,1.0,0.9089458215936934,0.9050365877739663,0.6666666666666666,24.522280438325428,9.418323110422147,331.45599040013536,0.0873088836285476,1.0,clean,True,9.247719414909731,1.0184481911548222
1431344,5,gap_heavy,raw,6,6,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,9.247719414909731,376.0030131707976,0.3358405408517078,1.0,clean,True,9.247719414909731,1.0
2715763,5,quiet_low_scatter,arima,6,6,0.13878019190183405,0.8612198080981659,0.841027986934721,0.15897201306527903,0.6666666666666666,0.4904085791739688,0.29636722194765097,0.0,50.48684431648928,12.893995822461303,134.9494399446326,0.1749220465507026,1.0,clean,True,30.836476105715754,0.4181410281206325
2715763,5,quiet_low_scatter,gp,6,6,0.8347276391265774,0.16527236087342256,0.9807108408432116,0.019289159156788416,1.0,0.9054150282598964,0.9777742817923426,1.0,24.009244583765152,26.07252558341758,122.10830198460712,0.1851355600014604,1.0,boundary_limited,True,30.836476105715754,0.845509243469777
2715763,5,quiet_low_scatter,kalman,6,6,0.9182522546525502,0.08174774534744983,0.9485616678957052,0.05143833210429488,1.0,0.963630639888148,0.9863986984550563,1.0,14.564227999275651,29.630128971347197,113.23052477990744,0.0170397513368064,1.0,clean,True,30.836476105715754,0.9608792155681838
2715763,5,quiet_low_scatter,raw,6,6,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,30.836476105715754,112.75973767761737,0.0455916156394448,1.0,clean,True,30.836476105715754,1.0
2996004,5,high_scatter,arima,6,6,0.10179540605872645,0.8982045939412735,0.8222477824965894,0.17775221750341064,0.5,0.42384941955961214,0.2656369011320232,0.0,50.971799308006496,5.20165969560634,288.74882764161094,0.0325650132789584,1.0,optimizer_flagged,False,0.6711553060203568,7.75030704361081
2996004,5,high_scatter,gp,6,6,0.8754932012978078,0.12450679870219217,0.9878396849260254,0.019886935004425732,1.0,0.9320394808730241,0.9841504846626914,1.0,22.017687251523636,8.019604807750541,400.8247866211024,0.7631568031503866,1.0,interior_optimum,True,0.6711553060203568,11.94895538456385
2996004,5,high_scatter,kalman,6,6,0.0736581627789257,0.9263418372210743,0.8035660021430917,0.19643399785690824,0.5,0.38363243091113347,0.24516363776177458,0.0,51.91464568615354,4.55925903008961,297.96126313322105,0.1940581332803841,1.0,clean,True,0.6711553060203568,6.793150540854583
2996004,5,high_scatter,raw,6,6,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.6711553060203568,5180.7978669906415,0.9984275772826018,1.0,clean,True,0.6711553060203568,1.0
